Feedback_Excitation	Feedback_Inhibition	Continuum_Step	bus_Size	rush_Size	Avg_Size
0.05	-0.15	5	0.0	0.0	0.0
0.05	-0.15	6	0.0	0.0	0.0
0.05	-0.14	0	0.0	0.0	0.0
0.05	-0.14	1	0.0	0.0	0.0
0.05	-0.14	2	0.0	0.0	0.0
0.05	-0.14	3	0.04741758	0.13587427	0.091645926
0.05	-0.14	4	0.0	0.0	0.0
0.05	-0.14	5	0.0	0.0	0.0
0.05	-0.14	6	0.0	0.0	0.0
0.05	-0.13	0	0.0	0.0	0.0
0.05	-0.13	1	0.0	0.0	0.0
0.05	-0.13	2	0.0	0.0	0.0
0.05	-0.13	3	0.040515244	0.117801756	0.0791585
0.05	-0.13	4	0.0	0.0	0.0
0.05	-0.13	5	0.0	0.0	0.0
0.05	-0.13	6	0.0	0.0	0.0
0.05	-0.12	0	0.0	0.0	0.0
0.05	-0.12	1	0.0	0.0	0.0
0.05	-0.12	2	0.0	0.0	0.0
0.05	-0.12	3	0.035095096	0.102430016	0.068762556
0.05	-0.12	4	0.0	0.0	0.0
0.05	-0.12	5	0.0	0.0	0.0
0.05	-0.12	6	0.0	0.0	0.0
0.05	-0.11	0	0.0	0.0	0.0
0.05	-0.11	1	0.0	0.0	0.0
0.05	-0.11	2	0.0	0.0	0.0
0.05	-0.11	3	0.03070283	0.08916837	0.0599356
0.05	-0.11	4	0.0	0.0	0.0
0.05	-0.11	5	0.0	0.0	0.0
0.05	-0.11	6	0.0	0.0	0.0
0.05	-0.1	0	0.0	0.0	0.0
0.05	-0.1	1	0.0	0.0	0.0
0.05	-0.1	2	0.0	0.0	0.0
0.05	-0.1	3	0.026998043	0.077650905	0.052324474
0.05	-0.1	4	0.0	0.0	0.0
0.05	-0.1	5	0.0	0.0	0.0
0.05	-0.1	6	0.0	0.0	0.0
0.05	-0.09	0	0.0	0.0	0.0
0.05	-0.09	1	0.0	0.0	0.0
0.05	-0.09	2	0.0	0.0	0.0
0.05	-0.09	3	0.023892403	0.06752092	0.04570666
0.05	-0.09	4	0.0	0.0	0.0
0.05	-0.09	5	0.0	0.0	0.0
0.05	-0.09	6	0.0	0.0	0.0
0.05	-0.08	0	0.0	0.0	0.0
0.05	-0.08	1	0.0	0.0	0.0
0.05	-0.08	2	0.0	0.0	0.0
0.05	-0.08	3	0.02119279	0.058563143	0.039877966
0.05	-0.08	4	0.0	0.0	0.0
0.05	-0.08	5	0.0	0.0	0.0
0.05	-0.08	6	0.0	0.0	0.0
0.05	-0.07	0	0.0	0.0	0.0
0.05	-0.07	1	0.0	0.0	0.0
0.05	-0.07	2	0.0	0.0	0.0
0.05	-0.07	3	0.018859744	0.050633848	0.034746796
0.05	-0.07	4	0.0	0.0	0.0
0.05	-0.07	5	0.0	0.0	0.0
0.05	-0.07	6	0.0	0.0	0.0
0.05	-0.06	0	0.0	0.0	0.0
0.05	-0.06	1	0.0	0.0	0.0
0.05	-0.06	2	0.0	0.0	0.0
0.05	-0.06	3	0.016655922	0.04357636	0.03011614
0.05	-0.06	4	0.0	0.0	0.0
0.05	-0.06	5	0.0	0.0	0.0
0.05	-0.06	6	0.0	0.0	0.0
0.05	-0.05	0	0.0	0.0	0.0
0.05	-0.05	1	0.0	0.0	0.0
0.05	-0.05	2	0.0	0.0	0.0
0.05	-0.05	3	0.014601529	0.037272185	0.025936857
0.05	-0.05	4	0.0	0.0	0.0
0.05	-0.05	5	0.0	0.0	0.0
0.05	-0.05	6	0.0	0.0	0.0
0.05	-0.04	0	0.0	0.0	0.0
0.05	-0.04	1	0.0	0.0	0.0
0.05	-0.04	2	0.0	0.0	0.0
0.05	-0.04	3	0.012675703	0.031635255	0.022155479
0.05	-0.04	4	0.0	0.048117075	0.024058538
0.05	-0.04	5	0.0	0.0	0.0
0.05	-0.04	6	0.0	0.0	0.0
0.05	-0.03	0	0.0	0.0	0.0
0.05	-0.03	1	0.0	0.0	0.0
0.05	-0.03	2	0.0663677	0.0	0.03318385
0.05	-0.03	3	0.010847807	0.02657947	0.018713638
0.05	-0.03	4	0.0	0.12365422	0.06182711
0.05	-0.03	5	0.0	0.038253337	0.019126669
0.05	-0.03	6	0.0	0.0	0.0
0.05	-0.02	0	0.011372821	0.0	0.0056864107
0.05	-0.02	1	0.07541574	0.0	0.03770787
0.05	-0.02	2	0.1484419	0.0	0.07422095
0.05	-0.02	3	0.009090006	0.025138587	0.017114297
0.05	-0.02	4	0.0	0.18282598	0.09141299
0.05	-0.02	5	0.0	0.12042468	0.06021234
0.05	-0.02	6	0.0	0.0	0.0
0.05	-0.01	0	0.1293179	-0.0007696748	0.06427411
0.05	-0.01	1	0.15751715	-0.043314755	0.057101198
0.05	-0.01	2	0.21017228	-0.08380425	0.063184015
0.05	-0.01	3	0.010038614	0.029197484	0.01961805
0.05	-0.01	4	-0.11678463	0.22955245	0.056383908
0.05	-0.01	5	-0.06863254	0.1861634	0.058765426
0.05	-0.01	6	-0.02770412	0.1132682	0.04278204
0.05	0.0	0	0.23092325	-0.1136691	0.058627076
0.05	0.0	1	0.24105477	-0.16321677	0.038919
0.05	0.0	2	0.2681421	-0.2027582	0.032691956
0.05	0.0	3	0.013972163	0.021718293	0.017845228
0.05	0.0	4	-0.1982972	0.25868064	0.03019172
0.05	0.0	5	-0.17889386	0.23010963	0.025607884
0.05	0.0	6	-0.16529715	0.1852021	0.009952478
0.06	-0.15	0	0.0	0.0	0.0
0.06	-0.15	1	0.0	0.0	0.0
0.06	-0.15	2	0.0	0.0	0.0
0.06	-0.15	3	0.060230374	0.16780329	0.11401683
0.06	-0.15	4	0.0	0.0	0.0
0.06	-0.15	5	0.0	0.0	0.0
0.06	-0.15	6	0.0	0.0	0.0
0.06	-0.14	0	0.0	0.0	0.0
0.06	-0.14	1	0.0	0.0	0.0
0.06	-0.14	2	0.0	0.0	0.0
0.06	-0.14	3	0.05064124	0.14475235	0.097696796
0.06	-0.14	4	0.0	0.0	0.0
0.06	-0.14	5	0.0	0.0	0.0
0.06	-0.14	6	0.0	0.0	0.0
0.06	-0.13	0	0.0	0.0	0.0
0.06	-0.13	1	0.0	0.0	0.0
0.06	-0.13	2	0.0	0.0	0.0
0.06	-0.13	3	0.043219626	0.12555066	0.08438514
0.06	-0.13	4	0.0	0.0	0.0
0.06	-0.13	5	0.0	0.0	0.0
0.06	-0.13	6	0.0	0.0	0.0
0.06	-0.12	0	0.0	0.0	0.0
0.06	-0.12	1	0.0	0.0	0.0
0.06	-0.12	2	0.0	0.0	0.0
0.06	-0.12	3	0.03745699	0.10928926	0.073373124
0.06	-0.12	4	0.0	0.0	0.0
0.06	-0.12	5	0.0	0.0	0.0
0.06	-0.12	6	0.0	0.0	0.0
0.06	-0.11	0	0.0	0.0	0.0
0.06	-0.11	1	0.0	0.0	0.0
0.06	-0.11	2	0.0	0.0	0.0
0.06	-0.11	3	0.032795727	0.09531903	0.06405738
0.06	-0.11	4	0.0	0.0	0.0
0.06	-0.11	5	0.0	0.0	0.0
0.06	-0.11	6	0.0	0.0	0.0
0.06	-0.1	0	0.0	0.0	0.0
0.06	-0.1	1	0.0	0.0	0.0
0.06	-0.1	2	0.0	0.0	0.0
0.06	-0.1	3	0.02889508	0.08322236	0.05605872
0.06	-0.1	4	0.0	0.0	0.0
0.06	-0.1	5	0.0	0.0	0.0
0.06	-0.1	6	0.0	0.0	0.0
0.06	-0.09	0	0.0	0.0	0.0
0.06	-0.09	1	0.0	0.0	0.0
0.06	-0.09	2	0.0	0.0	0.0
0.06	-0.09	3	0.025626779	0.07260573	0.049116254
0.06	-0.09	4	0.0	0.0	0.0
0.06	-0.09	5	0.0	0.0	0.0
0.06	-0.09	6	0.0	0.0	0.0
0.06	-0.08	0	0.0	0.0	0.0
0.06	-0.08	1	0.0	0.0	0.0
0.06	-0.08	2	0.0	0.0	0.0
0.06	-0.08	3	0.02278924	0.06323835	0.043013796
0.06	-0.08	4	0.0	0.0	0.0
0.06	-0.08	5	0.0	0.0	0.0
0.06	-0.08	6	0.0	0.0	0.0
0.06	-0.07	0	0.0	0.0	0.0
0.06	-0.07	1	0.0	0.0	0.0
0.06	-0.07	2	0.0	0.0	0.0
0.06	-0.07	3	0.020365894	0.054951996	0.037658945
0.06	-0.07	4	0.0	0.0	0.0
0.06	-0.07	5	0.0	0.0	0.0
0.06	-0.07	6	0.0	0.0	0.0
0.06	-0.06	0	0.0	0.0	0.0
0.06	-0.06	1	0.0	0.0	0.0
0.06	-0.06	2	0.0	0.0	0.0
0.06	-0.06	3	0.018097341	0.047579557	0.03283845
0.06	-0.06	4	0.0	0.0	0.0
0.06	-0.06	5	0.0	0.0	0.0
0.06	-0.06	6	0.0	0.0	0.0
0.06	-0.05	0	0.0	0.0	0.0
0.06	-0.05	1	0.0	0.0	0.0
0.06	-0.05	2	0.0	0.0	0.0
0.06	-0.05	3	0.015979946	0.041003734	0.02849184
0.06	-0.05	4	0.0	0.04655476	0.02327738
0.06	-0.05	5	0.0	0.0	0.0
0.06	-0.05	6	0.0	0.0	0.0
0.06	-0.04	0	0.0	0.0	0.0
0.06	-0.04	1	0.0	0.0	0.0
0.06	-0.04	2	0.029836481	0.0	0.014918241
0.06	-0.04	3	0.013996899	0.03512609	0.024561495
0.06	-0.04	4	0.0	0.12333366	0.06166683
0.06	-0.04	5	0.0	0.015290439	0.0076452196
0.06	-0.04	6	0.0	0.0	0.0
0.06	-0.03	0	0.0	0.0	0.0
0.06	-0.03	1	0.02773796	0.0	0.01386898
0.06	-0.03	2	0.12636633	0.0	0.063183166
0.06	-0.03	3	0.012116313	0.030636013	0.021376163
0.06	-0.03	4	0.0	0.18337394	0.09168697
0.06	-0.03	5	0.0	0.09566877	0.047834385
0.06	-0.03	6	0.0	0.0	0.0
0.06	-0.02	0	0.053522386	0.0	0.026761193
0.06	-0.02	1	0.11997691	0.0	0.059988454
0.06	-0.02	2	0.1947417	0.0	0.09737085
0.06	-0.02	3	0.010272205	0.0318518	0.021062002
0.06	-0.02	4	-0.023728251	0.23025529	0.10326352
0.06	-0.02	5	0.0	0.16911058	0.08455529
0.06	-0.02	6	0.0	0.047107186	0.023553593
0.06	-0.01	0	0.16742422	-0.0016498566	0.08288718
0.06	-0.01	1	0.19589566	-0.069381595	0.06325703
0.06	-0.01	2	0.2481513	-0.11399323	0.06707904
0.06	-0.01	3	0.0142480135	0.03514251	0.024695262
0.06	-0.01	4	-0.15876466	0.26491508	0.05307521
0.06	-0.01	5	-0.11556971	0.22065435	0.05254232
0.06	-0.01	6	-0.071269274	0.14210303	0.03541688
0.06	0.0	0	0.26734233	-0.14581358	0.060764372
0.06	0.0	1	0.27883774	-0.19317156	0.04283309
0.06	0.0	2	0.3030224	-0.24116516	0.030928627
0.06	0.0	3	0.017153919	0.024802387	0.020978153
0.06	0.0	4	-0.22841549	0.2839145	0.027749509
0.06	0.0	5	-0.20582509	0.25825945	0.026217178
0.06	0.0	6	-0.19160217	0.2176716	0.013034716
0.07	-0.15	0	0.0	0.0	0.0
0.07	-0.15	1	0.0	0.0	0.0
0.07	-0.15	2	0.0	0.0	0.0
0.07	-0.15	3	0.06425369	0.17816672	0.1212102
0.07	-0.15	4	0.0	0.0	0.0
0.07	-0.15	5	0.0	0.0	0.0
0.07	-0.15	6	0.0	0.0	0.0
0.07	-0.14	0	0.0	0.0	0.0
0.07	-0.14	1	0.0	0.0	0.0
0.07	-0.14	2	0.0	0.0	0.0
0.07	-0.14	3	0.053906143	0.15363836	0.10377225
0.07	-0.14	4	0.0	0.0	0.0
0.07	-0.14	5	0.0	0.0	0.0
0.07	-0.14	6	0.0	0.0	0.0
0.07	-0.13	0	0.0	0.0	0.0
0.07	-0.13	1	0.0	0.0	0.0
0.07	-0.13	2	0.0	0.0	0.0
0.07	-0.13	3	0.045951545	0.13327616	0.089613855
0.07	-0.13	4	0.0	0.0	0.0
0.07	-0.13	5	0.0	0.0	0.0
0.07	-0.13	6	0.0	0.0	0.0
0.07	-0.12	0	0.0	0.0	0.0
0.07	-0.12	1	0.0	0.0	0.0
0.07	-0.12	2	0.0	0.0	0.0
0.07	-0.12	3	0.03982103	0.11612409	0.07797256
0.07	-0.12	4	0.0	0.0	0.0
0.07	-0.12	5	0.0	0.0	0.0
0.07	-0.12	6	0.0	0.0	0.0
0.07	-0.11	0	0.0	0.0	0.0
0.07	-0.11	1	0.0	0.0	0.0
0.07	-0.11	2	0.0	0.0	0.0
0.07	-0.11	3	0.034887135	0.10143742	0.06816228
0.07	-0.11	4	0.0	0.0	0.0
0.07	-0.11	5	0.0	0.0	0.0
0.07	-0.11	6	0.0	0.0	0.0
0.07	-0.1	0	0.0	0.0	0.0
0.07	-0.1	1	0.0	0.0	0.0
0.07	-0.1	2	0.0	0.0	0.0
0.07	-0.1	3	0.030791104	0.0887554	0.05977325
0.07	-0.1	4	0.0	0.0	0.0
0.07	-0.1	5	0.0	0.0	0.0
0.07	-0.1	6	0.0	0.0	0.0
0.07	-0.09	0	0.0	0.0	0.0
0.07	-0.09	1	0.0	0.0	0.0
0.07	-0.09	2	0.0	0.0	0.0
0.07	-0.09	3	0.027340949	0.07766995	0.05250545
0.07	-0.09	4	0.0	0.0	0.0
0.07	-0.09	5	0.0	0.0	0.0
0.07	-0.09	6	0.0	0.0	0.0
0.07	-0.08	0	0.0	0.0	0.0
0.07	-0.08	1	0.0	0.0	0.0
0.07	-0.08	2	0.0	0.0	0.0
0.07	-0.08	3	0.024365544	0.06787583	0.04612069
0.07	-0.08	4	0.0	0.0	0.0
0.07	-0.08	5	0.0	0.0	0.0
0.07	-0.08	6	0.0	0.0	0.0
0.07	-0.07	0	0.0	0.0	0.0
0.07	-0.07	1	0.0	0.0	0.0
0.07	-0.07	2	0.0	0.0	0.0
0.07	-0.07	3	0.021844089	0.059224993	0.04053454
0.07	-0.07	4	0.0	0.0	0.0
0.07	-0.07	5	0.0	0.0	0.0
0.07	-0.07	6	0.0	0.0	0.0
0.07	-0.06	0	0.0	0.0	0.0
0.07	-0.06	1	0.0	0.0	0.0
0.07	-0.06	2	0.0	0.0	0.0
0.07	-0.06	3	0.019510686	0.05154413	0.035527408
0.07	-0.06	4	0.0	0.048200976	0.024100488
0.07	-0.06	5	0.0	0.0	0.0
0.07	-0.06	6	0.0	0.0	0.0
0.07	-0.05	0	0.0	0.0	0.0
0.07	-0.05	1	0.0	0.0	0.0
0.07	-0.05	2	0.0	0.0	0.0
0.07	-0.05	3	0.01733023	0.044697285	0.031013757
0.07	-0.05	4	0.0	0.124841824	0.062420912
0.07	-0.05	5	0.0	0.00029241975	0.00014620987
0.07	-0.05	6	0.0	0.0	0.0
0.07	-0.04	0	0.0	0.0	0.0
0.07	-0.04	1	0.0	0.0	0.0
0.07	-0.04	2	0.09426894	0.0	0.04713447
0.07	-0.04	3	0.015284181	0.038579196	0.026931688
0.07	-0.04	4	0.0	0.18596315	0.09298158
0.07	-0.04	5	0.0	0.07068059	0.035340294
0.07	-0.04	6	0.0	0.0	0.0
0.07	-0.03	0	0.0	0.0	0.0
0.07	-0.03	1	0.07512913	0.0	0.037564564
0.07	-0.03	2	0.17624138	0.0	0.08812069
0.07	-0.03	3	0.013345242	0.036213994	0.024779618
0.07	-0.03	4	0.0	0.23264314	0.11632157
0.07	-0.03	5	0.0	0.14863244	0.07431622
0.07	-0.03	6	0.0	0.0	0.0
0.07	-0.02	0	0.09544105	0.0	0.047720525
0.07	-0.02	1	0.15824513	0.0	0.079122566
0.07	-0.02	2	0.23538046	-0.030968428	0.102206014
0.07	-0.02	3	0.01185143	0.038757235	0.025304332
0.07	-0.02	4	-0.07415515	0.26977682	0.097810835
0.07	-0.02	5	0.0	0.21122186	0.10561093
0.07	-0.02	6	0.0	0.10682192	0.05341096
0.07	-0.01	0	0.20193312	-0.0036129951	0.09916006
0.07	-0.01	1	0.23002616	-0.09637618	0.06682499
0.07	-0.01	2	0.2803884	-0.14467227	0.06785807
0.07	-0.01	3	0.018142402	0.03996697	0.029054686
0.07	-0.01	4	-0.19510823	0.28869352	0.04679264
0.07	-0.01	5	-0.15682447	0.24803816	0.045606844
0.07	-0.01	6	-0.11327684	0.16460714	0.02566515
0.07	0.0	0	0.29973087	-0.18076193	0.059484467
0.07	0.0	1	0.31065312	-0.2265076	0.042072758
0.07	0.0	2	0.33089364	-0.27665073	0.027121454
0.07	0.0	3	0.020511806	0.0272547	0.023883253
0.07	0.0	4	-0.2572114	0.30535156	0.024070084
0.07	0.0	5	-0.22907615	0.28613445	0.028529152
0.07	0.0	6	-0.21447295	0.24535483	0.015440941
0.08	-0.15	0	0.0	0.0	0.0
0.08	-0.15	1	0.0	0.0	0.0
0.08	-0.15	2	0.0	0.0	0.0
0.08	-0.15	3	0.06833583	0.1885274	0.12843162
0.08	-0.15	4	0.0	0.0	0.0
0.08	-0.15	5	0.0	0.0	0.0
0.08	-0.15	6	0.0	0.0	0.0
0.08	-0.14	0	0.0	0.0	0.0
0.08	-0.14	1	0.0	0.0	0.0
0.08	-0.14	2	0.0	0.0	0.0
0.08	-0.14	3	0.05718994	0.16248298	0.10983646
0.08	-0.14	4	0.0	0.0	0.0
0.08	-0.14	5	0.0	0.0	0.0
0.08	-0.14	6	0.0	0.0	0.0
0.08	-0.13	0	0.0	0.0	0.0
0.08	-0.13	1	0.0	0.0	0.0
0.08	-0.13	2	0.0	0.0	0.0
0.08	-0.13	3	0.048699796	0.14096224	0.09483102
0.08	-0.13	4	0.0	0.0	0.0
0.08	-0.13	5	0.0	0.0	0.0
0.08	-0.13	6	0.0	0.0	0.0
0.08	-0.12	0	0.0	0.0	0.0
0.08	-0.12	1	0.0	0.0	0.0
0.08	-0.12	2	0.0	0.0	0.0
0.08	-0.12	3	0.042176962	0.12289202	0.08253449
0.08	-0.12	4	0.0	0.0	0.0
0.08	-0.12	5	0.0	0.0	0.0
0.08	-0.12	6	0.0	0.0	0.0
0.08	-0.11	0	0.0	0.0	0.0
0.08	-0.11	1	0.0	0.0	0.0
0.08	-0.11	2	0.0	0.0	0.0
0.08	-0.11	3	0.036970377	0.107500374	0.072235376
0.08	-0.11	4	0.0	0.0	0.0
0.08	-0.11	5	0.0	0.0	0.0
0.08	-0.11	6	0.0	0.0	0.0
0.08	-0.1	0	0.0	0.0	0.0
0.08	-0.1	1	0.0	0.0	0.0
0.08	-0.1	2	0.0	0.0	0.0
0.08	-0.1	3	0.032678425	0.09423122	0.06345482
0.08	-0.1	4	0.0	0.0	0.0
0.08	-0.1	5	0.0	0.0	0.0
0.08	-0.1	6	0.0	0.0	0.0
0.08	-0.09	0	0.0	0.0	0.0
0.08	-0.09	1	0.0	0.0	0.0
0.08	-0.09	2	0.0	0.0	0.0
0.08	-0.09	3	0.029033244	0.08268082	0.055857033
0.08	-0.09	4	0.0	0.0	0.0
0.08	-0.09	5	0.0	0.0	0.0
0.08	-0.09	6	0.0	0.0	0.0
0.08	-0.08	0	0.0	0.0	0.0
0.08	-0.08	1	0.0	0.0	0.0
0.08	-0.08	2	0.0	0.0	0.0
0.08	-0.08	3	0.025922418	0.072462976	0.049192697
0.08	-0.08	4	0.0	0.0	0.0
0.08	-0.08	5	0.0	0.0	0.0
0.08	-0.08	6	0.0	0.0	0.0
0.08	-0.07	0	0.0	0.0	0.0
0.08	-0.07	1	0.0	0.0	0.0
0.08	-0.07	2	0.0	0.0	0.0
0.08	-0.07	3	0.0232929	0.063450485	0.043371692
0.08	-0.07	4	0.0	0.05390771	0.026953856
0.08	-0.07	5	0.0	0.0	0.0
0.08	-0.07	6	0.0	0.0	0.0
0.08	-0.06	0	0.0	0.0	0.0
0.08	-0.06	1	0.0	0.0	0.0
0.08	-0.06	2	0.0	0.0	0.0
0.08	-0.06	3	0.020894408	0.05546236	0.038178384
0.08	-0.06	4	0.0	0.12885173	0.06442586
0.08	-0.06	5	0.0	0.0	0.0
0.08	-0.06	6	0.0	0.0	0.0
0.08	-0.05	0	0.0	0.0	0.0
0.08	-0.05	1	0.0	0.0	0.0
0.08	-0.05	2	0.052555967	0.0	0.026277984
0.08	-0.05	3	0.018646002	0.048347026	0.033496514
0.08	-0.05	4	0.0	0.19023483	0.09511741
0.08	-0.05	5	0.0	0.046818927	0.023409463
0.08	-0.05	6	0.0	0.0	0.0
0.08	-0.04	0	0.0	0.0	0.0
0.08	-0.04	1	0.024308236	0.0	0.012154118
0.08	-0.04	2	0.15115564	0.0	0.07557782
0.08	-0.04	3	0.016530097	0.042966098	0.029748097
0.08	-0.04	4	0.0	0.23721534	0.11860767
0.08	-0.04	5	0.0	0.1260058	0.0630029
0.08	-0.04	6	0.0	0.0	0.0
0.08	-0.03	0	0.0031808882	0.0	0.0015904441
0.08	-0.03	1	0.11880682	0.0	0.05940341
0.08	-0.03	2	0.21905942	0.0	0.10952971
0.08	-0.03	3	0.014509797	0.042575896	0.028542846
0.08	-0.03	4	0.0	0.27338716	0.13669358
0.08	-0.03	5	0.0	0.19507919	0.097539596
0.08	-0.03	6	0.0	0.004132927	0.0020664635
0.08	-0.02	0	0.13478783	-0.00029599667	0.067245916
0.08	-0.02	1	0.19323455	-0.012542903	0.09034582
0.08	-0.02	2	0.26911142	-0.06739771	0.100856856
0.08	-0.02	3	0.014142811	0.045581043	0.029861927
0.08	-0.02	4	-0.123496294	0.30283475	0.08966923
0.08	-0.02	5	-0.030582964	0.24772653	0.10857178
0.08	-0.02	6	0.0	0.14719224	0.07359612
0.08	-0.01	0	0.23494118	-0.010879517	0.112030834
0.08	-0.01	1	0.259868	-0.12657255	0.06664772
0.08	-0.01	2	0.30758858	-0.18810785	0.059740365
0.08	-0.01	3	0.021808684	0.043565482	0.032687083
0.08	-0.01	4	-0.22588503	0.30668756	0.040401265
0.08	-0.01	5	-0.19155431	0.27024063	0.039343163
0.08	-0.01	6	-0.14985412	0.17949933	0.014822602
0.08	0.0	0	0.32681325	-0.21613288	0.055340186
0.08	0.0	1	0.3354457	-0.2765062	0.029469758
0.08	0.0	2	0.34731203	-0.3046937	0.021309167
0.08	0.0	3	0.024023592	0.028946817	0.026485205
0.08	0.0	4	-0.2821192	0.32616353	0.022022158
0.08	0.0	5	-0.24822718	0.30863816	0.030205488
0.08	0.0	6	-0.23314708	0.26941198	0.018132448
0.09	-0.15	0	0.0	0.0	0.0
0.09	-0.15	1	0.0	0.0	0.0
0.09	-0.15	2	0.0	0.0	0.0
0.09	-0.15	3	0.07249415	0.1988253	0.13565972
0.09	-0.15	4	0.0	0.0	0.0
0.09	-0.15	5	0.0	0.0	0.0
0.09	-0.15	6	0.0	0.0	0.0
0.09	-0.14	0	0.0	0.0	0.0
0.09	-0.14	1	0.0	0.0	0.0
0.09	-0.14	2	0.0	0.0	0.0
0.09	-0.14	3	0.06050086	0.17125124	0.11587605
0.09	-0.14	4	0.0	0.0	0.0
0.09	-0.14	5	0.0	0.0	0.0
0.09	-0.14	6	0.0	0.0	0.0
0.09	-0.13	0	0.0	0.0	0.0
0.09	-0.13	1	0.0	0.0	0.0
0.09	-0.13	2	0.0	0.0	0.0
0.09	-0.13	3	0.051466227	0.14858976	0.10002799
0.09	-0.13	4	0.0	0.0	0.0
0.09	-0.13	5	0.0	0.0	0.0
0.09	-0.13	6	0.0	0.0	0.0
0.09	-0.12	0	0.0	0.0	0.0
0.09	-0.12	1	0.0	0.0	0.0
0.09	-0.12	2	0.0	0.0	0.0
0.09	-0.12	3	0.04453075	0.12960595	0.08706835
0.09	-0.12	4	0.0	0.0	0.0
0.09	-0.12	5	0.0	0.0	0.0
0.09	-0.12	6	0.0	0.0	0.0
0.09	-0.11	0	0.0	0.0	0.0
0.09	-0.11	1	0.0	0.0	0.0
0.09	-0.11	2	0.0	0.0	0.0
0.09	-0.11	3	0.03904307	0.113488585	0.07626583
0.09	-0.11	4	0.0	0.0	0.0
0.09	-0.11	5	0.0	0.0	0.0
0.09	-0.11	6	0.0	0.0	0.0
0.09	-0.1	0	0.0	0.0	0.0
0.09	-0.1	1	0.0	0.0	0.0
0.09	-0.1	2	0.0	0.0	0.0
0.09	-0.1	3	0.034548283	0.09963536	0.06709182
0.09	-0.1	4	0.0	0.0	0.0
0.09	-0.1	5	0.0	0.0	0.0
0.09	-0.1	6	0.0	0.0	0.0
0.09	-0.09	0	0.0	0.0	0.0
0.09	-0.09	1	0.0	0.0	0.0
0.09	-0.09	2	0.0	0.0	0.0
0.09	-0.09	3	0.030710995	0.087610364	0.05916068
0.09	-0.09	4	0.0	0.002880305	0.0014401525
0.09	-0.09	5	0.0	0.0	0.0
0.09	-0.09	6	0.0	0.0	0.0
0.09	-0.08	0	0.0	0.0	0.0
0.09	-0.08	1	0.0	0.0	0.0
0.09	-0.08	2	0.0	0.0	0.0
0.09	-0.08	3	0.027460754	0.07698876	0.052224755
0.09	-0.08	4	0.0	0.06529052	0.03264526
0.09	-0.08	5	0.0	0.0	0.0
0.09	-0.08	6	0.0	0.0	0.0
0.09	-0.07	0	0.0	0.0	0.0
0.09	-0.07	1	0.0	0.0	0.0
0.09	-0.07	2	0.0	0.0	0.0
0.09	-0.07	3	0.024707556	0.067615926	0.04616174
0.09	-0.07	4	0.0	0.13638175	0.06819087
0.09	-0.07	5	0.0	0.0	0.0
0.09	-0.07	6	0.0	0.0	0.0
0.09	-0.06	0	0.0	0.0	0.0
0.09	-0.06	1	0.0	0.0	0.0
0.09	-0.06	2	0.006642488	0.0	0.003321244
0.09	-0.06	3	0.022243917	0.05932623	0.040785074
0.09	-0.06	4	0.0	0.19650076	0.09825038
0.09	-0.06	5	0.0	0.02569933	0.012849665
0.09	-0.06	6	0.0	0.0	0.0
0.09	-0.05	0	0.0	0.0	0.0
0.09	-0.05	1	0.0	0.0	0.0
0.09	-0.05	2	0.115457326	0.0	0.057728663
0.09	-0.05	3	0.01991862	0.05194041	0.035929516
0.09	-0.05	4	0.0	0.24344927	0.121724635
0.09	-0.05	5	0.0	0.10289431	0.051447157
0.09	-0.05	6	0.0	0.0	0.0
0.09	-0.04	0	0.0	0.0	0.0
0.09	-0.04	1	0.06959348	0.0	0.03479674
0.09	-0.04	2	0.19911757	0.0	0.099558786
0.09	-0.04	3	0.017736495	0.04852718	0.033131838
0.09	-0.04	4	0.0	0.2791511	0.13957556
0.09	-0.04	5	0.0	0.17651169	0.088255845
0.09	-0.04	6	0.0	0.0	0.0
0.09	-0.03	0	0.03342052	0.0	0.01671026
0.09	-0.03	1	0.15606149	0.0	0.07803074
0.09	-0.03	2	0.25692567	0.0	0.12846284
0.09	-0.03	3	0.015605092	0.049430937	0.032518014
0.09	-0.03	4	-0.010596454	0.30717474	0.14828914
0.09	-0.03	5	0.0	0.2355268	0.1177634
0.09	-0.03	6	0.0	0.0638119	0.03190595
0.09	-0.02	0	0.17076105	-0.00084507465	0.08495799
0.09	-0.02	1	0.22747897	-0.033501863	0.09698855
0.09	-0.02	2	0.297567	-0.0999887	0.098789155
0.09	-0.02	3	0.016738534	0.052252173	0.034495354
0.09	-0.02	4	-0.16795522	0.33060074	0.08132276
0.09	-0.02	5	-0.08694196	0.27915588	0.09610696
0.09	-0.02	6	-0.0010618567	0.16951677	0.08422746
0.09	-0.01	0	0.26555476	-0.019490838	0.12303196
0.09	-0.01	1	0.28829992	-0.16201639	0.06314176
0.09	-0.01	2	0.33119762	-0.24526346	0.04296708
0.09	-0.01	3	0.025344193	0.046657473	0.036000833
0.09	-0.01	4	-0.25395918	0.3182426	0.032141715
0.09	-0.01	5	-0.22043371	0.2869661	0.033266187
0.09	-0.01	6	-0.18217385	0.19472557	0.0062758625
0.09	0.0	0	0.34689334	-0.26481903	0.041037157
0.09	0.0	1	0.35411698	-0.31217307	0.020971954
0.09	0.0	2	0.36181265	-0.32764775	0.017082453
0.09	0.0	3	0.027837574	0.02985853	0.028848052
