Participant_Index	Noise_LOC	Reaction_Time	Accuracy
0	0	39.004975124378106	0.9481132075471698
0	0.01	40.515306122448976	0.9245283018867925
0	0.02	43.150837988826815	0.8443396226415094
0	0.03	46.67080745341615	0.7594339622641509
0	0.04	49.6015625	0.6037735849056604
0	0.05	52.73076923076923	0.49056603773584906
0	0.06	56.955555555555556	0.42452830188679247
0	0.07	58.0921052631579	0.3584905660377358
0	0.08	57.378787878787875	0.3113207547169811
0	0.09	60.107142857142854	0.2641509433962264
0	0.1	60.108695652173914	0.2169811320754717
0	0.11	63.30555555555556	0.16981132075471697
0	0.12	59.69565217391305	0.10849056603773585
0	0.13	56.31578947368421	0.08962264150943396
0	0.14	58.2	0.07075471698113207
0	0.15	61.4	0.04716981132075472
1	0	39.004975124378106	0.9481132075471698
1	0.01	40.40721649484536	0.9150943396226415
1	0.02	43.016949152542374	0.8349056603773585
1	0.03	47.64848484848485	0.7783018867924528
1	0.04	49.693548387096776	0.5849056603773585
1	0.05	53.294117647058826	0.4811320754716981
1	0.06	54.89411764705882	0.4009433962264151
1	0.07	56.65714285714286	0.330188679245283
1	0.08	58.86153846153846	0.30660377358490565
1	0.09	59.75438596491228	0.2688679245283019
1	0.1	60.78048780487805	0.19339622641509435
1	0.11	60.970588235294116	0.16037735849056603
1	0.12	55.0	0.10849056603773585
1	0.13	58.1764705882353	0.08018867924528301
1	0.14	53.23076923076923	0.06132075471698113
1	0.15	61.0	0.05188679245283019
2	0	39.004975124378106	0.9481132075471698
2	0.01	40.505102040816325	0.9245283018867925
2	0.02	42.927374301675975	0.8443396226415094
2	0.03	47.40243902439025	0.7735849056603774
2	0.04	51.25757575757576	0.6226415094339622
2	0.05	54.78095238095238	0.49528301886792453
2	0.06	56.901234567901234	0.38207547169811323
2	0.07	56.810810810810814	0.3490566037735849
2	0.08	58.40677966101695	0.2783018867924528
2	0.09	58.9622641509434	0.25
2	0.1	60.638297872340424	0.22169811320754718
2	0.11	59.58064516129032	0.14622641509433962
2	0.12	56.95652173913044	0.10849056603773585
2	0.13	60.78947368421053	0.08962264150943396
2	0.14	52.46153846153846	0.06132075471698113
2	0.15	62.583333333333336	0.05660377358490566
3	0	39.004975124378106	0.9481132075471698
3	0.01	40.50769230769231	0.9198113207547169
3	0.02	43.43258426966292	0.839622641509434
3	0.03	46.6875	0.7547169811320755
3	0.04	49.99193548387097	0.5849056603773585
3	0.05	54.54	0.4716981132075472
3	0.06	55.68604651162791	0.4056603773584906
3	0.07	55.73972602739726	0.3443396226415094
3	0.08	59.75	0.2830188679245283
3	0.09	61.160714285714285	0.2641509433962264
3	0.1	62.09090909090909	0.20754716981132076
3	0.11	56.76470588235294	0.16037735849056603
3	0.12	58.68	0.1179245283018868
3	0.13	58.0625	0.07547169811320754
3	0.14	58.64705882352941	0.08018867924528301
3	0.15	55.4	0.04716981132075472
4	0	39.004975124378106	0.9481132075471698
4	0.01	40.44845360824742	0.9150943396226415
4	0.02	43.41011235955056	0.839622641509434
4	0.03	46.8375	0.7547169811320755
4	0.04	51.30232558139535	0.6084905660377359
4	0.05	52.73267326732673	0.47641509433962265
4	0.06	56.5	0.39622641509433965
4	0.07	58.67605633802817	0.33490566037735847
4	0.08	59.0	0.2971698113207547
4	0.09	61.21568627450981	0.24056603773584906
4	0.1	61.770833333333336	0.22641509433962265
4	0.11	63.06060606060606	0.15566037735849056
4	0.12	55.285714285714285	0.09905660377358491
4	0.13	61.05	0.09433962264150944
4	0.14	55.42857142857143	0.0660377358490566
4	0.15	57.666666666666664	0.04245283018867924
5	0	39.004975124378106	0.9481132075471698
5	0.01	40.62564102564102	0.9198113207547169
5	0.02	43.19444444444444	0.8490566037735849
5	0.03	47.451219512195124	0.7735849056603774
5	0.04	50.3359375	0.6037735849056604
5	0.05	52.71287128712871	0.47641509433962265
5	0.06	59.127906976744185	0.4056603773584906
5	0.07	56.81818181818182	0.3632075471698113
5	0.08	58.57377049180328	0.28773584905660377
5	0.09	59.55172413793103	0.27358490566037735
5	0.1	60.65217391304348	0.2169811320754717
5	0.11	60.25806451612903	0.14622641509433962
5	0.12	59.375	0.11320754716981132
5	0.13	57.857142857142854	0.09905660377358491
5	0.14	58.785714285714285	0.0660377358490566
5	0.15	57.6	0.04716981132075472
6	0	39.004975124378106	0.9481132075471698
6	0.01	40.50515463917526	0.9150943396226415
6	0.02	42.955555555555556	0.8490566037735849
6	0.03	47.58641975308642	0.7641509433962265
6	0.04	50.312	0.589622641509434
6	0.05	53.386138613861384	0.47641509433962265
6	0.06	57.247191011235955	0.419811320754717
6	0.07	58.85526315789474	0.3584905660377358
6	0.08	59.49230769230769	0.30660377358490565
6	0.09	60.56896551724138	0.27358490566037735
6	0.1	60.6	0.18867924528301888
6	0.11	60.39393939393939	0.15566037735849056
6	0.12	57.05	0.09433962264150944
6	0.13	55.473684210526315	0.08962264150943396
6	0.14	61.285714285714285	0.0660377358490566
6	0.15	60.333333333333336	0.05660377358490566
7	0	39.004975124378106	0.9481132075471698
7	0.01	40.45641025641026	0.9198113207547169
7	0.02	43.391061452513966	0.8443396226415094
7	0.03	47.593939393939394	0.7783018867924528
7	0.04	49.723076923076924	0.6132075471698113
7	0.05	53.43	0.4716981132075472
7	0.06	54.80246913580247	0.38207547169811323
7	0.07	57.534246575342465	0.3443396226415094
7	0.08	60.39393939393939	0.3113207547169811
7	0.09	60.333333333333336	0.24056603773584906
7	0.1	60.3125	0.22641509433962265
7	0.11	61.37837837837838	0.17452830188679244
7	0.12	61.375	0.11320754716981132
7	0.13	53.529411764705884	0.08018867924528301
7	0.14	58.4	0.07075471698113207
7	0.15	53.81818181818182	0.05188679245283019
8	0	39.004975124378106	0.9481132075471698
8	0.01	40.56410256410256	0.9198113207547169
8	0.02	43.08988764044944	0.839622641509434
8	0.03	47.39375	0.7547169811320755
8	0.04	51.10236220472441	0.5990566037735849
8	0.05	53.301886792452834	0.5
8	0.06	55.31325301204819	0.3915094339622642
8	0.07	58.0	0.3490566037735849
8	0.08	60.04545454545455	0.3113207547169811
8	0.09	58.37735849056604	0.25
8	0.1	59.5	0.20754716981132076
8	0.11	60.18181818181818	0.15566037735849056
8	0.12	61.130434782608695	0.10849056603773585
8	0.13	56.0	0.08962264150943396
8	0.14	57.666666666666664	0.05660377358490566
8	0.15	58.72727272727273	0.05188679245283019
9	0	39.004975124378106	0.9481132075471698
9	0.01	40.74226804123711	0.9150943396226415
9	0.02	43.172222222222224	0.8490566037735849
9	0.03	46.9622641509434	0.75
9	0.04	51.333333333333336	0.6226415094339622
9	0.05	52.95	0.4716981132075472
9	0.06	56.142857142857146	0.39622641509433965
9	0.07	59.774647887323944	0.33490566037735847
9	0.08	59.515151515151516	0.3113207547169811
9	0.09	61.48076923076923	0.24528301886792453
9	0.1	58.977777777777774	0.21226415094339623
9	0.11	59.8	0.1650943396226415
9	0.12	57.333333333333336	0.11320754716981132
9	0.13	58.4	0.07075471698113207
9	0.14	53.142857142857146	0.0660377358490566
9	0.15	59.0	0.06132075471698113
10	0	39.004975124378106	0.9481132075471698
10	0.01	40.48717948717949	0.9198113207547169
10	0.02	43.24022346368715	0.8443396226415094
10	0.03	47.47239263803681	0.7688679245283019
10	0.04	51.32283464566929	0.5990566037735849
10	0.05	54.49074074074074	0.5094339622641509
10	0.06	58.522222222222226	0.42452830188679247
10	0.07	57.80281690140845	0.33490566037735847
10	0.08	58.90769230769231	0.30660377358490565
10	0.09	61.339285714285715	0.2641509433962264
10	0.1	60.45	0.18867924528301888
10	0.11	60.65625	0.1509433962264151
10	0.12	59.36	0.1179245283018868
10	0.13	55.9375	0.07547169811320754
10	0.14	54.46153846153846	0.06132075471698113
10	0.15	54.44444444444444	0.04245283018867924
11	0	39.004975124378106	0.9481132075471698
11	0.01	40.54358974358974	0.9198113207547169
11	0.02	43.16201117318436	0.8443396226415094
11	0.03	46.987730061349694	0.7688679245283019
11	0.04	50.72727272727273	0.6226415094339622
11	0.05	53.25714285714286	0.49528301886792453
11	0.06	55.9	0.37735849056603776
11	0.07	58.19402985074627	0.3160377358490566
11	0.08	60.774647887323944	0.33490566037735847
11	0.09	60.24074074074074	0.25471698113207547
11	0.1	63.020833333333336	0.22641509433962265
11	0.11	60.46153846153846	0.12264150943396226
11	0.12	60.27272727272727	0.10377358490566038
11	0.13	56.375	0.07547169811320754
11	0.14	52.5	0.05660377358490566
11	0.15	59.45454545454545	0.05188679245283019
12	0	39.004975124378106	0.9481132075471698
12	0.01	40.43814432989691	0.9150943396226415
12	0.02	43.67955801104972	0.8537735849056604
12	0.03	47.10843373493976	0.7830188679245284
12	0.04	49.83720930232558	0.6084905660377359
12	0.05	53.48598130841121	0.5047169811320755
12	0.06	56.18390804597701	0.41037735849056606
12	0.07	56.43939393939394	0.3113207547169811
12	0.08	58.096774193548384	0.29245283018867924
12	0.09	62.01754385964912	0.2688679245283019
12	0.1	61.142857142857146	0.19811320754716982
12	0.11	61.205882352941174	0.16037735849056603
12	0.12	56.166666666666664	0.08490566037735849
12	0.13	56.3125	0.07547169811320754
12	0.14	54.5	0.0660377358490566
12	0.15	51.54545454545455	0.05188679245283019
13	0	39.004975124378106	0.9481132075471698
13	0.01	40.55154639175258	0.9150943396226415
13	0.02	43.235955056179776	0.839622641509434
13	0.03	47.02453987730061	0.7688679245283019
13	0.04	50.61538461538461	0.6132075471698113
13	0.05	54.211009174311926	0.5141509433962265
13	0.06	55.80952380952381	0.39622641509433965
13	0.07	56.17567567567568	0.3490566037735849
13	0.08	60.225806451612904	0.29245283018867924
13	0.09	62.421052631578945	0.2688679245283019
13	0.1	59.7906976744186	0.2028301886792453
13	0.11	55.67857142857143	0.1320754716981132
13	0.12	56.64	0.1179245283018868
13	0.13	53.6875	0.07547169811320754
13	0.14	55.166666666666664	0.05660377358490566
13	0.15	56.7	0.04716981132075472
14	0	39.004975124378106	0.9481132075471698
14	0.01	40.63076923076923	0.9198113207547169
14	0.02	43.70718232044199	0.8537735849056604
14	0.03	47.2760736196319	0.7688679245283019
14	0.04	51.421875	0.6037735849056604
14	0.05	53.59047619047619	0.49528301886792453
14	0.06	55.61176470588235	0.4009433962264151
14	0.07	58.675324675324674	0.3632075471698113
14	0.08	59.47692307692308	0.30660377358490565
14	0.09	61.824561403508774	0.2688679245283019
14	0.1	59.70454545454545	0.20754716981132076
14	0.11	60.96969696969697	0.15566037735849056
14	0.12	57.95454545454545	0.10377358490566038
14	0.13	55.705882352941174	0.08018867924528301
14	0.14	55.46153846153846	0.06132075471698113
14	0.15	60.27272727272727	0.05188679245283019
15	0	39.004975124378106	0.9481132075471698
15	0.01	40.58461538461538	0.9198113207547169
15	0.02	43.386740331491715	0.8537735849056604
15	0.03	46.50931677018634	0.7594339622641509
15	0.04	49.775193798449614	0.6084905660377359
15	0.05	52.881188118811885	0.47641509433962265
15	0.06	56.36046511627907	0.4056603773584906
15	0.07	57.027027027027025	0.3490566037735849
15	0.08	59.622950819672134	0.28773584905660377
15	0.09	58.08510638297872	0.22169811320754718
15	0.1	62.74	0.2358490566037736
15	0.11	60.0	0.14622641509433962
15	0.12	56.714285714285715	0.09905660377358491
15	0.13	60.25	0.09433962264150944
15	0.14	53.53846153846154	0.06132075471698113
15	0.15	50.9	0.04716981132075472
