Participant_Index	Noise_LOC	Reaction_Time	Accuracy
0	0	40.77560975609756	0.9669811320754716
0	0.01	40.43283582089552	0.9481132075471698
0	0.02	44.86294416243655	0.9292452830188679
0	0.03	53.36	0.8254716981132075
0	0.04	61.23913043478261	0.6509433962264151
0	0.05	65.87962962962963	0.5094339622641509
0	0.06	68.04494382022472	0.419811320754717
0	0.07	72.14864864864865	0.3490566037735849
0	0.08	74.45454545454545	0.3113207547169811
0	0.09	72.49090909090908	0.25943396226415094
0	0.1	72.34693877551021	0.23113207547169812
0	0.11	70.6969696969697	0.15566037735849056
0	0.12	68.44444444444444	0.12735849056603774
0	0.13	70.25	0.1320754716981132
0	0.14	68.0	0.14150943396226415
0	0.15	63.61904761904762	0.09905660377358491
1	0	40.77560975609756	0.9669811320754716
1	0.01	40.48756218905473	0.9481132075471698
1	0.02	44.656565656565654	0.9339622641509434
1	0.03	51.80232558139535	0.8113207547169812
1	0.04	62.17142857142857	0.660377358490566
1	0.05	67.42857142857143	0.5283018867924528
1	0.06	71.73333333333333	0.42452830188679247
1	0.07	72.86666666666666	0.35377358490566035
1	0.08	72.1864406779661	0.2783018867924528
1	0.09	75.48275862068965	0.27358490566037735
1	0.1	72.93333333333334	0.21226415094339623
1	0.11	69.375	0.18867924528301888
1	0.12	73.8529411764706	0.16037735849056603
1	0.13	71.35483870967742	0.14622641509433962
1	0.14	71.57142857142857	0.1320754716981132
1	0.15	68.84210526315789	0.08962264150943396
2	0	40.77560975609756	0.9669811320754716
2	0.01	40.85643564356435	0.9528301886792453
2	0.02	44.964646464646464	0.9339622641509434
2	0.03	51.98235294117647	0.8018867924528302
2	0.04	62.84782608695652	0.6509433962264151
2	0.05	66.21428571428571	0.5283018867924528
2	0.06	70.18085106382979	0.44339622641509435
2	0.07	73.0	0.3632075471698113
2	0.08	72.93650793650794	0.2971698113207547
2	0.09	72.61016949152543	0.2783018867924528
2	0.1	74.19565217391305	0.2169811320754717
2	0.11	73.21052631578948	0.1792452830188679
2	0.12	72.6	0.1650943396226415
