Feedback_Excitation	Feedback_Inhibition	Participant_Index	Noise_LOC	Reaction_Time	Accuracy
0.0	-0.12	13	0.05	72.43859649122807	0.2688679245283019
0.0	-0.12	13	0.06	72.04444444444445	0.21226415094339623
0.0	-0.12	13	0.07	74.425	0.18867924528301888
0.0	-0.12	13	0.08	67.54838709677419	0.14622641509433962
0.0	-0.12	13	0.09	65.45833333333333	0.11320754716981132
0.0	-0.12	13	0.1	66.56521739130434	0.10849056603773585
0.0	-0.12	13	0.11	71.77272727272727	0.10377358490566038
0.0	-0.12	13	0.12	68.11111111111111	0.08490566037735849
0.0	-0.12	13	0.13	59.642857142857146	0.0660377358490566
0.0	-0.12	13	0.14	66.07142857142857	0.0660377358490566
0.0	-0.12	13	0.15	64.84615384615384	0.06132075471698113
0.0	-0.12	14	0	41.253807106598984	0.9292452830188679
0.0	-0.12	14	0.01	41.79081632653061	0.9245283018867925
0.0	-0.12	14	0.02	50.078947368421055	0.8962264150943396
0.0	-0.12	14	0.03	62.41044776119403	0.6320754716981132
0.0	-0.12	14	0.04	66.98823529411764	0.4009433962264151
0.0	-0.12	14	0.05	69.16363636363636	0.25943396226415094
0.0	-0.12	14	0.06	73.49019607843137	0.24056603773584906
0.0	-0.12	14	0.07	69.48571428571428	0.1650943396226415
0.0	-0.12	14	0.08	70.58620689655173	0.13679245283018868
0.0	-0.12	14	0.09	68.43478260869566	0.10849056603773585
0.0	-0.12	14	0.1	69.0	0.09433962264150944
0.0	-0.12	14	0.11	66.95	0.09433962264150944
0.0	-0.12	14	0.12	64.16666666666667	0.08490566037735849
0.0	-0.12	14	0.13	64.4	0.07075471698113207
0.0	-0.12	14	0.14	57.90909090909091	0.05188679245283019
0.0	-0.12	14	0.15	66.73333333333333	0.07075471698113207
0.0	-0.12	15	0	41.253807106598984	0.9292452830188679
0.0	-0.12	15	0.01	42.45918367346939	0.9245283018867925
0.0	-0.12	15	0.02	50.064516129032256	0.8773584905660378
0.0	-0.12	15	0.03	61.6953125	0.6037735849056604
0.0	-0.12	15	0.04	68.67469879518072	0.3915094339622642
0.0	-0.12	15	0.05	73.27868852459017	0.28773584905660377
0.0	-0.12	15	0.06	74.28571428571429	0.23113207547169812
0.0	-0.12	15	0.07	69.82352941176471	0.16037735849056603
0.0	-0.12	15	0.08	71.15384615384616	0.12264150943396226
0.0	-0.12	15	0.09	72.30434782608695	0.10849056603773585
0.0	-0.12	15	0.1	65.78947368421052	0.08962264150943396
0.0	-0.12	15	0.11	69.36842105263158	0.08962264150943396
0.0	-0.12	15	0.12	70.38095238095238	0.09905660377358491
0.0	-0.12	15	0.13	67.92857142857143	0.0660377358490566
0.0	-0.12	15	0.14	60.083333333333336	0.05660377358490566
0.0	-0.12	15	0.15	56.46153846153846	0.06132075471698113
0.0	-0.11	0	0	40.62626262626262	0.9339622641509434
0.0	-0.11	0	0.01	41.484848484848484	0.9339622641509434
0.0	-0.11	0	0.02	47.89417989417989	0.8915094339622641
0.0	-0.11	0	0.03	60.88275862068966	0.6839622641509434
0.0	-0.11	0	0.04	65.09574468085107	0.44339622641509435
0.0	-0.11	0	0.05	70.7	0.330188679245283
0.0	-0.11	0	0.06	73.51851851851852	0.25471698113207547
0.0	-0.11	0	0.07	72.14634146341463	0.19339622641509435
0.0	-0.11	0	0.08	72.0	0.1650943396226415
0.0	-0.11	0	0.09	71.9375	0.1509433962264151
0.0	-0.11	0	0.1	67.72	0.1179245283018868
0.0	-0.11	0	0.11	70.75	0.11320754716981132
0.0	-0.11	0	0.12	66.5	0.08490566037735849
0.0	-0.11	0	0.13	63.64705882352941	0.08018867924528301
0.0	-0.11	0	0.14	69.26666666666667	0.07075471698113207
0.0	-0.11	0	0.15	66.66666666666667	0.07075471698113207
0.0	-0.11	1	0	40.62626262626262	0.9339622641509434
0.0	-0.11	1	0.01	41.91414141414141	0.9339622641509434
0.0	-0.11	1	0.02	47.43684210526316	0.8962264150943396
0.0	-0.11	1	0.03	59.88194444444444	0.6792452830188679
0.0	-0.11	1	0.04	65.2967032967033	0.42924528301886794
0.0	-0.11	1	0.05	70.63888888888889	0.33962264150943394
0.0	-0.11	1	0.06	73.63636363636364	0.25943396226415094
0.0	-0.11	1	0.07	72.39583333333333	0.22641509433962265
0.0	-0.11	1	0.08	70.29729729729729	0.17452830188679244
0.0	-0.11	1	0.09	65.08	0.1179245283018868
0.0	-0.11	1	0.1	65.8695652173913	0.10849056603773585
0.0	-0.11	1	0.11	65.42105263157895	0.08962264150943396
0.0	-0.11	1	0.12	67.47058823529412	0.08018867924528301
0.0	-0.11	1	0.13	74.23529411764706	0.08018867924528301
0.0	-0.11	1	0.14	65.17647058823529	0.08018867924528301
0.0	-0.11	1	0.15	62.06666666666667	0.07075471698113207
0.0	-0.11	2	0	40.62626262626262	0.9339622641509434
0.0	-0.11	2	0.01	41.82741116751269	0.9292452830188679
0.0	-0.11	2	0.02	47.7	0.8962264150943396
0.0	-0.11	2	0.03	61.451388888888886	0.6792452830188679
0.0	-0.11	2	0.04	67.37113402061856	0.45754716981132076
0.0	-0.11	2	0.05	70.16901408450704	0.33490566037735847
0.0	-0.11	2	0.06	74.54838709677419	0.29245283018867924
0.0	-0.11	2	0.07	71.29787234042553	0.22169811320754718
0.0	-0.11	2	0.08	72.45945945945945	0.17452830188679244
0.0	-0.11	2	0.09	68.36666666666666	0.14150943396226415
0.0	-0.11	2	0.1	69.69565217391305	0.10849056603773585
0.0	-0.11	2	0.11	69.31818181818181	0.10377358490566038
0.0	-0.11	2	0.12	65.26315789473684	0.08962264150943396
0.0	-0.11	2	0.13	65.0	0.08962264150943396
0.0	-0.11	2	0.14	59.88235294117647	0.08018867924528301
0.0	-0.11	2	0.15	65.9375	0.07547169811320754
0.0	-0.11	3	0	40.62626262626262	0.9339622641509434
0.0	-0.11	3	0.01	41.81818181818182	0.9339622641509434
0.0	-0.11	3	0.02	47.942708333333336	0.9056603773584906
0.0	-0.11	3	0.03	58.99295774647887	0.6698113207547169
0.0	-0.11	3	0.04	66.4795918367347	0.46226415094339623
0.0	-0.11	3	0.05	71.2394366197183	0.33490566037735847
0.0	-0.11	3	0.06	70.8076923076923	0.24528301886792453
0.0	-0.11	3	0.07	76.24444444444444	0.21226415094339623
0.0	-0.11	3	0.08	73.75	0.16981132075471697
0.0	-0.11	3	0.09	68.32	0.1179245283018868
0.0	-0.11	3	0.1	69.77272727272727	0.10377358490566038
0.0	-0.11	3	0.11	63.0	0.08490566037735849
0.0	-0.11	3	0.12	65.41176470588235	0.08018867924528301
0.0	-0.11	3	0.13	69.4	0.09433962264150944
0.0	-0.11	3	0.14	69.0	0.0660377358490566
0.0	-0.11	3	0.15	63.35294117647059	0.08018867924528301
0.0	-0.11	4	0	40.62626262626262	0.9339622641509434
0.0	-0.11	4	0.01	42.05555555555556	0.9339622641509434
0.0	-0.11	4	0.02	47.07329842931937	0.9009433962264151
0.0	-0.11	4	0.03	60.69178082191781	0.6886792452830188
0.0	-0.11	4	0.04	65.8061224489796	0.46226415094339623
0.0	-0.11	4	0.05	69.61194029850746	0.3160377358490566
0.0	-0.11	4	0.06	73.2	0.25943396226415094
0.0	-0.11	4	0.07	69.53658536585365	0.19339622641509435
0.0	-0.11	4	0.08	70.08333333333333	0.16981132075471697
0.0	-0.11	4	0.09	68.03571428571429	0.1320754716981132
0.0	-0.11	4	0.1	72.61538461538461	0.12264150943396226
0.0	-0.11	4	0.11	68.5	0.09433962264150944
0.0	-0.11	4	0.12	67.93333333333334	0.07075471698113207
0.0	-0.11	4	0.13	67.88235294117646	0.08018867924528301
0.0	-0.11	4	0.14	63.6	0.07075471698113207
0.0	-0.11	4	0.15	60.88235294117647	0.08018867924528301
0.0	-0.11	5	0	40.62626262626262	0.9339622641509434
0.0	-0.11	5	0.01	41.676767676767675	0.9339622641509434
0.0	-0.11	5	0.02	46.476190476190474	0.8915094339622641
0.0	-0.11	5	0.03	61.77181208053691	0.7028301886792453
0.0	-0.11	5	0.04	66.5940594059406	0.47641509433962265
0.0	-0.11	5	0.05	71.32894736842105	0.3584905660377358
0.0	-0.11	5	0.06	69.04651162790698	0.2028301886792453
0.0	-0.11	5	0.07	71.5	0.19811320754716982
0.0	-0.11	5	0.08	74.72972972972973	0.17452830188679244
0.0	-0.11	5	0.09	70.67857142857143	0.1320754716981132
0.0	-0.11	5	0.1	69.96	0.1179245283018868
0.0	-0.11	5	0.11	65.9090909090909	0.10377358490566038
0.0	-0.11	5	0.12	72.89473684210526	0.08962264150943396
0.0	-0.11	5	0.13	65.70588235294117	0.08018867924528301
0.0	-0.11	5	0.14	61.0	0.0660377358490566
0.0	-0.11	5	0.15	64.58333333333333	0.05660377358490566
0.0	-0.11	6	0	40.62626262626262	0.9339622641509434
0.0	-0.11	6	0.01	41.52020202020202	0.9339622641509434
0.0	-0.11	6	0.02	47.526041666666664	0.9056603773584906
0.0	-0.11	6	0.03	59.645390070921984	0.6650943396226415
0.0	-0.11	6	0.04	66.75510204081633	0.46226415094339623
0.0	-0.11	6	0.05	68.42028985507247	0.32547169811320753
0.0	-0.11	6	0.06	74.13793103448276	0.27358490566037735
0.0	-0.11	6	0.07	73.76744186046511	0.2028301886792453
0.0	-0.11	6	0.08	73.93548387096774	0.14622641509433962
0.0	-0.11	6	0.09	70.93333333333334	0.14150943396226415
0.0	-0.11	6	0.1	72.38461538461539	0.12264150943396226
0.0	-0.11	6	0.11	71.8	0.09433962264150944
0.0	-0.11	6	0.12	70.10526315789474	0.08962264150943396
0.0	-0.11	6	0.13	67.3529411764706	0.08018867924528301
0.0	-0.11	6	0.14	68.41176470588235	0.08018867924528301
0.0	-0.11	6	0.15	65.61538461538461	0.06132075471698113
0.0	-0.11	7	0	40.62626262626262	0.9339622641509434
0.0	-0.11	7	0.01	41.32828282828283	0.9339622641509434
0.0	-0.11	7	0.02	48.979274611398964	0.910377358490566
0.0	-0.11	7	0.03	60.44444444444444	0.6792452830188679
0.0	-0.11	7	0.04	65.74736842105263	0.4481132075471698
0.0	-0.11	7	0.05	71.84415584415585	0.3632075471698113
0.0	-0.11	7	0.06	71.96428571428571	0.2641509433962264
0.0	-0.11	7	0.07	75.09615384615384	0.24528301886792453
0.0	-0.11	7	0.08	71.3	0.18867924528301888
0.0	-0.11	7	0.09	66.96969696969697	0.15566037735849056
0.0	-0.11	7	0.1	65.63636363636364	0.10377358490566038
0.0	-0.11	7	0.11	71.0	0.09905660377358491
0.0	-0.11	7	0.12	69.64	0.1179245283018868
0.0	-0.11	7	0.13	62.888888888888886	0.08490566037735849
0.0	-0.11	7	0.14	68.61111111111111	0.08490566037735849
0.0	-0.11	7	0.15	58.15384615384615	0.06132075471698113
0.0	-0.11	8	0	40.62626262626262	0.9339622641509434
0.0	-0.11	8	0.01	41.63636363636363	0.9339622641509434
0.0	-0.11	8	0.02	47.34920634920635	0.8915094339622641
0.0	-0.11	8	0.03	61.32876712328767	0.6886792452830188
0.0	-0.11	8	0.04	66.85106382978724	0.44339622641509435
0.0	-0.11	8	0.05	68.01515151515152	0.3113207547169811
0.0	-0.11	8	0.06	74.14754098360656	0.28773584905660377
0.0	-0.11	8	0.07	74.23404255319149	0.22169811320754718
0.0	-0.11	8	0.08	71.14285714285714	0.1650943396226415
0.0	-0.11	8	0.09	71.41379310344827	0.13679245283018868
0.0	-0.11	8	0.1	71.28571428571429	0.1320754716981132
0.0	-0.11	8	0.11	68.15	0.09433962264150944
0.0	-0.11	8	0.12	68.47058823529412	0.08018867924528301
0.0	-0.11	8	0.13	70.77777777777777	0.08490566037735849
0.0	-0.11	8	0.14	68.52631578947368	0.08962264150943396
0.0	-0.11	8	0.15	69.13333333333334	0.07075471698113207
0.0	-0.11	9	0	40.62626262626262	0.9339622641509434
0.0	-0.11	9	0.01	41.15228426395939	0.9292452830188679
0.0	-0.11	9	0.02	47.61658031088083	0.910377358490566
0.0	-0.11	9	0.03	61.34265734265734	0.6745283018867925
0.0	-0.11	9	0.04	68.4040404040404	0.4669811320754717
0.0	-0.11	9	0.05	71.57142857142857	0.330188679245283
0.0	-0.11	9	0.06	74.44444444444444	0.25471698113207547
0.0	-0.11	9	0.07	72.11363636363636	0.20754716981132076
0.0	-0.11	9	0.08	73.91176470588235	0.16037735849056603
0.0	-0.11	9	0.09	70.4074074074074	0.12735849056603774
0.0	-0.11	9	0.1	65.9047619047619	0.09905660377358491
0.0	-0.11	9	0.11	68.29411764705883	0.08018867924528301
0.0	-0.11	9	0.12	72.61111111111111	0.08490566037735849
0.0	-0.11	9	0.13	65.41176470588235	0.08018867924528301
0.0	-0.11	9	0.14	64.875	0.07547169811320754
0.0	-0.11	9	0.15	61.625	0.07547169811320754
0.0	-0.11	10	0	40.62626262626262	0.9339622641509434
0.0	-0.11	10	0.01	41.82828282828283	0.9339622641509434
0.0	-0.11	10	0.02	47.651041666666664	0.9056603773584906
0.0	-0.11	10	0.03	61.38620689655173	0.6839622641509434
0.0	-0.11	10	0.04	65.4795918367347	0.46226415094339623
0.0	-0.11	10	0.05	70.22535211267606	0.33490566037735847
0.0	-0.11	10	0.06	72.40384615384616	0.24528301886792453
0.0	-0.11	10	0.07	71.48717948717949	0.18396226415094338
0.0	-0.11	10	0.08	72.36842105263158	0.1792452830188679
0.0	-0.11	10	0.09	65.8076923076923	0.12264150943396226
0.0	-0.11	10	0.1	72.83333333333333	0.11320754716981132
0.0	-0.11	10	0.11	62.64705882352941	0.08018867924528301
0.0	-0.11	10	0.12	63.55555555555556	0.08490566037735849
0.0	-0.11	10	0.13	56.06666666666667	0.07075471698113207
0.0	-0.11	10	0.14	66.76470588235294	0.08018867924528301
0.0	-0.11	10	0.15	58.42857142857143	0.0660377358490566
0.0	-0.11	11	0	40.62626262626262	0.9339622641509434
0.0	-0.11	11	0.01	41.43654822335025	0.9292452830188679
0.0	-0.11	11	0.02	47.769633507853406	0.9009433962264151
0.0	-0.11	11	0.03	62.326530612244895	0.6933962264150944
0.0	-0.11	11	0.04	67.63917525773196	0.45754716981132076
0.0	-0.11	11	0.05	70.26760563380282	0.33490566037735847
0.0	-0.11	11	0.06	75.56363636363636	0.25943396226415094
0.0	-0.11	11	0.07	71.95454545454545	0.20754716981132076
0.0	-0.11	11	0.08	69.05882352941177	0.16037735849056603
0.0	-0.11	11	0.09	68.80645161290323	0.14622641509433962
0.0	-0.11	11	0.1	68.65384615384616	0.12264150943396226
0.0	-0.11	11	0.11	66.77777777777777	0.08490566037735849
0.0	-0.11	11	0.12	63.523809523809526	0.09905660377358491
0.0	-0.11	11	0.13	62.55555555555556	0.08490566037735849
0.0	-0.11	11	0.14	71.0	0.07075471698113207
0.0	-0.11	11	0.15	58.46666666666667	0.07075471698113207
0.0	-0.11	12	0	40.62626262626262	0.9339622641509434
0.0	-0.11	12	0.01	41.75252525252525	0.9339622641509434
0.0	-0.11	12	0.02	46.73298429319372	0.9009433962264151
0.0	-0.11	12	0.03	59.709219858156025	0.6650943396226415
0.0	-0.11	12	0.04	69.12765957446808	0.44339622641509435
0.0	-0.11	12	0.05	71.1	0.330188679245283
0.0	-0.11	12	0.06	72.19642857142857	0.2641509433962264
0.0	-0.11	12	0.07	68.34210526315789	0.1792452830188679
0.0	-0.11	12	0.08	70.08571428571429	0.1650943396226415
0.0	-0.11	12	0.09	72.1875	0.1509433962264151
0.0	-0.11	12	0.1	68.16	0.1179245283018868
0.0	-0.11	12	0.11	64.89473684210526	0.08962264150943396
0.0	-0.11	12	0.12	68.8	0.09433962264150944
0.0	-0.11	12	0.13	66.52941176470588	0.08018867924528301
0.0	-0.11	12	0.14	59.6	0.07075471698113207
0.0	-0.11	12	0.15	64.2	0.07075471698113207
0.0	-0.11	13	0	40.62626262626262	0.9339622641509434
0.0	-0.11	13	0.01	41.94444444444444	0.9339622641509434
0.0	-0.11	13	0.02	47.397905759162306	0.9009433962264151
0.0	-0.11	13	0.03	60.4527027027027	0.6981132075471698
0.0	-0.11	13	0.04	64.6063829787234	0.44339622641509435
0.0	-0.11	13	0.05	72.7	0.330188679245283
0.0	-0.11	13	0.06	69.18181818181819	0.25943396226415094
0.0	-0.11	13	0.07	73.72093023255815	0.2028301886792453
0.0	-0.11	13	0.08	71.55882352941177	0.16037735849056603
0.0	-0.11	13	0.09	72.96666666666667	0.14150943396226415
0.0	-0.11	13	0.1	74.35714285714286	0.1320754716981132
0.0	-0.11	13	0.11	65.83333333333333	0.11320754716981132
0.0	-0.11	13	0.12	70.11111111111111	0.08490566037735849
0.0	-0.11	13	0.13	64.0	0.09905660377358491
0.0	-0.11	13	0.14	61.470588235294116	0.08018867924528301
0.0	-0.11	13	0.15	61.46666666666667	0.07075471698113207
0.0	-0.11	14	0	40.62626262626262	0.9339622641509434
0.0	-0.11	14	0.01	42.02020202020202	0.9339622641509434
0.0	-0.11	14	0.02	47.86772486772487	0.8915094339622641
0.0	-0.11	14	0.03	60.55714285714286	0.660377358490566
0.0	-0.11	14	0.04	65.51515151515152	0.4669811320754717
0.0	-0.11	14	0.05	71.76712328767124	0.3443396226415094
0.0	-0.11	14	0.06	70.62745098039215	0.24056603773584906
0.0	-0.11	14	0.07	74.3170731707317	0.19339622641509435
0.0	-0.11	14	0.08	73.08823529411765	0.16037735849056603
0.0	-0.11	14	0.09	69.70370370370371	0.12735849056603774
0.0	-0.11	14	0.1	67.0	0.10849056603773585
0.0	-0.11	14	0.11	69.0	0.09433962264150944
0.0	-0.11	14	0.12	60.0625	0.07547169811320754
0.0	-0.11	14	0.13	64.0	0.08962264150943396
0.0	-0.11	14	0.14	62.733333333333334	0.07075471698113207
0.0	-0.11	14	0.15	68.6	0.07075471698113207
0.0	-0.11	15	0	40.62626262626262	0.9339622641509434
0.0	-0.11	15	0.01	41.66497461928934	0.9292452830188679
0.0	-0.11	15	0.02	47.828125	0.9056603773584906
0.0	-0.11	15	0.03	60.78169014084507	0.6698113207547169
0.0	-0.11	15	0.04	66.02127659574468	0.44339622641509435
0.0	-0.11	15	0.05	71.5	0.32075471698113206
0.0	-0.11	15	0.06	72.49180327868852	0.28773584905660377
0.0	-0.11	15	0.07	73.81818181818181	0.20754716981132076
0.0	-0.11	15	0.08	69.19354838709677	0.14622641509433962
0.0	-0.11	15	0.09	76.12903225806451	0.14622641509433962
0.0	-0.11	15	0.1	65.04	0.1179245283018868
0.0	-0.11	15	0.11	63.9	0.09433962264150944
0.0	-0.11	15	0.12	62.9	0.09433962264150944
0.0	-0.11	15	0.13	61.64705882352941	0.08018867924528301
0.0	-0.11	15	0.14	62.642857142857146	0.0660377358490566
0.0	-0.11	15	0.15	70.05555555555556	0.08490566037735849
0.0	-0.1	0	0	41.133663366336634	0.9528301886792453
0.0	-0.1	0	0.01	41.27638190954774	0.9386792452830188
0.0	-0.1	0	0.02	45.87564766839378	0.910377358490566
0.0	-0.1	0	0.03	58.42307692307692	0.7358490566037735
0.0	-0.1	0	0.04	64.4326923076923	0.49056603773584906
0.0	-0.1	0	0.05	69.72619047619048	0.39622641509433965
0.0	-0.1	0	0.06	70.77611940298507	0.3160377358490566
0.0	-0.1	0	0.07	71.89795918367346	0.23113207547169812
0.0	-0.1	0	0.08	70.76744186046511	0.2028301886792453
0.0	-0.1	0	0.09	70.0	0.14622641509433962
0.0	-0.1	0	0.1	73.64285714285714	0.1320754716981132
0.0	-0.1	0	0.11	70.04	0.1179245283018868
0.0	-0.1	0	0.12	65.375	0.11320754716981132
0.0	-0.1	0	0.13	70.0909090909091	0.10377358490566038
0.0	-0.1	0	0.14	66.29411764705883	0.08018867924528301
0.0	-0.1	0	0.15	61.142857142857146	0.0660377358490566
0.0	-0.1	1	0	41.133663366336634	0.9528301886792453
0.0	-0.1	1	0.01	41.5678391959799	0.9386792452830188
0.0	-0.1	1	0.02	45.973958333333336	0.9056603773584906
0.0	-0.1	1	0.03	58.537974683544306	0.7452830188679245
0.0	-0.1	1	0.04	65.30555555555556	0.5094339622641509
0.0	-0.1	1	0.05	68.7560975609756	0.3867924528301887
0.0	-0.1	1	0.06	72.90322580645162	0.29245283018867924
0.0	-0.1	1	0.07	71.03921568627452	0.24056603773584906
0.0	-0.1	1	0.08	73.71794871794872	0.18396226415094338
0.0	-0.1	1	0.09	68.73333333333333	0.14150943396226415
0.0	-0.1	1	0.1	73.67647058823529	0.16037735849056603
0.0	-0.1	1	0.11	69.04545454545455	0.10377358490566038
0.0	-0.1	1	0.12	67.5909090909091	0.10377358490566038
0.0	-0.1	1	0.13	68.63157894736842	0.08962264150943396
0.0	-0.1	1	0.14	65.22222222222223	0.08490566037735849
0.0	-0.1	1	0.15	65.16666666666667	0.08490566037735849
0.0	-0.1	2	0	41.133663366336634	0.9528301886792453
0.0	-0.1	2	0.01	41.35175879396985	0.9386792452830188
0.0	-0.1	2	0.02	46.20103092783505	0.9150943396226415
0.0	-0.1	2	0.03	59.391304347826086	0.7594339622641509
0.0	-0.1	2	0.04	64.16346153846153	0.49056603773584906
0.0	-0.1	2	0.05	69.25925925925925	0.38207547169811323
0.0	-0.1	2	0.06	72.0677966101695	0.2783018867924528
0.0	-0.1	2	0.07	75.2	0.25943396226415094
0.0	-0.1	2	0.08	70.07142857142857	0.19811320754716982
0.0	-0.1	2	0.09	73.3	0.14150943396226415
0.0	-0.1	2	0.1	68.88	0.1179245283018868
0.0	-0.1	2	0.11	68.65384615384616	0.12264150943396226
0.0	-0.1	2	0.12	71.47619047619048	0.09905660377358491
0.0	-0.1	2	0.13	65.85	0.09433962264150944
0.0	-0.1	2	0.14	63.72222222222222	0.08490566037735849
0.0	-0.1	2	0.15	65.9375	0.07547169811320754
0.0	-0.1	3	0	41.133663366336634	0.9528301886792453
0.0	-0.1	3	0.01	41.55778894472362	0.9386792452830188
0.0	-0.1	3	0.02	45.36787564766839	0.910377358490566
0.0	-0.1	3	0.03	57.6474358974359	0.7358490566037735
0.0	-0.1	3	0.04	66.07207207207207	0.5235849056603774
0.0	-0.1	3	0.05	68.75	0.39622641509433965
0.0	-0.1	3	0.06	71.91803278688525	0.28773584905660377
0.0	-0.1	3	0.07	73.47058823529412	0.24056603773584906
0.0	-0.1	3	0.08	70.78260869565217	0.2169811320754717
0.0	-0.1	3	0.09	71.48648648648648	0.17452830188679244
0.0	-0.1	3	0.1	70.2	0.14150943396226415
0.0	-0.1	3	0.11	64.14285714285714	0.09905660377358491
0.0	-0.1	3	0.12	66.31818181818181	0.10377358490566038
0.0	-0.1	3	0.13	62.55555555555556	0.08490566037735849
0.0	-0.1	3	0.14	68.15789473684211	0.08962264150943396
0.0	-0.1	3	0.15	66.04761904761905	0.09905660377358491
0.0	-0.1	4	0	41.133663366336634	0.9528301886792453
0.0	-0.1	4	0.01	41.402010050251256	0.9386792452830188
0.0	-0.1	4	0.02	46.640625	0.9056603773584906
0.0	-0.1	4	0.03	59.113207547169814	0.75
0.0	-0.1	4	0.04	64.63392857142857	0.5283018867924528
0.0	-0.1	4	0.05	70.78048780487805	0.3867924528301887
0.0	-0.1	4	0.06	71.44444444444444	0.2971698113207547
0.0	-0.1	4	0.07	74.82142857142857	0.2641509433962264
0.0	-0.1	4	0.08	73.26190476190476	0.19811320754716982
0.0	-0.1	4	0.09	73.55263157894737	0.1792452830188679
0.0	-0.1	4	0.1	69.33333333333333	0.12735849056603774
0.0	-0.1	4	0.11	68.4	0.1179245283018868
0.0	-0.1	4	0.12	68.45454545454545	0.10377358490566038
0.0	-0.1	4	0.13	68.54545454545455	0.10377358490566038
0.0	-0.1	4	0.14	66.83333333333333	0.08490566037735849
0.0	-0.1	4	0.15	64.6470588235294	0.08018867924528301
0.0	-0.1	5	0	41.133663366336634	0.9528301886792453
0.0	-0.1	5	0.01	40.985	0.9433962264150944
0.0	-0.1	5	0.02	46.69230769230769	0.9198113207547169
0.0	-0.1	5	0.03	58.203821656050955	0.7405660377358491
0.0	-0.1	5	0.04	65.11320754716981	0.5
0.0	-0.1	5	0.05	71.14444444444445	0.42452830188679247
0.0	-0.1	5	0.06	73.0	0.29245283018867924
0.0	-0.1	5	0.07	72.60416666666667	0.22641509433962265
0.0	-0.1	5	0.08	68.1842105263158	0.1792452830188679
0.0	-0.1	5	0.09	68.47058823529412	0.16037735849056603
0.0	-0.1	5	0.1	71.03333333333333	0.14150943396226415
0.0	-0.1	5	0.11	70.66666666666667	0.11320754716981132
0.0	-0.1	5	0.12	68.04347826086956	0.10849056603773585
0.0	-0.1	5	0.13	71.15	0.09433962264150944
0.0	-0.1	5	0.14	64.66666666666667	0.09905660377358491
0.0	-0.1	5	0.15	70.27777777777777	0.08490566037735849
0.0	-0.1	6	0	41.133663366336634	0.9528301886792453
0.0	-0.1	6	0.01	41.12562814070352	0.9386792452830188
0.0	-0.1	6	0.02	46.2279792746114	0.910377358490566
0.0	-0.1	6	0.03	58.57232704402516	0.75
0.0	-0.1	6	0.04	64.97321428571429	0.5283018867924528
0.0	-0.1	6	0.05	71.3953488372093	0.4056603773584906
0.0	-0.1	6	0.06	70.79661016949153	0.2783018867924528
0.0	-0.1	6	0.07	73.18518518518519	0.25471698113207547
0.0	-0.1	6	0.08	73.375	0.18867924528301888
0.0	-0.1	6	0.09	72.78378378378379	0.17452830188679244
0.0	-0.1	6	0.1	73.90625	0.1509433962264151
0.0	-0.1	6	0.11	68.625	0.11320754716981132
0.0	-0.1	6	0.12	65.38888888888889	0.08490566037735849
0.0	-0.1	6	0.13	68.5	0.09433962264150944
0.0	-0.1	6	0.14	69.5	0.08490566037735849
0.0	-0.1	6	0.15	64.125	0.07547169811320754
0.0	-0.1	7	0	41.133663366336634	0.9528301886792453
0.0	-0.1	7	0.01	41.231155778894475	0.9386792452830188
0.0	-0.1	7	0.02	46.08762886597938	0.9150943396226415
0.0	-0.1	7	0.03	58.06962025316456	0.7452830188679245
0.0	-0.1	7	0.04	65.86086956521739	0.5424528301886793
0.0	-0.1	7	0.05	71.29411764705883	0.4009433962264151
0.0	-0.1	7	0.06	74.74626865671642	0.3160377358490566
0.0	-0.1	7	0.07	71.07843137254902	0.24056603773584906
0.0	-0.1	7	0.08	72.21428571428571	0.19811320754716982
0.0	-0.1	7	0.09	72.70270270270271	0.17452830188679244
0.0	-0.1	7	0.1	67.80645161290323	0.14622641509433962
0.0	-0.1	7	0.11	71.72	0.1179245283018868
0.0	-0.1	7	0.12	71.6086956521739	0.10849056603773585
0.0	-0.1	7	0.13	71.6	0.09433962264150944
0.0	-0.1	7	0.14	67.73684210526316	0.08962264150943396
0.0	-0.1	7	0.15	59.0	0.07547169811320754
0.0	-0.1	8	0	41.133663366336634	0.9528301886792453
0.0	-0.1	8	0.01	41.49	0.9433962264150944
0.0	-0.1	8	0.02	45.21875	0.9056603773584906
0.0	-0.1	8	0.03	57.65408805031446	0.75
0.0	-0.1	8	0.04	67.65454545454546	0.5188679245283019
0.0	-0.1	8	0.05	70.74157303370787	0.419811320754717
0.0	-0.1	8	0.06	73.33823529411765	0.32075471698113206
0.0	-0.1	8	0.07	72.86	0.2358490566037736
0.0	-0.1	8	0.08	71.38461538461539	0.18396226415094338
0.0	-0.1	8	0.09	72.45454545454545	0.15566037735849056
0.0	-0.1	8	0.1	69.29629629629629	0.12735849056603774
0.0	-0.1	8	0.11	68.66666666666667	0.11320754716981132
0.0	-0.1	8	0.12	68.18181818181819	0.10377358490566038
0.0	-0.1	8	0.13	70.42857142857143	0.09905660377358491
0.0	-0.1	8	0.14	69.85	0.09433962264150944
0.0	-0.1	8	0.15	68.58823529411765	0.08018867924528301
0.0	-0.1	9	0	41.133663366336634	0.9528301886792453
0.0	-0.1	9	0.01	41.15577889447236	0.9386792452830188
0.0	-0.1	9	0.02	45.84974093264249	0.910377358490566
0.0	-0.1	9	0.03	58.886792452830186	0.75
0.0	-0.1	9	0.04	64.98245614035088	0.5377358490566038
