Feedback_Excitation	Feedback_Inhibition	Participant_Index	Noise_LOC	Reaction_Time	Accuracy
0.0	-0.14	8	0.07	70.0	0.1320754716981132
0.0	-0.14	8	0.08	67.0909090909091	0.10377358490566038
0.0	-0.14	8	0.09	65.6	0.07075471698113207
0.0	-0.14	8	0.1	72.47619047619048	0.09905660377358491
0.0	-0.14	8	0.11	53.9375	0.07547169811320754
0.0	-0.14	8	0.12	66.38461538461539	0.06132075471698113
0.0	-0.14	8	0.13	63.0	0.05660377358490566
0.0	-0.14	8	0.14	66.15384615384616	0.06132075471698113
0.0	-0.14	8	0.15	56.76923076923077	0.06132075471698113
0.0	-0.14	9	0	40.401069518716575	0.8820754716981132
0.0	-0.14	9	0.01	42.383783783783784	0.8726415094339622
0.0	-0.14	9	0.02	53.8125	0.8301886792452831
0.0	-0.14	9	0.03	64.06060606060606	0.4669811320754717
0.0	-0.14	9	0.04	73.3913043478261	0.32547169811320753
0.0	-0.14	9	0.05	68.02380952380952	0.19811320754716982
0.0	-0.14	9	0.06	65.53125	0.1509433962264151
0.0	-0.14	9	0.07	68.46153846153847	0.12264150943396226
0.0	-0.14	9	0.08	68.36363636363636	0.10377358490566038
0.0	-0.14	9	0.09	68.38888888888889	0.08490566037735849
0.0	-0.14	9	0.1	64.41176470588235	0.08018867924528301
0.0	-0.14	9	0.11	65.07692307692308	0.06132075471698113
0.0	-0.14	9	0.12	65.92857142857143	0.0660377358490566
0.0	-0.14	9	0.13	68.5	0.05660377358490566
0.0	-0.14	9	0.14	65.75	0.05660377358490566
0.0	-0.14	9	0.15	65.66666666666667	0.07075471698113207
0.0	-0.14	10	0	40.401069518716575	0.8820754716981132
0.0	-0.14	10	0.01	42.486486486486484	0.8726415094339622
0.0	-0.14	10	0.02	53.57471264367816	0.8207547169811321
0.0	-0.14	10	0.03	63.18627450980392	0.4811320754716981
0.0	-0.14	10	0.04	69.81818181818181	0.3113207547169811
0.0	-0.14	10	0.05	74.05454545454545	0.25943396226415094
0.0	-0.14	10	0.06	73.72972972972973	0.17452830188679244
0.0	-0.14	10	0.07	72.62068965517241	0.13679245283018868
0.0	-0.14	10	0.08	65.3157894736842	0.08962264150943396
0.0	-0.14	10	0.09	70.05	0.09433962264150944
0.0	-0.14	10	0.1	63.285714285714285	0.0660377358490566
0.0	-0.14	10	0.11	63.0	0.0660377358490566
0.0	-0.14	10	0.12	60.76923076923077	0.06132075471698113
0.0	-0.14	10	0.13	67.75	0.05660377358490566
0.0	-0.14	10	0.14	65.57142857142857	0.0660377358490566
0.0	-0.14	10	0.15	61.07692307692308	0.06132075471698113
0.0	-0.14	11	0	40.401069518716575	0.8820754716981132
0.0	-0.14	11	0.01	42.11891891891892	0.8726415094339622
0.0	-0.14	11	0.02	53.73446327683616	0.8349056603773585
0.0	-0.14	11	0.03	67.63063063063063	0.5235849056603774
0.0	-0.14	11	0.04	69.80645161290323	0.29245283018867924
0.0	-0.14	11	0.05	69.81818181818181	0.20754716981132076
0.0	-0.14	11	0.06	71.89189189189189	0.17452830188679244
0.0	-0.14	11	0.07	68.10714285714286	0.1320754716981132
0.0	-0.14	11	0.08	67.36363636363636	0.10377358490566038
0.0	-0.14	11	0.09	64.47058823529412	0.08018867924528301
0.0	-0.14	11	0.1	66.0	0.08962264150943396
