Participant_Index	Noise_LOC	Reaction_Time	Accuracy
0	0	40.121827411167516	0.9292452830188679
0	0.01	41.2	0.7783018867924528
0	0.02	40.93793103448276	0.6839622641509434
0	0.03	43.31578947368421	0.6273584905660378
0	0.04	45.6551724137931	0.5471698113207547
0	0.05	48.53846153846154	0.42924528301886794
0	0.06	52.4375	0.3018867924528302
0	0.07	54.97435897435897	0.18396226415094338
0	0.08	56.43478260869565	0.10849056603773585
0	0.09	62.333333333333336	0.08490566037735849
0	0.1	54.81818181818182	0.05188679245283019
0	0.11	61.0	0.04245283018867924
0	0.12	57.8	0.02358490566037736
0	0.13	67.25	0.018867924528301886
0	0.14	nan	0.0
0	0.15	nan	0.0
1	0	40.121827411167516	0.9292452830188679
1	0.01	41.265060240963855	0.7830188679245284
1	0.02	40.917808219178085	0.6886792452830188
1	0.03	42.30232558139535	0.6084905660377359
1	0.04	44.81739130434783	0.5424528301886793
1	0.05	48.741573033707866	0.419811320754717
1	0.06	52.43333333333333	0.2830188679245283
1	0.07	55.51282051282051	0.18396226415094338
1	0.08	55.708333333333336	0.11320754716981132
1	0.09	59.23529411764706	0.08018867924528301
1	0.1	56.6	0.04716981132075472
1	0.11	63.625	0.03773584905660377
1	0.12	70.42857142857143	0.0330188679245283
1	0.13	66.0	0.014150943396226415
1	0.14	87.5	0.009433962264150943
1	0.15	70.0	0.0047169811320754715
2	0	40.121827411167516	0.9292452830188679
2	0.01	41.22289156626506	0.7830188679245284
2	0.02	41.601351351351354	0.6981132075471698
2	0.03	43.51127819548872	0.6273584905660378
2	0.04	45.02608695652174	0.5424528301886793
2	0.05	49.505494505494504	0.42924528301886794
2	0.06	52.152542372881356	0.2783018867924528
2	0.07	53.8	0.18867924528301888
2	0.08	53.583333333333336	0.11320754716981132
2	0.09	60.625	0.07547169811320754
2	0.1	55.81818181818182	0.05188679245283019
2	0.11	58.0	0.03773584905660377
2	0.12	71.0	0.02358490566037736
2	0.13	80.0	0.014150943396226415
2	0.14	74.5	0.009433962264150943
2	0.15	67.0	0.0047169811320754715
3	0	40.121827411167516	0.9292452830188679
3	0.01	41.09146341463415	0.7735849056603774
3	0.02	41.082191780821915	0.6886792452830188
3	0.03	42.5968992248062	0.6084905660377359
3	0.04	44.517857142857146	0.5283018867924528
3	0.05	48.449438202247194	0.419811320754717
3	0.06	52.93333333333333	0.2830188679245283
3	0.07	52.5945945945946	0.17452830188679244
3	0.08	55.82608695652174	0.10849056603773585
3	0.09	56.642857142857146	0.0660377358490566
3	0.1	61.0	0.05660377358490566
3	0.11	62.57142857142857	0.0330188679245283
3	0.12	60.285714285714285	0.0330188679245283
3	0.13	66.0	0.014150943396226415
3	0.14	80.0	0.0047169811320754715
3	0.15	nan	0.0
4	0	40.121827411167516	0.9292452830188679
4	0.01	40.47530864197531	0.7641509433962265
4	0.02	40.92413793103448	0.6839622641509434
4	0.03	42.746153846153845	0.6132075471698113
4	0.04	45.052173913043475	0.5424528301886793
4	0.05	49.83516483516483	0.42924528301886794
4	0.06	49.40350877192982	0.2688679245283019
4	0.07	54.72222222222222	0.16981132075471697
4	0.08	53.55	0.09433962264150944
4	0.09	60.13333333333333	0.07075471698113207
4	0.1	57.0	0.04716981132075472
4	0.11	60.42857142857143	0.0330188679245283
4	0.12	68.33333333333333	0.02830188679245283
4	0.13	75.66666666666667	0.014150943396226415
4	0.14	70.0	0.009433962264150943
4	0.15	72.5	0.009433962264150943
5	0	40.121827411167516	0.9292452830188679
5	0.01	40.65644171779141	0.7688679245283019
5	0.02	41.27210884353742	0.6933962264150944
5	0.03	43.06153846153846	0.6132075471698113
5	0.04	44.608695652173914	0.5424528301886793
5	0.05	48.348837209302324	0.4056603773584906
5	0.06	50.96666666666667	0.2830188679245283
5	0.07	52.19444444444444	0.16981132075471697
5	0.08	54.714285714285715	0.09905660377358491
5	0.09	56.38461538461539	0.06132075471698113
5	0.1	56.2	0.04716981132075472
5	0.11	62.0	0.04245283018867924
5	0.12	57.8	0.02358490566037736
5	0.13	71.75	0.018867924528301886
5	0.14	76.0	0.0047169811320754715
5	0.15	nan	0.0
6	0	40.121827411167516	0.9292452830188679
6	0.01	40.7239263803681	0.7688679245283019
6	0.02	40.69230769230769	0.6745283018867925
6	0.03	42.1875	0.6037735849056604
6	0.04	44.939655172413794	0.5471698113207547
6	0.05	49.46067415730337	0.419811320754717
6	0.06	52.1	0.2830188679245283
6	0.07	53.78378378378378	0.17452830188679244
6	0.08	53.90909090909091	0.10377358490566038
6	0.09	57.733333333333334	0.07075471698113207
6	0.1	58.833333333333336	0.05660377358490566
6	0.11	68.7	0.04716981132075472
6	0.12	63.5	0.018867924528301886
6	0.13	71.33333333333333	0.014150943396226415
6	0.14	79.5	0.009433962264150943
6	0.15	82.0	0.0047169811320754715
7	0	40.121827411167516	0.9292452830188679
7	0.01	41.34146341463415	0.7735849056603774
7	0.02	41.17123287671233	0.6886792452830188
7	0.03	42.4140625	0.6037735849056604
7	0.04	44.94736842105263	0.5377358490566038
7	0.05	48.01111111111111	0.42452830188679247
7	0.06	52.357142857142854	0.2641509433962264
7	0.07	53.22857142857143	0.1650943396226415
7	0.08	57.041666666666664	0.11320754716981132
7	0.09	55.57142857142857	0.0660377358490566
7	0.1	53.333333333333336	0.04245283018867924
7	0.11	60.4	0.04716981132075472
7	0.12	65.6	0.02358490566037736
7	0.13	65.75	0.018867924528301886
7	0.14	69.33333333333333	0.014150943396226415
7	0.15	82.0	0.0047169811320754715
8	0	40.121827411167516	0.9292452830188679
