NPhone_Decay	WtoW_Weight	Participant_Index	Noise_LOC	Reaction_Time	Accuracy
0.13	-0.006	6	0.15	14.0	0.0047169811320754715
0.13	-0.006	7	0	38.59047619047619	0.9905660377358491
0.13	-0.006	7	0.01	38.96153846153846	0.9811320754716981
0.13	-0.006	7	0.02	40.66502463054187	0.9575471698113207
0.13	-0.006	7	0.03	45.6505376344086	0.8773584905660378
0.13	-0.006	7	0.04	49.01379310344828	0.6839622641509434
0.13	-0.006	7	0.05	52.819047619047616	0.49528301886792453
0.13	-0.006	7	0.06	54.96825396825397	0.2971698113207547
0.13	-0.006	7	0.07	64.36842105263158	0.1792452830188679
0.13	-0.006	7	0.08	59.78947368421053	0.08962264150943396
0.13	-0.006	7	0.09	49.54545454545455	0.05188679245283019
0.13	-0.006	7	0.1	58.5	0.03773584905660377
0.13	-0.006	7	0.11	62.75	0.03773584905660377
0.13	-0.006	7	0.12	51.0	0.014150943396226415
0.13	-0.006	7	0.13	60.333333333333336	0.014150943396226415
0.13	-0.006	7	0.14	17.0	0.009433962264150943
0.13	-0.006	7	0.15	45.0	0.009433962264150943
0.13	-0.006	8	0	38.59047619047619	0.9905660377358491
0.13	-0.006	8	0.01	39.24038461538461	0.9811320754716981
0.13	-0.006	8	0.02	41.029556650246306	0.9575471698113207
0.13	-0.006	8	0.03	44.67032967032967	0.8584905660377359
0.13	-0.006	8	0.04	48.08571428571429	0.660377358490566
0.13	-0.006	8	0.05	55.00909090909091	0.5188679245283019
0.13	-0.006	8	0.06	57.34848484848485	0.3113207547169811
0.13	-0.006	8	0.07	59.108108108108105	0.17452830188679244
0.13	-0.006	8	0.08	53.333333333333336	0.08490566037735849
0.13	-0.006	8	0.09	61.333333333333336	0.07075471698113207
0.13	-0.006	8	0.1	47.27272727272727	0.05188679245283019
0.13	-0.006	8	0.11	59.6	0.02358490566037736
0.13	-0.006	8	0.12	58.333333333333336	0.02830188679245283
0.13	-0.006	8	0.13	34.0	0.014150943396226415
0.13	-0.006	8	0.14	23.0	0.0047169811320754715
0.13	-0.006	8	0.15	23.0	0.0047169811320754715
0.13	-0.006	9	0	38.59047619047619	0.9905660377358491
0.13	-0.006	9	0.01	38.93269230769231	0.9811320754716981
0.13	-0.006	9	0.02	40.77450980392157	0.9622641509433962
0.13	-0.006	9	0.03	45.540983606557376	0.8632075471698113
0.13	-0.006	9	0.04	48.86013986013986	0.6745283018867925
0.13	-0.006	9	0.05	54.71296296296296	0.5094339622641509
0.13	-0.006	9	0.06	58.08695652173913	0.32547169811320753
0.13	-0.006	9	0.07	59.63157894736842	0.1792452830188679
0.13	-0.006	9	0.08	58.473684210526315	0.08962264150943396
0.13	-0.006	9	0.09	53.0	0.07075471698113207
0.13	-0.006	9	0.1	56.5	0.04716981132075472
0.13	-0.006	9	0.11	48.375	0.03773584905660377
0.13	-0.006	9	0.12	51.5	0.018867924528301886
0.13	-0.006	9	0.13	33.0	0.018867924528301886
0.13	-0.006	9	0.14	51.5	0.009433962264150943
0.13	-0.006	9	0.15	55.5	0.009433962264150943
0.13	-0.006	10	0	38.59047619047619	0.9905660377358491
0.13	-0.006	10	0.01	39.30769230769231	0.9811320754716981
0.13	-0.006	10	0.02	41.299019607843135	0.9622641509433962
0.13	-0.006	10	0.03	45.84239130434783	0.8679245283018868
0.13	-0.006	10	0.04	49.37671232876713	0.6886792452830188
0.13	-0.006	10	0.05	52.85436893203884	0.4858490566037736
0.13	-0.006	10	0.06	58.943661971830984	0.33490566037735847
0.13	-0.006	10	0.07	59.94285714285714	0.1650943396226415
0.13	-0.006	10	0.08	53.77777777777778	0.08490566037735849
0.13	-0.006	10	0.09	62.30769230769231	0.06132075471698113
0.13	-0.006	10	0.1	53.44444444444444	0.04245283018867924
0.13	-0.006	10	0.11	59.5	0.03773584905660377
0.13	-0.006	10	0.12	51.8	0.02358490566037736
0.13	-0.006	10	0.13	12.0	0.009433962264150943
0.13	-0.006	10	0.14	17.5	0.009433962264150943
0.13	-0.006	10	0.15	17.5	0.009433962264150943
0.13	-0.006	11	0	38.59047619047619	0.9905660377358491
0.13	-0.006	11	0.01	39.00480769230769	0.9811320754716981
0.13	-0.006	11	0.02	40.720588235294116	0.9622641509433962
0.13	-0.006	11	0.03	45.9344262295082	0.8632075471698113
0.13	-0.006	11	0.04	49.24305555555556	0.6792452830188679
0.13	-0.006	11	0.05	53.71559633027523	0.5141509433962265
0.13	-0.006	11	0.06	57.768115942028984	0.32547169811320753
0.13	-0.006	11	0.07	61.4	0.1650943396226415
0.13	-0.006	11	0.08	51.111111111111114	0.08490566037735849
0.13	-0.006	11	0.09	50.30769230769231	0.06132075471698113
0.13	-0.006	11	0.1	59.90909090909091	0.05188679245283019
0.13	-0.006	11	0.11	59.857142857142854	0.0330188679245283
0.13	-0.006	11	0.12	54.666666666666664	0.014150943396226415
0.13	-0.006	11	0.13	45.5	0.018867924528301886
0.13	-0.006	11	0.14	57.5	0.009433962264150943
0.13	-0.006	11	0.15	18.0	0.009433962264150943
0.13	-0.006	12	0	38.59047619047619	0.9905660377358491
0.13	-0.006	12	0.01	39.0	0.9811320754716981
0.13	-0.006	12	0.02	40.955882352941174	0.9622641509433962
0.13	-0.006	12	0.03	45.50819672131148	0.8632075471698113
0.13	-0.006	12	0.04	48.78321678321678	0.6745283018867925
0.13	-0.006	12	0.05	55.10909090909091	0.5188679245283019
0.13	-0.006	12	0.06	57.55714285714286	0.330188679245283
0.13	-0.006	12	0.07	59.55263157894737	0.1792452830188679
0.13	-0.006	12	0.08	49.88235294117647	0.08018867924528301
0.13	-0.006	12	0.09	57.57142857142857	0.0660377358490566
0.13	-0.006	12	0.1	62.2	0.04716981132075472
0.13	-0.006	12	0.11	58.125	0.03773584905660377
0.13	-0.006	12	0.12	53.333333333333336	0.014150943396226415
0.13	-0.006	12	0.13	50.0	0.009433962264150943
0.13	-0.006	12	0.14	13.666666666666666	0.014150943396226415
0.13	-0.006	12	0.15	15.0	0.009433962264150943
0.13	-0.006	13	0	38.59047619047619	0.9905660377358491
0.13	-0.006	13	0.01	39.25	0.9811320754716981
0.13	-0.006	13	0.02	41.330049261083744	0.9575471698113207
0.13	-0.006	13	0.03	44.96111111111111	0.8490566037735849
0.13	-0.006	13	0.04	49.852112676056336	0.6698113207547169
0.13	-0.006	13	0.05	55.11926605504587	0.5141509433962265
0.13	-0.006	13	0.06	57.43283582089552	0.3160377358490566
0.13	-0.006	13	0.07	60.114285714285714	0.1650943396226415
0.13	-0.006	13	0.08	56.10526315789474	0.08962264150943396
0.13	-0.006	13	0.09	58.86666666666667	0.07075471698113207
0.13	-0.006	13	0.1	58.55555555555556	0.04245283018867924
0.13	-0.006	13	0.11	70.57142857142857	0.0330188679245283
0.13	-0.006	13	0.12	52.0	0.02830188679245283
0.13	-0.006	13	0.13	37.333333333333336	0.014150943396226415
0.13	-0.006	13	0.14	24.0	0.009433962264150943
0.13	-0.006	13	0.15	16.5	0.009433962264150943
0.13	-0.006	14	0	38.59047619047619	0.9905660377358491
0.13	-0.006	14	0.01	39.09615384615385	0.9811320754716981
0.13	-0.006	14	0.02	41.39705882352941	0.9622641509433962
0.13	-0.006	14	0.03	44.939890710382514	0.8632075471698113
0.13	-0.006	14	0.04	49.49315068493151	0.6886792452830188
0.13	-0.006	14	0.05	55.44347826086957	0.5424528301886793
0.13	-0.006	14	0.06	58.64705882352941	0.32075471698113206
0.13	-0.006	14	0.07	57.57575757575758	0.15566037735849056
0.13	-0.006	14	0.08	55.94736842105263	0.08962264150943396
0.13	-0.006	14	0.09	57.142857142857146	0.0660377358490566
0.13	-0.006	14	0.1	66.22222222222223	0.04245283018867924
0.13	-0.006	14	0.11	51.333333333333336	0.02830188679245283
0.13	-0.006	14	0.12	59.5	0.018867924528301886
0.13	-0.006	14	0.13	37.333333333333336	0.014150943396226415
0.13	-0.006	14	0.14	32.25	0.018867924528301886
0.13	-0.006	14	0.15	13.0	0.0047169811320754715
0.13	-0.006	15	0	38.59047619047619	0.9905660377358491
0.13	-0.006	15	0.01	39.22596153846154	0.9811320754716981
0.13	-0.006	15	0.02	41.588235294117645	0.9622641509433962
0.13	-0.006	15	0.03	45.32065217391305	0.8679245283018868
0.13	-0.006	15	0.04	48.61379310344827	0.6839622641509434
0.13	-0.006	15	0.05	53.77064220183486	0.5141509433962265
0.13	-0.006	15	0.06	59.64179104477612	0.3160377358490566
0.13	-0.006	15	0.07	57.05882352941177	0.16037735849056603
0.13	-0.006	15	0.08	59.31578947368421	0.08962264150943396
0.13	-0.006	15	0.09	51.214285714285715	0.0660377358490566
0.13	-0.006	15	0.1	65.0	0.04245283018867924
0.13	-0.006	15	0.11	67.0	0.03773584905660377
0.13	-0.006	15	0.12	37.5	0.018867924528301886
0.13	-0.006	15	0.13	45.0	0.009433962264150943
0.13	-0.006	15	0.14	51.0	0.009433962264150943
0.13	-0.006	15	0.15	24.0	0.0047169811320754715
0.13	-0.007	0	0	38.7047619047619	0.9905660377358491
0.13	-0.007	0	0.01	39.46634615384615	0.9811320754716981
0.13	-0.007	0	0.02	41.32843137254902	0.9622641509433962
0.13	-0.007	0	0.03	45.66111111111111	0.8490566037735849
0.13	-0.007	0	0.04	49.5177304964539	0.6650943396226415
0.13	-0.007	0	0.05	56.53333333333333	0.49528301886792453
0.13	-0.007	0	0.06	57.08474576271186	0.2783018867924528
0.13	-0.007	0	0.07	59.83870967741935	0.14622641509433962
0.13	-0.007	0	0.08	56.611111111111114	0.08490566037735849
0.13	-0.007	0	0.09	68.28571428571429	0.0660377358490566
0.13	-0.007	0	0.1	59.625	0.03773584905660377
0.13	-0.007	0	0.11	53.57142857142857	0.0330188679245283
0.13	-0.007	0	0.12	48.25	0.018867924528301886
0.13	-0.007	0	0.13	15.5	0.009433962264150943
0.13	-0.007	0	0.14	16.0	0.0047169811320754715
0.13	-0.007	0	0.15	22.0	0.0047169811320754715
0.13	-0.007	1	0	38.7047619047619	0.9905660377358491
0.13	-0.007	1	0.01	39.24038461538461	0.9811320754716981
0.13	-0.007	1	0.02	41.44607843137255	0.9622641509433962
0.13	-0.007	1	0.03	45.583333333333336	0.8490566037735849
0.13	-0.007	1	0.04	49.39705882352941	0.6415094339622641
0.13	-0.007	1	0.05	56.10576923076923	0.49056603773584906
0.13	-0.007	1	0.06	59.815384615384616	0.30660377358490565
0.13	-0.007	1	0.07	58.39393939393939	0.15566037735849056
0.13	-0.007	1	0.08	53.44444444444444	0.08490566037735849
0.13	-0.007	1	0.09	48.25	0.05660377358490566
0.13	-0.007	1	0.1	61.333333333333336	0.04245283018867924
0.13	-0.007	1	0.11	47.5	0.02830188679245283
0.13	-0.007	1	0.12	77.25	0.018867924528301886
0.13	-0.007	1	0.13	39.0	0.014150943396226415
0.13	-0.007	1	0.14	23.0	0.0047169811320754715
0.13	-0.007	1	0.15	24.0	0.0047169811320754715
0.13	-0.007	2	0	38.7047619047619	0.9905660377358491
0.13	-0.007	2	0.01	39.22115384615385	0.9811320754716981
0.13	-0.007	2	0.02	41.509803921568626	0.9622641509433962
0.13	-0.007	2	0.03	46.005524861878456	0.8537735849056604
0.13	-0.007	2	0.04	49.91428571428571	0.660377358490566
0.13	-0.007	2	0.05	55.37864077669903	0.4858490566037736
0.13	-0.007	2	0.06	57.74193548387097	0.29245283018867924
0.13	-0.007	2	0.07	58.06896551724138	0.13679245283018868
0.13	-0.007	2	0.08	53.86666666666667	0.07075471698113207
0.13	-0.007	2	0.09	58.07692307692308	0.06132075471698113
0.13	-0.007	2	0.1	54.1	0.04716981132075472
0.13	-0.007	2	0.11	50.57142857142857	0.0330188679245283
0.13	-0.007	2	0.12	24.666666666666668	0.02830188679245283
0.13	-0.007	2	0.13	67.33333333333333	0.014150943396226415
0.13	-0.007	2	0.14	17.5	0.009433962264150943
0.13	-0.007	2	0.15	18.0	0.009433962264150943
0.13	-0.007	3	0	38.7047619047619	0.9905660377358491
0.13	-0.007	3	0.01	39.05288461538461	0.9811320754716981
0.13	-0.007	3	0.02	41.34975369458128	0.9575471698113207
0.13	-0.007	3	0.03	45.561797752808985	0.839622641509434
0.13	-0.007	3	0.04	49.02158273381295	0.6556603773584906
0.13	-0.007	3	0.05	54.254901960784316	0.4811320754716981
0.13	-0.007	3	0.06	60.955882352941174	0.32075471698113206
0.13	-0.007	3	0.07	61.8	0.14150943396226415
0.13	-0.007	3	0.08	55.8235294117647	0.08018867924528301
0.13	-0.007	3	0.09	58.69230769230769	0.06132075471698113
0.13	-0.007	3	0.1	58.63636363636363	0.05188679245283019
0.13	-0.007	3	0.11	46.125	0.03773584905660377
0.13	-0.007	3	0.12	45.166666666666664	0.02830188679245283
0.13	-0.007	3	0.13	14.0	0.014150943396226415
0.13	-0.007	3	0.14	17.5	0.009433962264150943
0.13	-0.007	3	0.15	20.0	0.0047169811320754715
0.13	-0.007	4	0	38.7047619047619	0.9905660377358491
0.13	-0.007	4	0.01	39.32211538461539	0.9811320754716981
0.13	-0.007	4	0.02	41.31372549019608	0.9622641509433962
0.13	-0.007	4	0.03	46.86413043478261	0.8679245283018868
0.13	-0.007	4	0.04	48.919117647058826	0.6415094339622641
0.13	-0.007	4	0.05	54.875	0.49056603773584906
0.13	-0.007	4	0.06	59.47761194029851	0.3160377358490566
0.13	-0.007	4	0.07	59.3125	0.1509433962264151
0.13	-0.007	4	0.08	52.625	0.07547169811320754
0.13	-0.007	4	0.09	60.5	0.05660377358490566
0.13	-0.007	4	0.1	62.0	0.03773584905660377
0.13	-0.007	4	0.11	70.33333333333333	0.02830188679245283
0.13	-0.007	4	0.12	48.75	0.018867924528301886
0.13	-0.007	4	0.13	35.25	0.018867924528301886
0.13	-0.007	4	0.14	15.5	0.009433962264150943
0.13	-0.007	4	0.15	57.5	0.009433962264150943
0.13	-0.007	5	0	38.7047619047619	0.9905660377358491
0.13	-0.007	5	0.01	39.16346153846154	0.9811320754716981
0.13	-0.007	5	0.02	41.34975369458128	0.9575471698113207
0.13	-0.007	5	0.03	45.65555555555556	0.8490566037735849
0.13	-0.007	5	0.04	49.680851063829785	0.6650943396226415
0.13	-0.007	5	0.05	53.950980392156865	0.4811320754716981
0.13	-0.007	5	0.06	57.13793103448276	0.27358490566037735
0.13	-0.007	5	0.07	58.54545454545455	0.15566037735849056
0.13	-0.007	5	0.08	55.166666666666664	0.08490566037735849
0.13	-0.007	5	0.09	43.0	0.05660377358490566
0.13	-0.007	5	0.1	52.5	0.04716981132075472
0.13	-0.007	5	0.11	65.0	0.0330188679245283
0.13	-0.007	5	0.12	49.4	0.02358490566037736
0.13	-0.007	5	0.13	47.5	0.009433962264150943
0.13	-0.007	5	0.14	23.0	0.0047169811320754715
0.13	-0.007	5	0.15	49.5	0.009433962264150943
0.13	-0.007	6	0	38.7047619047619	0.9905660377358491
0.13	-0.007	6	0.01	39.41826923076923	0.9811320754716981
0.13	-0.007	6	0.02	41.522167487684726	0.9575471698113207
0.13	-0.007	6	0.03	46.24309392265194	0.8537735849056604
0.13	-0.007	6	0.04	51.10791366906475	0.6556603773584906
0.13	-0.007	6	0.05	54.881188118811885	0.47641509433962265
0.13	-0.007	6	0.06	62.15384615384615	0.30660377358490565
0.13	-0.007	6	0.07	64.0	0.1509433962264151
0.13	-0.007	6	0.08	59.1578947368421	0.08962264150943396
0.13	-0.007	6	0.09	62.45454545454545	0.05188679245283019
0.13	-0.007	6	0.1	59.44444444444444	0.04245283018867924
0.13	-0.007	6	0.11	59.285714285714285	0.0330188679245283
0.13	-0.007	6	0.12	36.166666666666664	0.02830188679245283
0.13	-0.007	6	0.13	45.0	0.014150943396226415
0.13	-0.007	6	0.14	15.0	0.014150943396226415
0.13	-0.007	6	0.15	32.666666666666664	0.014150943396226415
0.13	-0.007	7	0	38.7047619047619	0.9905660377358491
0.13	-0.007	7	0.01	39.12019230769231	0.9811320754716981
0.13	-0.007	7	0.02	41.181372549019606	0.9622641509433962
0.13	-0.007	7	0.03	45.226519337016576	0.8537735849056604
0.13	-0.007	7	0.04	50.541666666666664	0.6792452830188679
0.13	-0.007	7	0.05	55.352380952380955	0.49528301886792453
0.13	-0.007	7	0.06	58.27272727272727	0.3113207547169811
0.13	-0.007	7	0.07	60.76315789473684	0.1792452830188679
0.13	-0.007	7	0.08	54.11764705882353	0.08018867924528301
0.13	-0.007	7	0.09	51.0	0.05188679245283019
0.13	-0.007	7	0.1	66.66666666666667	0.04245283018867924
0.13	-0.007	7	0.11	60.857142857142854	0.0330188679245283
0.13	-0.007	7	0.12	61.0	0.014150943396226415
0.13	-0.007	7	0.13	18.333333333333332	0.014150943396226415
0.13	-0.007	7	0.14	24.0	0.0047169811320754715
0.13	-0.007	7	0.15	22.0	0.0047169811320754715
0.13	-0.007	8	0	38.7047619047619	0.9905660377358491
0.13	-0.007	8	0.01	39.29326923076923	0.9811320754716981
0.13	-0.007	8	0.02	41.09852216748769	0.9575471698113207
0.13	-0.007	8	0.03	45.402234636871505	0.8443396226415094
0.13	-0.007	8	0.04	49.55395683453237	0.6556603773584906
0.13	-0.007	8	0.05	55.90196078431372	0.4811320754716981
0.13	-0.007	8	0.06	58.546875	0.3018867924528302
0.13	-0.007	8	0.07	59.54838709677419	0.14622641509433962
0.13	-0.007	8	0.08	52.3125	0.07547169811320754
0.13	-0.007	8	0.09	56.666666666666664	0.05660377358490566
0.13	-0.007	8	0.1	58.4	0.04716981132075472
0.13	-0.007	8	0.11	45.42857142857143	0.0330188679245283
0.13	-0.007	8	0.12	32.0	0.018867924528301886
0.13	-0.007	8	0.13	62.666666666666664	0.014150943396226415
0.13	-0.007	8	0.14	14.0	0.0047169811320754715
0.13	-0.007	8	0.15	12.0	0.0047169811320754715
0.13	-0.007	9	0	38.7047619047619	0.9905660377358491
0.13	-0.007	9	0.01	39.29807692307692	0.9811320754716981
0.13	-0.007	9	0.02	41.42857142857143	0.9575471698113207
0.13	-0.007	9	0.03	45.48888888888889	0.8490566037735849
0.13	-0.007	9	0.04	49.10791366906475	0.6556603773584906
0.13	-0.007	9	0.05	55.35576923076923	0.49056603773584906
0.13	-0.007	9	0.06	58.90163934426229	0.28773584905660377
0.13	-0.007	9	0.07	59.54545454545455	0.15566037735849056
0.13	-0.007	9	0.08	57.22222222222222	0.08490566037735849
0.13	-0.007	9	0.09	57.30769230769231	0.06132075471698113
0.13	-0.007	9	0.1	57.3	0.04716981132075472
0.13	-0.007	9	0.11	48.5	0.03773584905660377
0.13	-0.007	9	0.12	56.0	0.02358490566037736
0.13	-0.007	9	0.13	55.0	0.009433962264150943
0.13	-0.007	9	0.14	22.0	0.0047169811320754715
0.13	-0.007	9	0.15	15.0	0.0047169811320754715
0.13	-0.007	10	0	38.7047619047619	0.9905660377358491
0.13	-0.007	10	0.01	39.12980769230769	0.9811320754716981
0.13	-0.007	10	0.02	41.433497536945815	0.9575471698113207
0.13	-0.007	10	0.03	44.82386363636363	0.8301886792452831
0.13	-0.007	10	0.04	49.47482014388489	0.6556603773584906
0.13	-0.007	10	0.05	55.48039215686274	0.4811320754716981
0.13	-0.007	10	0.06	57.36065573770492	0.28773584905660377
0.13	-0.007	10	0.07	56.74193548387097	0.14622641509433962
0.13	-0.007	10	0.08	52.266666666666666	0.07075471698113207
0.13	-0.007	10	0.09	62.916666666666664	0.05660377358490566
0.13	-0.007	10	0.1	54.333333333333336	0.04245283018867924
0.13	-0.007	10	0.11	48.57142857142857	0.0330188679245283
0.13	-0.007	10	0.12	33.75	0.018867924528301886
0.13	-0.007	10	0.13	16.0	0.009433962264150943
0.13	-0.007	10	0.14	33.333333333333336	0.014150943396226415
0.13	-0.007	10	0.15	13.0	0.0047169811320754715
0.13	-0.007	11	0	38.7047619047619	0.9905660377358491
0.13	-0.007	11	0.01	39.02403846153846	0.9811320754716981
0.13	-0.007	11	0.02	41.698019801980195	0.9528301886792453
0.13	-0.007	11	0.03	45.30386740331492	0.8537735849056604
0.13	-0.007	11	0.04	48.67883211678832	0.6462264150943396
0.13	-0.007	11	0.05	54.96078431372549	0.4811320754716981
0.13	-0.007	11	0.06	55.81666666666667	0.2830188679245283
0.13	-0.007	11	0.07	57.59375	0.1509433962264151
0.13	-0.007	11	0.08	54.88235294117647	0.08018867924528301
0.13	-0.007	11	0.09	53.45454545454545	0.05188679245283019
0.13	-0.007	11	0.1	64.875	0.03773584905660377
0.13	-0.007	11	0.11	73.42857142857143	0.0330188679245283
0.13	-0.007	11	0.12	44.0	0.02358490566037736
0.13	-0.007	11	0.13	15.0	0.009433962264150943
0.13	-0.007	11	0.14	20.0	0.0047169811320754715
0.13	-0.007	11	0.15	17.0	0.0047169811320754715
0.13	-0.007	12	0	38.7047619047619	0.9905660377358491
0.13	-0.007	12	0.01	39.63461538461539	0.9811320754716981
0.13	-0.007	12	0.02	40.59313725490196	0.9622641509433962
0.13	-0.007	12	0.03	45.94505494505494	0.8584905660377359
0.13	-0.007	12	0.04	49.1044776119403	0.6320754716981132
0.13	-0.007	12	0.05	54.29	0.4716981132075472
0.13	-0.007	12	0.06	57.3728813559322	0.2783018867924528
0.13	-0.007	12	0.07	59.31428571428572	0.1650943396226415
0.13	-0.007	12	0.08	53.833333333333336	0.08490566037735849
0.13	-0.007	12	0.09	56.583333333333336	0.05660377358490566
0.13	-0.007	12	0.1	56.55555555555556	0.04245283018867924
0.13	-0.007	12	0.11	63.0	0.03773584905660377
0.13	-0.007	12	0.12	59.666666666666664	0.014150943396226415
0.13	-0.007	12	0.13	36.333333333333336	0.014150943396226415
0.13	-0.007	12	0.14	12.0	0.0047169811320754715
0.13	-0.007	12	0.15	16.0	0.0047169811320754715
0.13	-0.007	13	0	38.7047619047619	0.9905660377358491
0.13	-0.007	13	0.01	38.99519230769231	0.9811320754716981
0.13	-0.007	13	0.02	41.59803921568628	0.9622641509433962
0.13	-0.007	13	0.03	45.51381215469613	0.8537735849056604
0.13	-0.007	13	0.04	50.064748201438846	0.6556603773584906
0.13	-0.007	13	0.05	55.367924528301884	0.5
0.13	-0.007	13	0.06	60.696969696969695	0.3113207547169811
0.13	-0.007	13	0.07	60.48275862068966	0.13679245283018868
0.13	-0.007	13	0.08	54.27777777777778	0.08490566037735849
0.13	-0.007	13	0.09	41.36363636363637	0.05188679245283019
0.13	-0.007	13	0.1	62.333333333333336	0.04245283018867924
0.13	-0.007	13	0.11	32.2	0.02358490566037736
0.13	-0.007	13	0.12	54.75	0.018867924528301886
0.13	-0.007	13	0.13	48.0	0.009433962264150943
0.13	-0.007	13	0.14	26.0	0.0047169811320754715
0.13	-0.007	13	0.15	19.0	0.0047169811320754715
0.13	-0.007	14	0	38.7047619047619	0.9905660377358491
0.13	-0.007	14	0.01	38.98076923076923	0.9811320754716981
0.13	-0.007	14	0.02	41.19211822660098	0.9575471698113207
0.13	-0.007	14	0.03	45.8268156424581	0.8443396226415094
0.13	-0.007	14	0.04	49.05223880597015	0.6320754716981132
0.13	-0.007	14	0.05	54.63461538461539	0.49056603773584906
0.13	-0.007	14	0.06	60.23076923076923	0.30660377358490565
0.13	-0.007	14	0.07	54.483870967741936	0.14622641509433962
0.13	-0.007	14	0.08	59.35294117647059	0.08018867924528301
0.13	-0.007	14	0.09	55.07692307692308	0.06132075471698113
0.13	-0.007	14	0.1	48.0	0.04245283018867924
0.13	-0.007	14	0.11	60.857142857142854	0.0330188679245283
0.13	-0.007	14	0.12	51.0	0.009433962264150943
0.13	-0.007	14	0.13	55.5	0.009433962264150943
0.13	-0.007	14	0.14	23.0	0.009433962264150943
0.13	-0.007	14	0.15	16.5	0.009433962264150943
0.13	-0.007	15	0	38.7047619047619	0.9905660377358491
0.13	-0.007	15	0.01	39.20673076923077	0.9811320754716981
0.13	-0.007	15	0.02	41.31683168316832	0.9528301886792453
0.13	-0.007	15	0.03	44.92613636363637	0.8301886792452831
0.13	-0.007	15	0.04	49.62043795620438	0.6462264150943396
0.13	-0.007	15	0.05	55.42857142857143	0.49528301886792453
0.13	-0.007	15	0.06	59.65079365079365	0.2971698113207547
0.13	-0.007	15	0.07	56.09375	0.1509433962264151
0.13	-0.007	15	0.08	46.375	0.07547169811320754
0.13	-0.007	15	0.09	62.285714285714285	0.0660377358490566
0.13	-0.007	15	0.1	53.6	0.04716981132075472
0.13	-0.007	15	0.11	48.0	0.02830188679245283
0.13	-0.007	15	0.12	65.33333333333333	0.014150943396226415
0.13	-0.007	15	0.13	33.25	0.018867924528301886
0.13	-0.007	15	0.14	16.0	0.0047169811320754715
0.13	-0.007	15	0.15	13.5	0.009433962264150943
0.13	-0.008	0	0	38.95238095238095	0.9905660377358491
0.13	-0.008	0	0.01	39.37980769230769	0.9811320754716981
0.13	-0.008	0	0.02	41.42786069651741	0.9481132075471698
0.13	-0.008	0	0.03	46.340782122905026	0.8443396226415094
0.13	-0.008	0	0.04	49.07462686567164	0.6320754716981132
0.13	-0.008	0	0.05	56.427083333333336	0.4528301886792453
0.13	-0.008	0	0.06	59.16949152542373	0.2783018867924528
0.13	-0.008	0	0.07	58.8125	0.1509433962264151
0.13	-0.008	0	0.08	60.666666666666664	0.07075471698113207
0.13	-0.008	0	0.09	59.07692307692308	0.06132075471698113
0.13	-0.008	0	0.1	65.125	0.03773584905660377
0.13	-0.008	0	0.11	42.42857142857143	0.0330188679245283
0.13	-0.008	0	0.12	34.25	0.018867924528301886
0.13	-0.008	0	0.13	14.5	0.009433962264150943
0.13	-0.008	0	0.14	55.0	0.009433962264150943
0.13	-0.008	0	0.15	16.0	0.009433962264150943
0.13	-0.008	1	0	38.95238095238095	0.9905660377358491
0.13	-0.008	1	0.01	39.49519230769231	0.9811320754716981
0.13	-0.008	1	0.02	40.960396039603964	0.9528301886792453
0.13	-0.008	1	0.03	45.48022598870057	0.8349056603773585
0.13	-0.008	1	0.04	49.90510948905109	0.6462264150943396
0.13	-0.008	1	0.05	56.43157894736842	0.4481132075471698
0.13	-0.008	1	0.06	62.8	0.2830188679245283
0.13	-0.008	1	0.07	60.83870967741935	0.14622641509433962
0.13	-0.008	1	0.08	60.588235294117645	0.08018867924528301
0.13	-0.008	1	0.09	55.72727272727273	0.05188679245283019
0.13	-0.008	1	0.1	58.5	0.03773584905660377
0.13	-0.008	1	0.11	49.8	0.02358490566037736
0.13	-0.008	1	0.12	66.75	0.018867924528301886
0.13	-0.008	1	0.13	56.0	0.009433962264150943
0.13	-0.008	1	0.14	46.5	0.009433962264150943
0.13	-0.008	1	0.15	13.0	0.009433962264150943
0.13	-0.008	2	0	38.95238095238095	0.9905660377358491
0.13	-0.008	2	0.01	39.56730769230769	0.9811320754716981
0.13	-0.008	2	0.02	41.08955223880597	0.9481132075471698
0.13	-0.008	2	0.03	46.168539325842694	0.839622641509434
0.13	-0.008	2	0.04	50.67142857142857	0.660377358490566
0.13	-0.008	2	0.05	56.479166666666664	0.4528301886792453
0.13	-0.008	2	0.06	59.20338983050848	0.2783018867924528
0.13	-0.008	2	0.07	60.80769230769231	0.12264150943396226
0.13	-0.008	2	0.08	55.0	0.07547169811320754
0.13	-0.008	2	0.09	59.666666666666664	0.05660377358490566
0.13	-0.008	2	0.1	41.857142857142854	0.0330188679245283
0.13	-0.008	2	0.11	49.4	0.02358490566037736
0.13	-0.008	2	0.12	32.666666666666664	0.014150943396226415
0.13	-0.008	2	0.13	41.666666666666664	0.014150943396226415
0.13	-0.008	2	0.14	25.0	0.0047169811320754715
0.13	-0.008	2	0.15	19.0	0.0047169811320754715
0.13	-0.008	3	0	38.95238095238095	0.9905660377358491
0.13	-0.008	3	0.01	39.51442307692308	0.9811320754716981
0.13	-0.008	3	0.02	41.065	0.9433962264150944
0.13	-0.008	3	0.03	46.08426966292135	0.839622641509434
0.13	-0.008	3	0.04	51.338235294117645	0.6415094339622641
0.13	-0.008	3	0.05	53.93617021276596	0.44339622641509435
