NPhone_Decay	WtoW_Weight	Participant_Index	Noise_LOC	Reaction_Time	Accuracy
0.15	-0.001	11	0.03	42.691489361702125	0.8867924528301887
0.15	-0.001	11	0.04	47.36931818181818	0.8301886792452831
0.15	-0.001	11	0.05	50.406666666666666	0.7075471698113207
0.15	-0.001	11	0.06	53.59349593495935	0.5801886792452831
0.15	-0.001	11	0.07	57.88172043010753	0.4386792452830189
0.15	-0.001	11	0.08	59.33870967741935	0.29245283018867924
0.15	-0.001	11	0.09	57.648648648648646	0.17452830188679244
0.15	-0.001	11	0.1	54.708333333333336	0.11320754716981132
0.15	-0.001	11	0.11	51.94117647058823	0.08018867924528301
0.15	-0.001	11	0.12	46.25	0.05660377358490566
0.15	-0.001	11	0.13	50.416666666666664	0.05660377358490566
0.15	-0.001	11	0.14	45.2	0.04716981132075472
0.15	-0.001	11	0.15	51.666666666666664	0.04245283018867924
0.15	-0.001	12	0	37.11904761904762	0.9905660377358491
0.15	-0.001	12	0.01	38.004784688995215	0.9858490566037735
0.15	-0.001	12	0.02	39.94660194174757	0.9716981132075472
