Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
3	0.25111762	0.00070000003	0.00070000003	0.2482476	0.0	0.0	0.0	0.0
4	0.30980396	0.0013503555	0.0017082304	0.30616027	0.0	0.0	0.0	0.0
5	0.36082298	0.0022174893	0.002872404	0.35543054	0.0	0.0	0.0	0.0
6	0.4037303	0.0030782954	0.004096438	0.3974118	0.0	0.0	0.0	0.0
7	0.44055802	0.0040071625	0.00533455	0.43325007	0.0	0.0	0.0	0.0
8	0.47184002	0.0049569015	0.006570191	0.4639168	0.0	0.0	0.0	0.0
9	0.49860513	0.005940788	0.0077937813	0.49024206	0.0	0.0	0.0	0.0
10	0.5215025	0.006944422	0.008998971	0.51292884	0.1	0.1	0.1	0.1
11	0.5411867	0.007965161	0.0101830615	0.53257674	0.18	0.18	0.18	0.18
12	0.5581864	0.00899606	0.011346042	0.5496983	0.2516916	0.24882159	0.2516916	0.24882159
13	0.5749093	0.010892469	0.01318169	0.5662482	0.31289285	0.30812806	0.31289285	0.30812806
14	0.58994573	0.013405242	0.015722217	0.5818536	0.29754838	0.29060423	0.29754838	0.29060423
15	0.60383505	0.016634664	0.018852089	0.5962918	0.28904617	0.27963176	0.28904617	0.27963176
16	0.6164254	0.020429477	0.022402989	0.60949016	0.28497627	0.2729099	0.28497627	0.2729099
17	0.62788105	0.024730075	0.026240544	0.6214938	0.28513232	0.27007273	0.28513232	0.27007273
18	0.63834226	0.029462785	0.030257449	0.6324151	0.28894746	0.27057275	0.28894746	0.27057275
19	0.64791954	0.034563757	0.034349635	0.64237595	0.295908	0.27389592	0.295908	0.27389592
20	0.65672004	0.03998435	0.03842553	0.65147734	0.3055339	0.2795483	0.3055339	0.2795483
21	0.66488576	0.045707405	0.04241859	0.6598099	0.3173567	0.2870705	0.3173567	0.2870705
22	0.67251617	0.05170896	0.04628433	0.6674535	0.33093762	0.2960482	0.33093762	0.2960482
23	0.6808438	0.058656193	0.050989397	0.6756416	0.348029	0.30809087	0.348029	0.30809087
24	0.6895018	0.06631301	0.056257762	0.68384504	0.36761886	0.322595	0.36761886	0.322595
25	0.69809365	0.07441427	0.061816655	0.6917245	0.3886645	0.33879504	0.3886645	0.33879504
26	0.70632386	0.08275426	0.06745506	0.6990716	0.4103213	0.3559295	0.4103213	0.3559295
27	0.71401167	0.0911898	0.072996125	0.7057886	0.431355	0.37284988	0.431355	0.37284988
28	0.72107184	0.09962433	0.078308165	0.7118406	0.45142946	0.3892091	0.45142946	0.3892091
29	0.72749126	0.10798916	0.08332697	0.71724045	0.47033742	0.4047735	0.47033742	0.4047735
30	0.7332955	0.11627249	0.088082775	0.72202957	0.48796737	0.41937175	0.48796737	0.41937175
31	0.73851836	0.12447749	0.0926219	0.7262556	0.5042782	0.43291914	0.5042782	0.43291914
32	0.7432047	0.13262822	0.09697523	0.72997165	0.5192834	0.4454267	0.5192834	0.4454267
33	0.7475438	0.14077331	0.10121349	0.73348594	0.53331155	0.45693007	0.53315294	0.45749715
34	0.75157857	0.1489202	0.10534411	0.7368125	0.5464847	0.46740928	0.5458019	0.46923333
35	0.7552923	0.15704668	0.10940265	0.7398939	0.5588016	0.47685248	0.55721444	0.48061204
36	0.7586367	0.16514249	0.11338302	0.74269116	0.5701989	0.48525777	0.56743175	0.49154583
37	0.7615949	0.1732058	0.11731282	0.74519944	0.58068144	0.49265987	0.57656634	0.50193965
38	0.76419085	0.18124728	0.12121347	0.7474394	0.5902951	0.49912536	0.5847354	0.51172376
39	0.7664826	0.18928307	0.12513182	0.7494316	0.59909	0.50473386	0.59204876	0.520884
40	0.7685079	0.19732499	0.12909552	0.7511929	0.6071305	0.5095891	0.59860384	0.52941006
41	0.77029645	0.20538288	0.13314787	0.75274026	0.614497	0.51379734	0.6045054	0.537301
42	0.77188355	0.21346483	0.13732132	0.7540898	0.62125427	0.5174451	0.60986906	0.54462576
43	0.7732942	0.22157681	0.14163941	0.7552633	0.6274779	0.52063924	0.61476564	0.5514406
44	0.7745471	0.22972244	0.1461377	0.7562796	0.633227	0.5234634	0.61924446	0.55778456
45	0.77565837	0.23790133	0.15084374	0.75715667	0.63856053	0.5260379	0.62334347	0.5636877
46	0.77663964	0.24611004	0.15577856	0.75791395	0.6435163	0.52844965	0.62709403	0.5691754
47	0.77750623	0.25434318	0.16095974	0.7585696	0.64811987	0.5307559	0.63052624	0.5742713
48	0.77827215	0.26259378	0.16640261	0.759136	0.6523919	0.53299445	0.6336859	0.5789978
49	0.7789545	0.27085403	0.17212099	0.7596222	0.65635073	0.5351901	0.63661885	0.5833744
50	0.7795643	0.2791127	0.17812681	0.760043	0.6600131	0.53735816	0.6393529	0.58741754
51	0.7801069	0.28735736	0.18442754	0.7604079	0.6633943	0.53950703	0.6419066	0.5911437
52	0.7805854	0.29557818	0.1910286	0.76072276	0.6665064	0.54163927	0.64429283	0.5945695
53	0.7810025	0.30376515	0.19793403	0.7609935	0.6693611	0.5437548	0.6465212	0.5977116
54	0.7813605	0.31190842	0.20514643	0.7612246	0.6719713	0.54585195	0.648619	0.60060906
55	0.7816617	0.3199987	0.21266693	0.76141924	0.6743611	0.5479278	0.6506096	0.6033022
56	0.7819108	0.32802716	0.22049446	0.761579	0.67654544	0.54997635	0.65251	0.6058181
57	0.78212565	0.33598492	0.22863968	0.76170504	0.67853564	0.5519912	0.6543344	0.6081758
58	0.78231275	0.3438589	0.23710787	0.7617984	0.68034124	0.55396664	0.65608793	0.610389
59	0.78247386	0.35163558	0.24589966	0.7618598	0.68198556	0.55591804	0.6577717	0.6124687
60	0.7826096	0.35930234	0.25501183	0.76188993	0.6835002	0.55786896	0.6593853	0.6144246
61	0.78272706	0.36684817	0.26443768	0.76188964	0.684932	0.55982804	0.6609281	0.6162653
62	0.78283024	0.37426233	0.27416667	0.76185966	0.68630373	0.5617905	0.66239905	0.61799896
63	0.7829201	0.38153473	0.28418458	0.76180047	0.68762517	0.56374675	0.66379803	0.6196332
64	0.7829968	0.38865685	0.29447365	0.7617127	0.6888999	0.56568563	0.66512483	0.62117505
65	0.7830598	0.3956218	0.30501315	0.76160467	0.6901286	0.56759673	0.66638	0.62263125
66	0.7831087	0.4024244	0.31577885	0.7614826	0.69131064	0.5694705	0.66756433	0.6240081
67	0.78314316	0.40906096	0.32674396	0.76134884	0.692445	0.5712991	0.6686882	0.6253117
68	0.78316295	0.4155293	0.3378798	0.76120424	0.6935309	0.5730758	0.66976386	0.6265459
69	0.78316796	0.42182857	0.34915608	0.7610487	0.6945681	0.5747953	0.6707972	0.62771285
70	0.78315806	0.42795885	0.36054102	0.76088154	0.69555664	0.57645375	0.67179143	0.62881404
71	0.78313255	0.4339207	0.37199974	0.76070213	0.696497	0.5780482	0.67274797	0.6298512
72	0.78309107	0.43971542	0.38349032	0.76051325	0.6973902	0.5795766	0.673668	0.63082635
73	0.7830382	0.44534504	0.39496505	0.7603181	0.698237	0.5810373	0.6745525	0.6317415
74	0.782986	0.45081067	0.4063723	0.76011723	0.6990383	0.58242893	0.6754024	0.632599
75	0.7829441	0.4561104	0.41766065	0.7599098	0.6997953	0.58375067	0.67621887	0.63340133
76	0.78291523	0.46124092	0.42878178	0.7596946	0.7005092	0.58500224	0.6770029	0.63415104
77	0.7828994	0.46619922	0.43969572	0.7594702	0.7011814	0.586185	0.6777557	0.6348505
78	0.78289497	0.47098318	0.45037925	0.7592355	0.7018137	0.5873002	0.6784787	0.63550216
79	0.7829006	0.47559193	0.4608061	0.7589971	0.7024077	0.58835113	0.6791731	0.63610834
80	0.7829145	0.48002583	0.4709484	0.75875854	0.70296496	0.589349	0.6798403	0.6366713
81	0.7829354	0.48428637	0.48077893	0.7585213	0.70348656	0.5903016	0.68048173	0.63719326
82	0.7829619	0.48837602	0.49027234	0.7582859	0.7039736	0.5912143	0.68109876	0.63767606
83	0.78299314	0.4922981	0.49940667	0.75805223	0.7044271	0.5920909	0.68169266	0.6381216
84	0.783028	0.4960563	0.5081635	0.75781965	0.7048484	0.59293413	0.68226975	0.6385317
85	0.78306574	0.49965468	0.5165288	0.75758743	0.70523864	0.59374607	0.6828379	0.6389074
86	0.7831056	0.5030978	0.5245055	0.757355	0.7055993	0.59452826	0.6834012	0.63924927
87	0.783147	0.506392	0.5320943	0.75712156	0.70593184	0.59528404	0.68396187	0.6395577
88	0.7831895	0.5095439	0.5392952	0.7568866	0.7062375	0.5960158	0.6845208	0.63983315
89	0.7832327	0.5125596	0.5461126	0.7566501	0.7065177	0.5967253	0.6850782	0.64007616
90	0.78327614	0.5154451	0.552566	0.7564117	0.7067737	0.59741366	0.68563414	0.6402872
91	0.7833197	0.5182061	0.5586754	0.756171	0.7070069	0.5980819	0.68618846	0.6404671
92	0.7833632	0.5208482	0.56446743	0.7559291	0.7072185	0.5987307	0.6867408	0.64061654
93	0.7834065	0.5233768	0.5699593	0.75568986	0.70741	0.5993606	0.6872909	0.64073634
94	0.7834494	0.5257971	0.5751629	0.7554548	0.70758235	0.5999721	0.6878385	0.6408272
95	0.7834918	0.528114	0.5800873	0.7552248	0.70773697	0.60056573	0.68838346	0.6408899
96	0.78353333	0.5303322	0.5847424	0.7550002	0.7078748	0.6011418	0.68892556	0.64092517
97	0.78357375	0.5324563	0.5891488	0.75478077	0.707997	0.6017008	0.6894647	0.6409337
98	0.7836129	0.53449064	0.59332085	0.75456655	0.7081047	0.60224307	0.69000083	0.6409161
99	0.7836505	0.53643894	0.5972694	0.7543572	0.7081988	0.60276914	0.6905339	0.6408732
