Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
3	0.2455252	0.00015	0.00015	0.24491021	0.0	0.0	0.0	0.0
4	0.29834366	0.00028944685	0.00036617654	0.29755583	0.0	0.0	0.0	0.0
5	0.34124836	0.00044080312	0.0005903323	0.34023094	0.0	0.0	0.0	0.0
6	0.37597546	0.00058581145	0.00079945975	0.37482053	0.0	0.0	0.0	0.0
7	0.40409437	0.0007248615	0.0009888879	0.40286142	0.0	0.0	0.0	0.0
8	0.4268581	0.0008572296	0.0011567046	0.42559245	0.0	0.0	0.0	0.0
9	0.44528523	0.0009821854	0.0013014672	0.44402057	0.0	0.0	0.0	0.0
10	0.4602036	0.0010992079	0.0014222866	0.4589645	0.1	0.1	0.1	0.1
11	0.47228786	0.0012079898	0.0015187445	0.47108757	0.18	0.18	0.18	0.18
12	0.4820831	0.0013082861	0.0015934181	0.48092943	0.2456482	0.2450332	0.2456482	0.2450332
13	0.49039477	0.0014785512	0.0016953032	0.4892254	0.2990113	0.2979801	0.2990113	0.2979801
14	0.49753153	0.0017524972	0.0018950055	0.4963214	0.27238348	0.27090424	0.27238348	0.27090424
15	0.5036425	0.0021073003	0.0021949275	0.5023745	0.2494111	0.24743868	0.2494111	0.24743868
16	0.5088886	0.0025066964	0.0025640435	0.5075359	0.22932692	0.22684507	0.22932692	0.22684507
17	0.51341265	0.0029170979	0.0029652535	0.5119368	0.21177942	0.20877944	0.21177942	0.20877944
18	0.51732844	0.0033182045	0.0033673097	0.51569355	0.19646424	0.19294299	0.19646424	0.19294299
19	0.5207243	0.003691439	0.0037530381	0.51891816	0.18311073	0.17906125	0.18311073	0.17906125
20	0.5236737	0.0040217084	0.0041065384	0.5216972	0.17147398	0.16688754	0.17147398	0.16688754
21	0.5262381	0.004298049	0.004418809	0.5240996	0.16134131	0.15620872	0.16134131	0.15620872
22	0.52847016	0.0045164004	0.0046888078	0.52618366	0.15252829	0.14684121	0.15252829	0.14684121
23	0.53070384	0.0047828937	0.004959875	0.5282322	0.14536268	0.13908905	0.14536268	0.13908905
24	0.5330162	0.0051916926	0.00529605	0.5304085	0.13974401	0.13285513	0.13974401	0.13285513
25	0.5353409	0.005704661	0.0056850663	0.5326764	0.13544689	0.12795986	0.13544689	0.12795986
26	0.5376226	0.006281242	0.0060971575	0.53495985	0.13223623	0.12420677	0.13223623	0.12420677
27	0.5398081	0.0068726297	0.006513576	0.5371969	0.12972501	0.12126139	0.12972501	0.12126139
28	0.54186153	0.0074410113	0.006919662	0.5393399	0.12771273	0.11895971	0.12771273	0.11895971
29	0.5437622	0.007960792	0.007300838	0.54135317	0.12607016	0.11717312	0.12607016	0.11717312
30	0.545502	0.008417013	0.007644622	0.5432144	0.1246968	0.115792595	0.1246968	0.115792595
31	0.5470792	0.00879873	0.0079412665	0.54491603	0.12352634	0.11472774	0.12352634	0.11472774
32	0.54849726	0.009102075	0.008183163	0.54645944	0.12251848	0.113918684	0.12251848	0.113918684
33	0.54981875	0.009324382	0.008365675	0.5479509	0.121752396	0.11332083	0.121639356	0.11352729
34	0.5510629	0.009466123	0.008486803	0.5494231	0.12123658	0.11286599	0.120858766	0.11360114
35	0.55221814	0.009537915	0.00855705	0.55087346	0.120944634	0.11247591	0.12014102	0.11411615
36	0.55326295	0.009549223	0.008592265	0.5522879	0.1208373	0.11209762	0.119448595	0.1150313
37	0.5541872	0.0095084915	0.008602934	0.5536445	0.120882794	0.11168743	0.11874969	0.116283275
38	0.5549873	0.009423269	0.008596955	0.5549232	0.12104999	0.1112158	0.11802773	0.1178029
39	0.5556642	0.009300309	0.00857737	0.55610955	0.121307775	0.11066685	0.117273346	0.11952383
40	0.5562265	0.009145634	0.008544413	0.55719525	0.121627375	0.11003213	0.11648066	0.12138943
41	0.55668813	0.008964605	0.008496821	0.55817974	0.12198386	0.10930978	0.115647495	0.12335192
42	0.55706227	0.008761968	0.008432695	0.5590655	0.12235649	0.10850313	0.1147747	0.12537022
43	0.55736196	0.008541916	0.008352353	0.55985653	0.12272856	0.1076193	0.11386536	0.12740943
44	0.55759776	0.008308134	0.008256116	0.5605584	0.12308696	0.106667966	0.11292403	0.1294404
45	0.55777824	0.008063862	0.008144279	0.5611772	0.12342159	0.10566016	0.111956164	0.13143934
46	0.55791104	0.007811931	0.008017194	0.5617194	0.1237249	0.104607575	0.110967875	0.13338742
47	0.55800277	0.0075548114	0.007875316	0.5621919	0.123991065	0.10352144	0.109965645	0.13527006
48	0.5580594	0.007294648	0.0077192136	0.5626026	0.124222	0.10241201	0.10895603	0.13707645
49	0.5580862	0.0070332927	0.007549505	0.56295943	0.12442175	0.101288	0.10794552	0.13879898
50	0.5580878	0.006772336	0.0073668454	0.56326926	0.12459353	0.10015659	0.10694037	0.14043267
51	0.55806816	0.0065131346	0.0071719754	0.56353766	0.12474003	0.09902385	0.10594651	0.14197755
52	0.5580306	0.006256837	0.006967728	0.56376964	0.12486353	0.09789491	0.10496925	0.14343792
53	0.5579783	0.0060044075	0.0067565683	0.5639696	0.12496609	0.09677416	0.10401294	0.14481792
54	0.5579137	0.0057566506	0.0065406365	0.5641415	0.12504958	0.09566652	0.1030809	0.14612189
55	0.55783933	0.0055142255	0.0063217822	0.5642888	0.12511571	0.094576016	0.10217554	0.1473539
56	0.55775714	0.0052776663	0.0061015976	0.5644145	0.12516606	0.09350592	0.10129862	0.14851762
57	0.5576689	0.0050473963	0.0058814483	0.5645213	0.12520209	0.09245882	0.100451365	0.14961642
58	0.5575763	0.0048237424	0.005662498	0.5646118	0.12522523	0.09143677	0.09963455	0.15065339
59	0.5574806	0.004606947	0.005445734	0.564688	0.12523676	0.090441346	0.098848656	0.1516315
60	0.55738294	0.0043971776	0.005231985	0.564752	0.12523791	0.0894737	0.0980939	0.15255357
61	0.55728436	0.0041945414	0.0050219423	0.5648054	0.12522982	0.08853465	0.0973703	0.15342231
62	0.55718577	0.003999089	0.0048161754	0.56484973	0.12521358	0.087624714	0.09667767	0.15424033
63	0.5570877	0.0038108234	0.004615148	0.5648862	0.12519018	0.08674414	0.09601571	0.15501013
64	0.5569909	0.0036297091	0.004419229	0.56491613	0.12516056	0.085892975	0.09538401	0.1557342
65	0.5568958	0.0034556757	0.004228708	0.56494045	0.12512557	0.08507107	0.09478206	0.15641488
66	0.55680275	0.003288624	0.0040438008	0.56496	0.12508601	0.08427813	0.09420927	0.15705445
67	0.55671215	0.0031284324	0.0038646627	0.5649756	0.12504259	0.083513714	0.09366499	0.1576551
68	0.5566241	0.0029749584	0.003691396	0.56498796	0.12499596	0.082777284	0.093148515	0.15821894
69	0.5565388	0.0028280444	0.003524056	0.56499755	0.12494673	0.08206821	0.09265909	0.15874797
70	0.55645657	0.0026875199	0.0033626584	0.56500494	0.12489543	0.081385806	0.09219594	0.15924412
71	0.5563773	0.0025532045	0.0032071853	0.56501055	0.12484256	0.08072932	0.09175825	0.15970926
72	0.55630106	0.0024249107	0.0030575895	0.56501466	0.12478854	0.08009796	0.0913452	0.1601451
73	0.55622786	0.0023024457	0.0029138	0.5650176	0.12473375	0.0794909	0.09095594	0.16055337
74	0.5561577	0.0021856131	0.0027757254	0.5650197	0.12467857	0.07890731	0.09058965	0.16093561
75	0.5560906	0.002074215	0.0026432571	0.56502116	0.124623254	0.07834634	0.09024545	0.16129334
76	0.5560265	0.0019680534	0.002516273	0.5650221	0.1245681	0.077807136	0.08992251	0.16162801
77	0.5559653	0.0018669303	0.0023946394	0.56502277	0.12451332	0.07728884	0.08961997	0.16194096
78	0.55590695	0.0017706498	0.0022782143	0.56502324	0.124459125	0.07679062	0.08933702	0.16223346
79	0.55585134	0.0016790185	0.0021668486	0.5650236	0.12440569	0.07631165	0.08907283	0.16250673
80	0.55579835	0.0015918465	0.0020603887	0.56502396	0.12435314	0.075851105	0.08882659	0.16276191
81	0.55574787	0.0015089472	0.001958677	0.5650244	0.12430161	0.0754082	0.088597514	0.16300008
82	0.55569994	0.0014301387	0.0018615543	0.565025	0.12425121	0.07498217	0.08838482	0.16322225
83	0.5556543	0.0013552436	0.0017688605	0.5650257	0.12420199	0.07457225	0.08818777	0.16342938
84	0.5556109	0.0012840894	0.0016804353	0.56502664	0.12415404	0.07417774	0.08800562	0.16362238
85	0.5555696	0.0012165087	0.0015961193	0.56502783	0.12410738	0.07379792	0.087837644	0.16380207
86	0.55553037	0.0011523396	0.0015157551	0.56502926	0.12406208	0.07343212	0.08768317	0.16396926
87	0.55549306	0.0010914254	0.0014391872	0.56503093	0.12401815	0.07307969	0.08754152	0.1641247
88	0.5554576	0.0010336147	0.0013662629	0.5650329	0.123975575	0.07274	0.08741206	0.16426909
89	0.55542386	0.0009787623	0.0012968327	0.5650351	0.12393438	0.072412476	0.08729416	0.1644031
90	0.5553918	0.00092672755	0.0012307505	0.5650376	0.12389456	0.07209653	0.08718722	0.16452733
91	0.5553613	0.00087737595	0.0011678739	0.56504035	0.12385609	0.07179162	0.08709068	0.1646424
92	0.5553322	0.00083057786	0.0011080644	0.56504333	0.123818964	0.071497224	0.087003954	0.16474882
93	0.55530447	0.00078620925	0.0010511879	0.56504655	0.12378316	0.07121285	0.08692654	0.16484715
94	0.55527806	0.0007441511	0.0009971141	0.56505007	0.12374862	0.07093803	0.08685792	0.16493785
95	0.55525285	0.0007042896	0.0009457173	0.56505376	0.12371535	0.0706723	0.08679761	0.16502139
96	0.5552287	0.00066651555	0.0008968758	0.5650577	0.12368329	0.07041525	0.08674514	0.16509816
