Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
3	0.2485756	0.0	0.0	0.2467306	0.0	0.0	0.0	0.0
4	0.3046077	0.0	0.0	0.30225572	0.0	0.0	0.0	0.0
5	0.35132134	0.0	0.0	0.34831196	0.0	0.0	0.0	0.0
6	0.38983494	0.0	0.0	0.3864402	0.0	0.0	0.0	0.0
7	0.42156103	0.0	0.0	0.41796413	0.0	0.0	0.0	0.0
8	0.4476331	0.0	0.0	0.44397038	0.0	0.0	0.0	0.0
9	0.46901137	0.0	0.0	0.46537903	0.0	0.0	0.0	0.0
10	0.48651898	0.0	0.0	0.48296875	0.1	0.1	0.1	0.1
11	0.50083995	0.0	0.0	0.49740005	0.18	0.18	0.18	0.18
12	0.5125458	0.0	0.0	0.5092246	0.2468454	0.2433604	0.2468454	0.2433604
13	0.5228939	0.0	0.0	0.51958865	0.30090153	0.29505563	0.30090153	0.29505563
14	0.53231573	0.0	0.0	0.5289098	0.2750616	0.26660758	0.2750616	0.26660758
15	0.54077756	0.0	0.0	0.5371642	0.25301698	0.24164401	0.25301698	0.24164401
16	0.5483409	0.0	0.0	0.5444049	0.23377992	0.21938668	0.23377992	0.21938668
17	0.5550942	0.0	0.0	0.5507295	0.21693407	0.19944853	0.21693407	0.19944853
18	0.56114435	0.0	0.0	0.5562544	0.20213129	0.181501	0.20213129	0.181501
19	0.5665705	0.0	0.0	0.5610899	0.18909599	0.16525687	0.18909599	0.16525687
20	0.5714372	0.0	0.0	0.5653427	0.17762569	0.15046895	0.17762569	0.15046895
21	0.57579017	0.0	0.0	0.5690997	0.16754508	0.13694711	0.16754508	0.13694711
22	0.5796717	0.0	0.0	0.5724283	0.15869349	0.12452423	0.15869349	0.12452423
23	0.58379227	0.0	0.0	0.57597363	0.15133844	0.11334514	0.15133844	0.11334514
24	0.58822805	0.0	0.0	0.5800118	0.14540455	0.10327963	0.14540455	0.10327963
25	0.59279364	0.0	0.0	0.5844092	0.140655	0.094126426	0.140655	0.094126426
26	0.5973315	0.0	0.0	0.58896846	0.13681291	0.085756674	0.13681291	0.085756674
27	0.60171115	0.0	0.0	0.59351635	0.1334687	0.077980824	0.1334687	0.077980824
28	0.6058418	0.0	0.0	0.59795064	0.13036452	0.07076973	0.13036452	0.07076973
29	0.6096733	0.0	0.0	0.6021897	0.1273869	0.064066134	0.1273869	0.064066134
30	0.6131871	0.0	0.0	0.6061788	0.124479674	0.057828106	0.124479674	0.057828106
31	0.61638135	0.0	0.0	0.609886	0.12160435	0.0520436	0.12160435	0.0520436
32	0.61927086	0.0	0.0	0.61331093	0.1187271	0.04682823	0.1187271	0.04682823
33	0.6219585	0.0	0.0	0.6166064	0.11589324	0.042113293	0.1155085	0.04216364
34	0.6244894	0.0	0.0	0.6198193	0.11305483	0.03784025	0.111716285	0.03843122
35	0.6268656	0.0	0.0	0.62294686	0.11012345	0.033961087	0.10719597	0.03569571
36	0.62906694	0.0	0.0	0.62597555	0.107031435	0.03043704	0.10187118	0.03398187
37	0.6310781	0.0	0.0	0.6288835	0.103723764	0.027235007	0.09571892	0.033268917
38	0.6328837	0.0	0.0	0.6316509	0.10022584	0.024327276	0.08874994	0.033513743
39	0.63447976	0.0	0.0	0.63425994	0.09658399	0.021690376	0.081005014	0.034658283
40	0.6358673	0.0	0.0	0.636695	0.092849776	0.019303482	0.07287166	0.036639556
41	0.6370516	0.0	0.0	0.6389491	0.089072496	0.017147483	0.06543474	0.039403487
42	0.63805	0.0	0.0	0.6410217	0.08529577	0.015204495	0.058649644	0.042889427
43	0.6388802	0.0	0.0	0.6429181	0.08155599	0.013457597	0.052473374	0.04703474
44	0.63956445	0.0	0.0	0.6446531	0.077877596	0.011890805	0.04686425	0.0517773
45	0.6401198	0.0	0.0	0.64623916	0.074275926	0.01048885	0.0417819	0.0570563
46	0.6405605	0.0	0.0	0.64768744	0.07075163	0.0092371525	0.037187316	0.062812895
47	0.6408992	0.0	0.0	0.6490084	0.067298055	0.00812197	0.033042982	0.06899055
48	0.6411469	0.0	0.0	0.650211	0.06390597	0.0071304576	0.02931297	0.07553541
49	0.6413136	0.0	0.0	0.6513041	0.060566362	0.0062506795	0.025963042	0.08239642
50	0.64140826	0.0	0.0	0.6522963	0.057270326	0.0054715816	0.02296074	0.08952546
51	0.64143896	0.0	0.0	0.6531956	0.05402978	0.0047828574	0.020275446	0.09687741
52	0.6414131	0.0	0.0	0.65401006	0.050858617	0.004175026	0.01787842	0.10441016
53	0.6413372	0.0	0.0	0.654747	0.0477681	0.003639463	0.0157428	0.1120846
54	0.64121735	0.0	0.0	0.65541327	0.04476855	0.0031683447	0.013843594	0.119864576
55	0.64105904	0.0	0.0	0.65601516	0.04186905	0.0027545858	0.012157653	0.12771682
56	0.6408671	0.0	0.0	0.65656066	0.039077323	0.0023917817	0.010663551	0.13560632
57	0.64064604	0.0	0.0	0.6570578	0.036399674	0.0020741562	0.009341514	0.14349231
58	0.6403998	0.0	0.0	0.6575127	0.033841047	0.0017965109	0.008173422	0.15134786
59	0.64013207	0.0	0.0	0.65793	0.031405114	0.0015541784	0.007142795	0.15915418
60	0.639846	0.0	0.0	0.6583137	0.029094325	0.0013429779	0.006234716	0.1668918
61	0.6395446	0.0	0.0	0.65866685	0.026910067	0.0011591729	0.005435711	0.1745411
62	0.6392305	0.0	0.0	0.6589921	0.024852766	0.0009994322	0.0047336356	0.18208432
63	0.638906	0.0	0.0	0.65929186	0.022921959	0.00086079264	0.0041175657	0.1895057
64	0.6385732	0.0	0.0	0.6595682	0.021116463	0.0007406244	0.0035776885	0.19679138
65	0.6382342	0.0	0.0	0.65982294	0.01943444	0.0006365986	0.0031052039	0.20392954
66	0.6378904	0.0	0.0	0.6600578	0.017873507	0.0005466574	0.0026922352	0.21091017
67	0.63754344	0.0	0.0	0.6602744	0.016430806	0.0004689861	0.002331745	0.21772502
68	0.6371946	0.0	0.0	0.660474	0.015103127	0.00040198796	0.0020174573	0.22436756
69	0.63684505	0.0	0.0	0.66065806	0.013886926	0.0003442604	0.0017437849	0.23083274
70	0.6364968	0.0	0.0	0.66082776	0.012778427	0.00029457395	0.0015057641	0.23711698
71	0.6361514	0.0	0.0	0.6609843	0.011773692	0.00025185285	0.0012989921	0.24321797
72	0.6358101	0.0	0.0	0.66112864	0.010868649	0.00021515737	0.0011195712	0.24913454
73	0.6354737	0.0	0.0	0.66126174	0.01005912	0.00018366803	0.00096405647	0.25486657
74	0.63514304	0.0	0.0	0.6613846	0.009340913	0.00015667139	0.000829409	0.26041484
75	0.63481843	0.0	0.0	0.6614979	0.008709826	0.00013354726	0.00071295194	0.26578093
76	0.63450027	0.0	0.0	0.66160244	0.008161667	0.00011375736	0.0006123315	0.27096707
77	0.63418883	0.0	0.0	0.66169894	0.0076923184	9.683512e-05	0.0005254812	0.27597612
78	0.63388443	0.0	0.0	0.6617881	0.007297725	8.237672e-05	0.00045058972	0.28081143
79	0.6335877	0.0	0.0	0.66187054	0.0069739143	7.003307e-05	0.00038607043	0.2854747
80	0.6332991	0.0	0.0	0.66194665	0.0067170234	5.950282e-05	0.00033053732	0.28996837
81	0.6330186	0.0	0.0	0.66201705	0.0065233135	5.0526112e-05	0.00028278126	0.29429558
82	0.63274634	0.0	0.0	0.6620821	0.006389151	4.287914e-05	0.00024174877	0.29846007
83	0.6324822	0.0	0.0	0.6621423	0.0063110637	3.6369365e-05	0.00020652317	0.30246592
84	0.632226	0.0	0.0	0.66219807	0.0062857033	3.083132e-05	0.00017630772	0.3063176
85	0.6319777	0.0	0.0	0.6622498	0.0063098576	2.6122962e-05	0.00015041078	0.3100198
86	0.63173693	0.0	0.0	0.66229767	0.0063804504	2.212245e-05	0.00012823266	0.3135774
87	0.6315036	0.0	0.0	0.6623421	0.0064945705	1.8725397e-05	0.00010925395	0.31699547
88	0.63127756	0.0	0.0	0.6623832	0.0066494267	1.584244e-05	9.302533e-05	0.3202789
89	0.63105845	0.0	0.0	0.66242135	0.0068423827	1.3397145e-05	7.915845e-05	0.32343283
90	0.63084614	0.0	0.0	0.6624568	0.007070935	1.1324196e-05	6.73181e-05	0.32646224
91	0.63064045	0.0	0.0	0.6624898	0.0073327133	9.567817e-06	5.721515e-05	0.3293721
92	0.6304411	0.0	0.0	0.6625203	0.0076253065	8.080423e-06	4.860053e-05	0.33216724
93	0.63024795	0.0	0.0	0.6625487	0.007945156	6.8214554e-06	4.1259846e-05	0.3348525
94	0.6300607	0.0	0.0	0.6625751	0.008289227	5.7563507e-06	3.5008758e-05	0.33743247
95	0.6298792	0.0	0.0	0.6625997	0.008654902	4.8556794e-06	2.9688883e-05	0.33991176
96	0.6297033	0.0	0.0	0.6626226	0.009038888	4.094407e-06	2.5164287e-05	0.34229472
97	0.62953275	0.0	0.0	0.6626439	0.009437768	3.451246e-06	2.1318385e-05	0.34458557
98	0.62936735	0.0	0.0	0.6626637	0.009848807	2.9081061e-06	1.8051283e-05	0.3467884
99	0.62920696	0.0	0.0	0.6626822	0.01026982	2.4496221e-06	1.5277456e-05	0.34890717
