Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
3	0.2445084	5.0000002e-05	5.0000002e-05	0.2443034	0.0	0.0	0.0	0.0
4	0.29624876	9.648742e-05	0.00012206656	0.2959857	0.0	0.0	0.0	0.0
5	0.3378451	0.00014561052	0.00019552352	0.33751357	0.0	0.0	0.0	0.0
6	0.37125176	0.00019254383	0.0002629519	0.3708798	0.0	0.0	0.0	0.0
7	0.39808124	0.00023718286	0.00032343972	0.397689	0.0	0.0	0.0	0.0
8	0.4196259	0.0002791916	0.00037614614	0.419228	0.0	0.0	0.0	0.0
9	0.43692523	0.00031827964	0.0004204462	0.43653172	0.0	0.0	0.0	0.0
10	0.45081624	0.00035424344	0.00045616008	0.45043248	0.1	0.1	0.1	0.1
11	0.46197098	0.0003869171	0.00048434664	0.4615999	0.18	0.18	0.18	0.18
12	0.47092956	0.00041620556	0.00050595135	0.47057194	0.2445494	0.2443444	0.2445494	0.2443444
13	0.47824192	0.00046231647	0.00053315423	0.4778783	0.29647163	0.2961273	0.29647163	0.2961273
14	0.4842581	0.00054216257	0.00059127243	0.48387206	0.26790822	0.26741454	0.26790822	0.26741454
15	0.489208	0.00064700714	0.0006814678	0.48879218	0.24252163	0.24186526	0.24252163	0.24186526
16	0.4932898	0.0007640766	0.0007926825	0.49283472	0.21986067	0.21903811	0.21986067	0.21903811
17	0.49666744	0.00088527636	0.0009129149	0.4961601	0.19962691	0.19863872	0.19962691	0.19863872
18	0.4994682	0.0010025937	0.0010333792	0.49890098	0.18155639	0.18040529	0.18155639	0.18040529
19	0.501796	0.0011091838	0.0011474451	0.5011673	0.16541685	0.16410372	0.16541685	0.16410372
20	0.50373334	0.0011993819	0.0012506094	0.5030457	0.1510029	0.1495271	0.1510029	0.1495271
21	0.5053474	0.0012707041	0.0013420663	0.50460654	0.13813014	0.13649067	0.13813014	0.13649067
22	0.506695	0.0013251422	0.001421049	0.5059068	0.1266324	0.12482896	0.1266324	0.12482896
23	0.50791484	0.0013886029	0.0014976999	0.50706786	0.116509095	0.11453851	0.116509095	0.11453851
24	0.5090642	0.0014960112	0.0015964878	0.5081754	0.10766567	0.10551911	0.10766567	0.10551911
25	0.510149	0.0016446061	0.0017146579	0.5092424	0.09995749	0.0976402	0.09995749	0.0976402
26	0.5111632	0.0018200064	0.0018424457	0.5102587	0.09323588	0.09076427	0.09323588	0.09076427
27	0.5120976	0.0020042367	0.0019754227	0.5112144	0.08730945	0.08472013	0.08730945	0.08472013
28	0.5129484	0.0021859296	0.002108091	0.5121014	0.082056515	0.079393685	0.082056515	0.079393685
29	0.513716	0.0023586466	0.0022350831	0.512914	0.07738206	0.074690275	0.07738206	0.074690275
30	0.51440203	0.0025164457	0.0023518405	0.5136508	0.07321364	0.07052909	0.07321364	0.07052909
31	0.5150099	0.0026544873	0.0024546902	0.51431376	0.069487326	0.0668425	0.069487326	0.0668425
32	0.51554424	0.0027711606	0.0025407071	0.5149057	0.06614738	0.063575655	0.06614738	0.063575655
33	0.5160309	0.0028653361	0.0026079433	0.51546735	0.063186504	0.06067884	0.06314594	0.060752336
34	0.5164808	0.002933868	0.0026556046	0.5160156	0.060581885	0.058098987	0.060439926	0.05836261
35	0.5168971	0.0029772348	0.0026846107	0.5165532	0.05830401	0.05578553	0.057994597	0.05637761
36	0.5172757	0.0029987418	0.0027005298	0.5170756	0.056319945	0.05369416	0.055776663	0.05475697
37	0.5176131	0.003001335	0.0027068176	0.51757556	0.054594904	0.05178692	0.053755168	0.05345487
38	0.51791066	0.002987652	0.002705537	0.5180464	0.0530954	0.050032344	0.051902514	0.052425757
39	0.5181701	0.002960054	0.0026980662	0.51848435	0.05179053	0.04840515	0.050195187	0.051629912
40	0.5183939	0.0029206506	0.0026847532	0.518887	0.050652426	0.046885263	0.04861358	0.051031142
41	0.5185849	0.0028713248	0.0026657404	0.5192529	0.04965648	0.045457155	0.047141567	0.05059714
42	0.5187458	0.0028137513	0.0026411524	0.51958185	0.048781294	0.04410907	0.045765977	0.050299484
43	0.518879	0.002749417	0.0026110462	0.5198747	0.04800839	0.042832237	0.044476077	0.050113343
44	0.518987	0.0026796379	0.0025754536	0.52013296	0.04732428	0.041620225	0.043263216	0.05001734
45	0.5190723	0.0026055754	0.0025344237	0.5203588	0.046719246	0.04046813	0.04212049	0.04999327
46	0.5191374	0.0025282516	0.002488048	0.52055556	0.046184517	0.03937201	0.0410423	0.050026134
47	0.5191847	0.0024485614	0.002436472	0.5207263	0.045712136	0.038328487	0.040024064	0.050106343
48	0.51921654	0.002367285	0.0023798633	0.5208739	0.045294866	0.037334576	0.03906173	0.050225627
49	0.519235	0.0022850994	0.0023189208	0.52100074	0.044926196	0.036387634	0.038151745	0.05037671
50	0.5192421	0.0022025877	0.0022546072	0.52110916	0.044600308	0.035485327	0.037291005	0.050553266
51	0.51923954	0.0021202508	0.0021877617	0.52120125	0.044312034	0.03462559	0.03647676	0.050749872
52	0.5192289	0.0020385156	0.0021191142	0.521279	0.044056803	0.033806562	0.0357066	0.050961897
53	0.51921153	0.001957743	0.0020492966	0.5213441	0.043830574	0.03302657	0.034978267	0.051185317
54	0.5191888	0.0018782356	0.0019788546	0.5213982	0.043629803	0.032284062	0.034289632	0.051416595
55	0.5191618	0.0018002449	0.0019082569	0.52144265	0.04345137	0.031577602	0.03363868	0.051652677
56	0.5191315	0.0017239763	0.0018379036	0.52147883	0.04329253	0.030905826	0.033023506	0.051890943
57	0.5190987	0.0016495956	0.001768135	0.52150786	0.043150894	0.030267429	0.032442328	0.05212917
58	0.5190642	0.0015772334	0.0016992379	0.5215308	0.043024365	0.029661143	0.03189345	0.052365497
59	0.5190286	0.0015069896	0.001631452	0.52154857	0.04291109	0.029085744	0.03137528	0.052598394
60	0.5189925	0.0014389374	0.001564976	0.52156186	0.042809464	0.028540185	0.030886307	0.052826706
61	0.5189563	0.0013731269	0.0014999718	0.5215715	0.04271807	0.028023796	0.03042509	0.0530495
62	0.51892036	0.0013095881	0.00143657	0.5215781	0.04263566	0.027535763	0.02999026	0.053266026
63	0.51888496	0.0012483337	0.0013748725	0.52158207	0.042561144	0.02707516	0.029580511	0.053475715
64	0.5188504	0.0011893619	0.0013149579	0.52158403	0.04249355	0.02664099	0.029194603	0.053678125
65	0.5188168	0.0011326582	0.001256883	0.5215842	0.042432025	0.026232207	0.028831344	0.053872954
66	0.51878434	0.0010781976	0.0012006864	0.521583	0.04237584	0.025847733	0.028489605	0.05406001
67	0.5187531	0.0010259462	0.0011463913	0.52158076	0.042324338	0.025486471	0.028168295	0.05423918
68	0.51872325	0.000975863	0.0010940066	0.52157766	0.042276956	0.025147328	0.027866377	0.054410443
69	0.5186947	0.00092790084	0.0010435302	0.5215739	0.04223319	0.024829216	0.027582858	0.05457383
70	0.5186676	0.0008820077	0.0009949497	0.52156967	0.04219261	0.02453106	0.027316784	0.05472944
71	0.51864195	0.0008381279	0.0009482447	0.52156514	0.042154834	0.024251815	0.027067242	0.05487739
72	0.5186179	0.0007962028	0.0009033874	0.5215604	0.042119533	0.02399046	0.026833327	0.05501786
73	0.51859546	0.0007561716	0.0008603443	0.5215555	0.042086415	0.023746004	0.026614167	0.05515103
74	0.51857454	0.00071797206	0.00081907725	0.5215506	0.042055227	0.023517493	0.026408916	0.05527711
75	0.51855505	0.00068154087	0.0007795441	0.5215457	0.042025745	0.023304004	0.026216762	0.055396333
76	0.51853704	0.0006468146	0.0007416997	0.5215409	0.04199778	0.023104662	0.026036922	0.055508938
77	0.51852036	0.0006137298	0.00070549647	0.5215362	0.04197116	0.02291862	0.02586865	0.05561517
78	0.518505	0.0005822233	0.0006708851	0.5215316	0.04194574	0.022745071	0.025711238	0.055715285
79	0.51849085	0.0005522325	0.00063781504	0.5215272	0.041921396	0.022583254	0.025564011	0.055809543
80	0.51847786	0.0005236961	0.000606235	0.52152294	0.041898012	0.02243244	0.025426328	0.055898204
81	0.51846594	0.0004965535	0.00057609315	0.5215189	0.04187549	0.02229194	0.025297584	0.055981528
82	0.51845497	0.00047074576	0.0005473378	0.521515	0.04185374	0.022161098	0.025177205	0.056059767
83	0.5184449	0.00044621527	0.00051991746	0.5215114	0.0418327	0.0220393	0.025064647	0.056133177
84	0.51843566	0.00042290593	0.000493781	0.5215079	0.041812297	0.021925962	0.024959398	0.056202006
85	0.51842713	0.0004007633	0.0004688781	0.52150464	0.041792475	0.021820534	0.024860978	0.05626649
86	0.5184193	0.00037973467	0.0004451592	0.52150154	0.041773185	0.0217225	0.02476893	0.05632687
87	0.5184122	0.00035976904	0.00042257577	0.5214987	0.041754384	0.021631373	0.024682825	0.056383368
88	0.5184056	0.00034081715	0.00040108038	0.52149594	0.041736037	0.021546695	0.024602264	0.056436203
89	0.5183996	0.0003228315	0.00038062685	0.52149343	0.041718107	0.021468036	0.024526868	0.056485582
90	0.51839405	0.00030576644	0.0003611702	0.52149105	0.041700568	0.021394992	0.02445628	0.056531712
91	0.518389	0.00028957802	0.00034266678	0.5214888	0.041683394	0.021327192	0.024390168	0.05657478
92	0.51838434	0.000274224	0.00032507433	0.5214867	0.04166656	0.021264276	0.024328222	0.056614976
93	0.51838	0.0002596639	0.00030835194	0.52148473	0.04165005	0.021205915	0.024270149	0.056652475
94	0.518376	0.00024585897	0.0002924601	0.5214829	0.041633844	0.0211518	0.024215672	0.056687444
95	0.5183723	0.00023277198	0.00027736076	0.52148116	0.041617934	0.021101639	0.024164537	0.056720044
96	0.51836884	0.0002203674	0.00026301717	0.52147955	0.0416023	0.021055164	0.024116503	0.056750424
