Feedback_Excitation	Feedback_Inhibition	Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0.05	-0.14	60	0.58631265	0.0	0.0	0.5874491	0.00051225885	0.00026634746	0.00038010406	0.00057790027
0.05	-0.14	61	0.5865607	0.0	0.0	0.5878018	0.00043942872	0.00022115391	0.00031850423	0.00050989777
0.05	-0.14	62	0.5867828	0.0	0.0	0.58813524	0.0003769061	0.00018333651	0.00026656775	0.00045021574
0.05	-0.14	63	0.5869787	0.0	0.0	0.5884505	0.00032325333	0.0001517463	0.00022283352	0.00039780253
0.05	-0.14	64	0.5871484	0.0	0.0	0.5887486	0.00027722763	0.00012540324	0.0001860529	0.00035174322
0.05	-0.14	65	0.58729243	0.0	0.0	0.5890305	0.00023775597	0.00010347321	0.00015515975	0.00031124128
0.05	-0.14	66	0.5874113	0.0	0.0	0.58929724	0.00020391287	8.524768e-05	0.00012924481	0.00027560286
0.05	-0.14	67	0.5875056	0.0	0.0	0.58954996	0.00017490098	7.01261e-05	0.00010753355	0.00024422316
0.05	-0.14	68	0.58757615	0.0	0.0	0.5897912	0.00015003396	5.760049e-05	8.936711e-05	0.00021657477
0.05	-0.14	69	0.58762383	0.0	0.0	0.5900227	0.00012872089	4.724215e-05	7.418578e-05	0.00019219745
0.05	-0.14	70	0.5876496	0.0	0.0	0.59024554	0.00011045387	3.8689966e-05	6.151478e-05	0.00017068944
0.05	-0.14	71	0.58765423	0.0	0.0	0.5904605	9.479718e-05	3.1640287e-05	5.095197e-05	0.00015169986
0.05	-0.14	72	0.58763885	0.0	0.0	0.5906679	8.137713e-05	2.5838299e-05	4.2157237e-05	0.00013492208
0.05	-0.14	73	0.5876043	0.0	0.0	0.5908681	6.987335e-05	2.1070597e-05	3.4843342e-05	0.00012008802
0.05	-0.14	74	0.5875516	0.0	0.0	0.59106123	6.0011203e-05	1.71588e-05	2.8768083e-05	0.00010696317
0.05	-0.14	75	0.58748174	0.0	0.0	0.59124726	5.1555355e-05	1.3954099e-05	2.3727524e-05	9.534229e-05
0.05	-0.14	76	0.58739555	0.0	0.0	0.59142625	4.430367e-05	1.1332631e-05	1.9550189e-05	8.504568e-05
0.05	-0.14	77	0.587294	0.0	0.0	0.5915983	3.8082853e-05	9.191466e-06	1.6092119e-05	7.591586e-05
0.05	-0.14	78	0.5871779	0.0	0.0	0.5917635	3.2744694e-05	7.4451937e-06	1.3232616e-05	6.781478e-05
0.05	-0.14	79	0.5870482	0.0	0.0	0.5919218	2.8162376e-05	6.0230773e-06	1.0870632e-05	6.0621343e-05
0.05	-0.14	80	0.5869056	0.0	0.0	0.5920733	2.422741e-05	4.866629e-06	8.92168e-06	5.4229273e-05
0.05	-0.14	81	0.5867511	0.0	0.0	0.5922183	2.0847194e-05	3.9275574e-06	7.3152055e-06	4.8545244e-05
0.05	-0.14	82	0.5865853	0.0	0.0	0.5923566	1.7942613e-05	3.1660607e-06	5.992382e-06	4.3487238e-05
0.05	-0.14	83	0.58640903	0.0	0.0	0.59248865	1.5446025e-05	2.5493916e-06	4.9042274e-06	3.898313e-05
0.05	-0.14	84	0.586223	0.0	0.0	0.59261453	1.3299546e-05	2.0506577e-06	4.010005e-06	3.496943e-05
0.05	-0.14	85	0.58602786	0.0	0.0	0.59273434	1.1453614e-05	1.6478127e-06	3.2758758e-06	3.1390242e-05
0.05	-0.14	86	0.5858243	0.0	0.0	0.59284836	9.865771e-06	1.3228154e-06	2.6737716e-06	2.819609e-05
0.05	-0.14	87	0.585613	0.0	0.0	0.5929567	8.4996245e-06	1.0609278e-06	2.1804296e-06	2.534339e-05
0.05	-0.14	88	0.5853945	0.0	0.0	0.59305966	7.3239667e-06	8.5013113e-07	1.7765898e-06	2.2793756e-05
0.05	-0.14	89	0.58516943	0.0	0.0	0.5931574	6.312027e-06	6.806397e-07	1.4463257e-06	2.051334e-05
0.05	-0.14	90	0.58493835	0.0	0.0	0.59325016	5.4408315e-06	5.4449936e-07	1.1764823e-06	0.00051879394
0.05	-0.14	91	0.5847018	0.0	0.0	0.593338	4.6906594e-06	4.352543e-07	9.562063e-07	0.0015011146
0.05	-0.14	92	0.58446026	0.0	0.0	0.59342134	4.044576e-06	3.4767288e-07	7.7655153e-07	0.0029071183
0.05	-0.14	93	0.5842142	0.0	0.0	0.59350026	3.488036e-06	2.7752137e-07	6.3015307e-07	0.0046827393
0.05	-0.14	94	0.58396417	0.0	0.0	0.593575	3.0085425e-06	2.2137831e-07	5.109554e-07	0.00677964
0.05	-0.14	95	0.58371055	0.0	0.0	0.59364563	2.5953566e-06	1.7648243e-07	4.139849e-07	0.009154701
0.05	-0.14	96	0.58345383	0.0	0.0	0.59371245	2.2392474e-06	1.4060788e-07	3.3516125e-07	0.0117695015
0.05	-0.14	97	0.5831944	0.0	0.0	0.59377563	1.9322786e-06	1.1196262e-07	2.7113842e-07	0.014591519
0.05	-0.14	98	0.5829325	0.0	0.0	0.59383535	1.6676256e-06	8.910549e-08	2.1917769e-07	0.017592099
0.05	-0.14	99	0.58266854	0.0	0.0	0.5938917	1.4394184e-06	7.087877e-08	1.7704004e-07	0.020737711
0.05	-0.13	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.05	-0.13	1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.05	-0.13	2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
0.05	-0.13	3	0.246542	0.0	0.0	0.245517	0.0	0.0	0.0	0.0
0.05	-0.13	4	0.30043513	0.0	0.0	0.29912418	0.0	0.0	0.0	0.0
0.05	-0.13	5	0.34456944	0.0	0.0	0.3429138	0.0	0.0	0.0	0.0
0.05	-0.13	6	0.3805144	0.0	0.0	0.37865546	0.0	0.0	0.0	0.0
0.05	-0.13	7	0.40977663	0.0	0.0	0.4078153	0.0	0.0	0.0	0.0
0.05	-0.13	8	0.43357155	0.0	0.0	0.43158197	0.0	0.0	0.0	0.0
0.05	-0.13	9	0.45290327	0.0	0.0	0.45093477	0.0	0.0	0.0	0.0
0.05	-0.13	10	0.4686014	0.0	0.0	0.46668023	0.1	0.1	0.1	0.1
0.05	-0.13	11	0.4813444	0.0	0.0	0.4794829	0.18	0.18	0.18	0.18
0.05	-0.13	12	0.4916874	0.0	0.0	0.48988718	0.2433358	0.23964581	0.2433358	0.23964581
0.05	-0.13	13	0.50046426	0.0	0.0	0.49867713	0.2922385	0.28600413	0.2922385	0.28600413
0.05	-0.13	14	0.5080792	0.0	0.0	0.50624967	0.26163238	0.25468045	0.26163238	0.25468045
0.05	-0.13	15	0.514675	0.0	0.0	0.5127018	0.23392627	0.22633931	0.23392627	0.22633931
0.05	-0.13	16	0.52037394	0.0	0.0	0.5181587	0.2089776	0.20091708	0.2089776	0.20091708
0.05	-0.13	17	0.52531123	0.0	0.0	0.5227575	0.1865346	0.1781582	0.1865346	0.1781582
0.05	-0.13	18	0.52960885	0.0	0.0	0.52663696	0.16636844	0.15781267	0.16636844	0.15781267
0.05	-0.13	19	0.5333716	0.0	0.0	0.5299175	0.14827384	0.13964947	0.14827384	0.13964947
0.05	-0.13	20	0.53667957	0.0	0.0	0.5327055	0.13205945	0.12345871	0.13205945	0.12345871
0.05	-0.13	21	0.5395934	0.0	0.0	0.5350881	0.11754885	0.10904862	0.11754885	0.10904862
0.05	-0.13	22	0.5421622	0.0	0.0	0.53713876	0.104579434	0.09624327	0.104579434	0.09624327
0.05	-0.13	23	0.544739	0.0	0.0	0.5391921	0.09294153	0.084810644	0.09294153	0.084810644
0.05	-0.13	24	0.5473956	0.0	0.0	0.5413835	0.08248524	0.07460176	0.08248524	0.07460176
0.05	-0.13	25	0.5500396	0.0	0.0	0.5436741	0.073101684	0.06550231	0.073101684	0.06550231
0.05	-0.13	26	0.55260575	0.0	0.0	0.5460052	0.064699516	0.057414256	0.064699516	0.057414256
0.05	-0.13	27	0.5550542	0.0	0.0	0.54832405	0.05720889	0.050271533	0.05720889	0.050271533
0.05	-0.13	28	0.5573611	0.0	0.0	0.55060506	0.05054247	0.043987498	0.05054247	0.043987498
0.05	-0.13	29	0.55951744	0.0	0.0	0.55283237	0.044617645	0.038470063	0.044617645	0.038470063
0.05	-0.13	30	0.56152904	0.0	0.0	0.5549947	0.039357353	0.033632636	0.039357353	0.033632636
0.05	-0.13	31	0.56339765	0.0	0.0	0.55707765	0.034689493	0.029394107	0.034689493	0.029394107
0.05	-0.13	32	0.56513244	0.0	0.0	0.5590766	0.030548338	0.025682313	0.030548338	0.025682313
0.05	-0.13	33	0.566767	0.0	0.0	0.5610352	0.026873408	0.022423774	0.026865838	0.022436632
0.05	-0.13	34	0.5683173	0.0	0.0	0.56296563	0.023612667	0.019559575	0.023588324	0.019602217
0.05	-0.13	35	0.5697911	0.0	0.0	0.5648601	0.020720774	0.017038964	0.020671912	0.017127769
0.05	-0.13	36	0.57119286	0.0	0.0	0.5667012	0.018159024	0.014820727	0.018080097	0.014968158
0.05	-0.13	37	0.5725184	0.0	0.0	0.56847143	0.015893325	0.012869559	0.015781004	0.0130836945
0.05	-0.13	38	0.5737618	0.0	0.0	0.57015973	0.013892704	0.011154994	0.013746151	0.0114393225
0.05	-0.13	39	0.5749203	0.0	0.0	0.5717579	0.012128998	0.009650732	0.011949285	0.010004506
0.05	-0.13	40	0.5759939	0.0	0.0	0.5732611	0.010576901	0.008333546	0.010366473	0.008752553
0.05	-0.13	41	0.57698935	0.0	0.0	0.5746674	0.00921347	0.007182639	0.008975732	0.0076601203
0.05	-0.13	42	0.57791257	0.0	0.0	0.5759776	0.008017748	0.0061791874	0.007756828	0.0067068
0.05	-0.13	43	0.57876873	0.0	0.0	0.57719445	0.006970675	0.005306162	0.0066911606	0.0058747586
0.05	-0.13	44	0.5795629	0.0	0.0	0.57832205	0.006055059	0.0045482316	0.0057616546	0.005148433
0.05	-0.13	45	0.5802996	0.0	0.0	0.5793655	0.0052554365	0.0038916173	0.0049527446	0.004514247
0.05	-0.13	46	0.5809843	0.0	0.0	0.5803304	0.004557948	0.0033239673	0.004250325	0.0039603543
0.05	-0.13	47	0.58162266	0.0	0.0	0.5812239	0.0039501954	0.0028342453	0.0036416645	0.003476425
0.05	-0.13	48	0.5822191	0.0	0.0	0.5820542	0.0034211625	0.0024126114	0.0031153213	0.0030534603
0.05	-0.13	49	0.58277404	0.0	0.0	0.58282757	0.0029610854	0.0020503197	0.002661053	0.0026836223
0.05	-0.13	50	0.58328545	0.0	0.0	0.5835491	0.002561329	0.0017396228	0.0022697283	0.0023600878
0.05	-0.13	51	0.5837527	0.0	0.0	0.58422315	0.002214272	0.0014736783	0.0019332363	0.0020769187
0.05	-0.13	52	0.58417773	0.0	0.0	0.58485353	0.0019132227	0.0012464257	0.0016443977	0.0018289477
0.05	-0.13	53	0.5845622	0.0	0.0	0.5854434	0.0016523014	0.0010525561	0.0013968804	0.0016116791
0.05	-0.13	54	0.5849074	0.0	0.0	0.5859958	0.0014263408	0.0008874436	0.0011851157	0.0014212012
0.05	-0.13	55	0.58521473	0.0	0.0	0.5865134	0.0012308042	0.00074706157	0.0010042216	0.0012541102
0.05	-0.13	56	0.5854853	0.0	0.0	0.58699864	0.0010617144	0.0006279098	0.0008499303	0.001107444
0.05	-0.13	57	0.58572036	0.0	0.0	0.58745366	0.00091558875	0.0005269502	0.0007185203	0.0009786243
0.05	-0.13	58	0.5859213	0.0	0.0	0.58788055	0.0007893829	0.0004415508	0.00060675346	0.0008654037
0.05	-0.13	59	0.5860893	0.0	0.0	0.5882812	0.00068043906	0.00036943544	0.0005118018	0.0007658227
0.05	-0.13	60	0.58622575	0.0	0.0	0.5886574	0.0005864406	0.00030863966	0.0004312284	0.00067817804
0.05	-0.13	61	0.58633196	0.0	0.0	0.5890106	0.0005053709	0.00025747155	0.00036293644	0.0006009864
0.05	-0.13	62	0.5864094	0.0	0.0	0.58934236	0.00043547686	0.00021447678	0.00030512293	0.00053295505
0.05	-0.13	63	0.58645934	0.0	0.0	0.58965397	0.00037523644	0.00017840798	0.0002562387	0.00047295628
0.05	-0.13	64	0.58648324	0.0	0.0	0.5899485	0.0003233296	0.00014819745	0.00021495426	0.00042000582
0.05	-0.13	65	0.5864824	0.0	0.0	0.5902282	0.00027861277	0.0001229332	0.00018012966	0.0003732439
0.05	-0.13	66	0.58645827	0.0	0.0	0.590495	0.00024009633	0.000101837824	0.0001507889	0.000331919
0.05	-0.13	67	0.586412	0.0	0.0	0.59075004	0.00020692447	8.4249994e-05	0.00012609734	0.00029537396
0.05	-0.13	68	0.586345	0.0	0.0	0.5909941	0.00017835782	6.9608264e-05	0.00010534228	0.00026303367
0.05	-0.13	69	0.58625853	0.0	0.0	0.5912277	0.00015375804	5.7436893e-05	8.7915956e-05	0.0002343946
0.05	-0.13	70	0.5861537	0.0	0.0	0.5914513	0.00013257437	4.7333568e-05	7.330084e-05	0.00020901562
0.05	-0.13	71	0.58603173	0.0	0.0	0.5916652	0.00011433185	3.895869e-05	6.1056875e-05	0.00018651006
0.05	-0.13	72	0.58589387	0.0	0.0	0.59186965	9.862118e-05	3.2026153e-05	5.08104e-05	0.00016653881
0.05	-0.13	73	0.58574104	0.0	0.0	0.59206486	8.508973e-05	2.6295336e-05	4.224459e-05	0.00014880425
0.05	-0.13	74	0.5855744	0.0	0.0	0.59225106	7.3433825e-05	2.1564241e-05	3.5091172e-05	0.00013304502
0.05	-0.13	75	0.5853949	0.0	0.0	0.59242845	6.339206e-05	1.7663584e-05	2.9123315e-05	0.0001190315
0.05	-0.13	76	0.5852036	0.0	0.0	0.5925973	5.4739423e-05	1.445174e-05	2.4149464e-05	0.00010656181
0.05	-0.13	77	0.58500135	0.0	0.0	0.59275776	4.7282327e-05	1.1810416e-05	2.000808e-05	9.545835e-05
0.05	-0.13	78	0.58478904	0.0	0.0	0.5929102	4.085406e-05	9.6409885e-06	1.6563108e-05	8.556477e-05
0.05	-0.13	79	0.58456755	0.0	0.0	0.59305483	3.5311055e-05	7.861363e-06	1.3700106e-05	7.6743345e-05
0.05	-0.13	80	0.5843376	0.0	0.0	0.5931919	3.052991e-05	6.403291e-06	1.1322924e-05	6.887269e-05
0.05	-0.13	81	0.5841	0.0	0.0	0.59332174	2.6404447e-05	5.2101277e-06	9.3508825e-06	6.184573e-05
0.05	-0.13	82	0.5838555	0.0	0.0	0.5934446	2.284327e-05	4.2349297e-06	7.71636e-06	5.5567958e-05
0.05	-0.13	83	0.5836048	0.0	0.0	0.5935608	1.9767951e-05	3.4388306e-06	6.3627485e-06	4.9955917e-05
0.05	-0.13	84	0.5833485	0.0	0.0	0.5936706	1.7111208e-05	2.7896945e-06	5.2427004e-06	4.4935856e-05
0.05	-0.13	85	0.5830873	0.0	0.0	0.5937743	1.4815269e-05	2.2609902e-06	4.3166706e-06	4.663257e-05
0.05	-0.13	86	0.58282185	0.0	0.0	0.5938722	1.2830487e-05	1.8308469e-06	3.5516623e-06	0.0005358098
0.05	-0.13	87	0.58255255	0.0	0.0	0.59396446	1.1114164e-05	1.4812622e-06	2.9201733e-06	0.0014549356
0.05	-0.13	88	0.58228004	0.0	0.0	0.5940515	9.629558e-06	1.1974396e-06	2.3992977e-06	0.0027522298
0.05	-0.13	89	0.5820047	0.0	0.0	0.59413344	8.345033e-06	9.672353e-07	1.9699798e-06	0.004381234
0.05	-0.13	90	0.58172715	0.0	0.0	0.5942106	7.2333332e-06	7.8069695e-07	1.6163842e-06	0.0063003413
0.05	-0.13	91	0.5814478	0.0	0.0	0.5942833	6.2709664e-06	6.296791e-07	1.3253639e-06	0.008472382
0.05	-0.13	92	0.5811669	0.0	0.0	0.59435165	5.4376733e-06	5.075243e-07	1.0860141e-06	0.010864213
0.05	-0.13	93	0.58088505	0.0	0.0	0.5944159	4.7159765e-06	4.0879837e-07	8.892982e-07	0.013446463
0.05	-0.13	94	0.5806025	0.0	0.0	0.59447634	4.0907926e-06	3.290711e-07	7.277322e-07	0.01619362
0.05	-0.13	95	0.58031964	0.0	0.0	0.59453315	3.5490987e-06	2.6473526e-07	5.951254e-07	0.019083198
0.05	-0.13	96	0.5800368	0.0	0.0	0.5945865	3.0796489e-06	2.1285697e-07	4.8636076e-07	0.022095399
0.05	-0.13	97	0.5797543	0.0	0.0	0.5946365	2.6727269e-06	1.7105282e-07	3.9721107e-07	0.025213322
0.05	-0.13	98	0.57947236	0.0	0.0	0.5946834	2.319936e-06	1.3738854e-07	3.2418654e-07	0.028422797
0.05	-0.13	99	0.5791913	0.0	0.0	0.5947274	2.0140158e-06	1.102959e-07	2.6441077e-07	0.03170587
0.05	-0.12	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.05	-0.12	1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.05	-0.12	2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
0.05	-0.12	3	0.246542	0.0	0.0	0.245517	0.0	0.0	0.0	0.0
0.05	-0.12	4	0.30043513	0.0	0.0	0.29912418	0.0	0.0	0.0	0.0
0.05	-0.12	5	0.34456944	0.0	0.0	0.3429138	0.0	0.0	0.0	0.0
0.05	-0.12	6	0.3805144	0.0	0.0	0.37865546	0.0	0.0	0.0	0.0
0.05	-0.12	7	0.40977663	0.0	0.0	0.4078153	0.0	0.0	0.0	0.0
0.05	-0.12	8	0.43357155	0.0	0.0	0.43158197	0.0	0.0	0.0	0.0
0.05	-0.12	9	0.45290327	0.0	0.0	0.45093477	0.0	0.0	0.0	0.0
0.05	-0.12	10	0.4686014	0.0	0.0	0.46668023	0.1	0.1	0.1	0.1
0.05	-0.12	11	0.4813444	0.0	0.0	0.4794829	0.18	0.18	0.18	0.18
0.05	-0.12	12	0.4916874	0.0	0.0	0.48988718	0.2435982	0.2401132	0.2435982	0.2401132
0.05	-0.12	13	0.50047684	0.0	0.0	0.4986866	0.2929566	0.28707278	0.2929566	0.28707278
0.05	-0.12	14	0.5081174	0.0	0.0	0.506275	0.26254654	0.25597426	0.26254654	0.25597426
0.05	-0.12	15	0.51474136	0.0	0.0	0.51274616	0.23504157	0.22785585	0.23504157	0.22785585
0.05	-0.12	16	0.52047193	0.0	0.0	0.51822454	0.21026577	0.20261678	0.21026577	0.20261678
0.05	-0.12	17	0.5254425	0.0	0.0	0.522846	0.18796435	0.18000008	0.18796435	0.18000008
0.05	-0.12	18	0.52977645	0.0	0.0	0.5267496	0.16790824	0.15975787	0.16790824	0.15975787
0.05	-0.12	19	0.53357536	0.0	0.0	0.5300576	0.14989415	0.14166197	0.14989415	0.14166197
0.05	-0.12	20	0.53691787	0.0	0.0	0.532876	0.13373308	0.12550649	0.13373308	0.12550649
0.05	-0.12	21	0.5398624	0.0	0.0	0.5352912	0.119251154	0.11110352	0.119251154	0.11110352
0.05	-0.12	22	0.54245746	0.0	0.0	0.5373746	0.10628872	0.09828121	0.10628872	0.09828121
0.05	-0.12	23	0.5450674	0.0	0.0	0.5394682	0.09464545	0.08681777	0.09464545	0.08681777
0.05	-0.12	24	0.54775405	0.0	0.0	0.54170096	0.08417431	0.076567195	0.08417431	0.076567195
0.05	-0.12	25	0.5504262	0.0	0.0	0.5440348	0.07476666	0.06741611	0.07476666	0.06741611
0.05	-0.12	26	0.55301785	0.0	0.0	0.5464072	0.066331014	0.059266757	0.066331014	0.059266757
0.05	-0.12	27	0.55548537	0.0	0.0	0.5487611	0.058793876	0.052051403	0.058793876	0.052051403
0.05	-0.12	28	0.557802	0.0	0.0	0.5510676	0.05206985	0.045685086	0.05206985	0.045685086
0.05	-0.12	29	0.559958	0.0	0.0	0.5533078	0.04607848	0.04007893	0.04607848	0.04007893
0.05	-0.12	30	0.5619589	0.0	0.0	0.5554715	0.04074583	0.03514901	0.04074583	0.03514901
0.05	-0.12	31	0.5638101	0.0	0.0	0.5575454	0.036002483	0.030816387	0.036002483	0.030816387
0.05	-0.12	32	0.56552434	0.0	0.0	0.55952924	0.031784687	0.027010832	0.031784687	0.027010832
0.05	-0.12	33	0.5671412	0.0	0.0	0.5614735	0.028033681	0.023659784	0.028025059	0.023673993
0.05	-0.12	34	0.56867707	0.0	0.0	0.5633974	0.024697656	0.020704389	0.024670105	0.020751819
0.05	-0.12	35	0.5701389	0.0	0.0	0.5652923	0.02173204	0.018094618	0.021676825	0.01819347
0.05	-0.12	36	0.57152975	0.0	0.0	0.567146	0.019098638	0.015789803	0.019009486	0.015954137
0.05	-0.12	37	0.57285225	0.0	0.0	0.5689445	0.016763426	0.013754841	0.016637076	0.013994307
0.05	-0.12	38	0.5741012	0.0	0.0	0.57067174	0.014695593	0.011960019	0.014531526	0.01227909
0.05	-0.12	39	0.57527137	0.0	0.0	0.5723155	0.012867603	0.010379714	0.012667177	0.010777951
0.05	-0.12	40	0.5763653	0.0	0.0	0.5738679	0.011254598	0.008991193	0.01102043	0.00946406
0.05	-0.12	41	0.5773861	0.0	0.0	0.57532454	0.009833892	0.007773949	0.009569534	0.00831392
0.05	-0.12	42	0.578337	0.0	0.0	0.5766844	0.00858471	0.006709323	0.00829439	0.007306958
0.05	-0.12	43	0.5792214	0.0	0.0	0.57794905	0.007488002	0.00578026	0.00717641	0.006425173
0.05	-0.12	44	0.5800361	0.0	0.0	0.57912165	0.0065263826	0.004971203	0.0061984905	0.0056528207
0.05	-0.12	45	0.5807808	0.0	0.0	0.58020675	0.0056841886	0.0042681065	0.0053450046	0.0049761217
0.05	-0.12	46	0.5814572	0.0	0.0	0.5812119	0.004947376	0.0036583373	0.0046017314	0.004383024
0.05	-0.12	47	0.58206725	0.0	0.0	0.58214486	0.004303366	0.0031305728	0.003955784	0.0038629926
0.05	-0.12	48	0.5826132	0.0	0.0	0.5830116	0.0037409663	0.0026746842	0.0033955364	0.0034068257
0.05	-0.12	49	0.5830987	0.0	0.0	0.58381766	0.0032502413	0.0022816393	0.0029105449	0.0030064874
0.05	-0.12	50	0.5835285	0.0	0.0	0.5845675	0.002822388	0.0019434092	0.0024914648	0.0026549639
0.05	-0.12	51	0.58390653	0.0	0.0	0.5852653	0.0024496533	0.0016528275	0.0021299697	0.0023461338
0.05	-0.12	52	0.5842361	0.0	0.0	0.58591497	0.0021251964	0.0014035858	0.0018186648	0.0020746547
0.05	-0.12	53	0.58452	0.0	0.0	0.58652	0.001842978	0.0011901536	0.0015510041	0.0018358608
0.05	-0.12	54	0.5847608	0.0	0.0	0.5870836	0.0015976739	0.0010076881	0.0013212168	0.0016256828
0.05	-0.12	55	0.58496034	0.0	0.0	0.5876087	0.0013845958	0.0008519538	0.0011242301	0.0014405707
0.05	-0.12	56	0.5851201	0.0	0.0	0.58809817	0.0011996217	0.000719253	0.0009555969	0.0012774264
0.05	-0.12	57	0.5852418	0.0	0.0	0.5885545	0.0010391325	0.0006063632	0.0008114146	0.0011335541
0.05	-0.12	58	0.5853273	0.0	0.0	0.58898	0.0008999551	0.0005104813	0.0006882814	0.0010066001
0.05	-0.12	59	0.58537865	0.0	0.0	0.5893769	0.00077931175	0.0004291742	0.00058323785	0.000894493
0.05	-0.12	60	0.5853977	0.0	0.0	0.58974725	0.00067477394	0.00036033403	0.000493725	0.00079542527
0.05	-0.12	61	0.58538663	0.0	0.0	0.5900942	0.0005842213	0.0003021386	0.00041753118	0.0007078177
0.05	-0.12	62	0.5853474	0.0	0.0	0.5904211	0.0005058048	0.00025301593	0.0003527467	0.0006302896
0.05	-0.12	63	0.58528197	0.0	0.0	0.5907302	0.00043791355	0.0002116127	0.00029772412	0.000561633
0.05	-0.12	64	0.5851922	0.0	0.0	0.59102327	0.00037914584	0.0001767662	0.00025104382	0.00050078996
0.05	-0.12	65	0.5850799	0.0	0.0	0.5913015	0.000328283	0.00014747953	0.00021148397	0.00044683355
0.05	-0.12	66	0.5849469	0.0	0.0	0.59156585	0.00028426643	0.00012289957	0.00017799428	0.00039895097
0.05	-0.12	67	0.58479476	0.0	0.0	0.59181714	0.00024617725	0.00010229776	0.00014967313	0.00035642908
0.05	-0.12	68	0.5846251	0.0	0.0	0.5920559	0.00021321846	8.505305e-05	0.00012574755	0.00031864166
0.05	-0.12	69	0.58443964	0.0	0.0	0.5922827	0.00018469912	7.063699e-05	0.00010555573	0.00028503855
0.05	-0.12	70	0.58423966	0.0	0.0	0.59249794	0.00016002062	5.8600774e-05	8.853183e-05	0.00025513614
0.05	-0.12	71	0.5840266	0.0	0.0	0.59270203	0.00013866455	4.85639e-05	7.419268e-05	0.0002285089
0.05	-0.12	72	0.5838018	0.0	0.0	0.59289545	0.00012018216	4.02043e-05	6.212625e-05	0.00020478228
0.05	-0.12	73	0.58356655	0.0	0.0	0.5930785	0.00010418514	3.324986e-05	5.198167e-05	0.00018362634
0.05	-0.12	74	0.5833219	0.0	0.0	0.59325165	9.033725e-05	2.7470918e-05	4.3460484e-05	0.00016475022
0.05	-0.12	75	0.58306915	0.0	0.0	0.59341526	7.834783e-05	2.2674092e-05	3.6309164e-05	0.00014789739
0.05	-0.12	76	0.5828092	0.0	0.0	0.59356976	6.7965695e-05	1.8696805e-05	3.0312602e-05	0.00013284138
0.05	-0.12	77	0.5825432	0.0	0.0	0.59371555	5.8973743e-05	1.540256e-05	2.5288507e-05	0.000119382195
0.05	-0.12	78	0.58227193	0.0	0.0	0.59385294	5.1184354e-05	1.2676919e-05	2.1082578e-05	0.00010734303
0.05	-0.12	79	0.58199644	0.0	0.0	0.59398246	4.443534e-05	1.042406e-05	1.7564353e-05	9.656753e-05
0.05	-0.12	80	0.5817174	0.0	0.0	0.5941044	3.8586346e-05	8.563873e-06	1.4623643e-05	0.00015444253
0.05	-0.12	81	0.58143556	0.0	0.0	0.5942191	3.351601e-05	7.0294627e-06	1.216749e-05	0.0006472701
0.05	-0.12	82	0.58115184	0.0	0.0	0.594327	2.9119543e-05	5.7650223e-06	1.0117541e-05	0.0015207673
0.05	-0.12	83	0.58086675	0.0	0.0	0.59442836	2.53064e-05	4.724058e-06	8.40781e-06	0.0027264245
0.05	-0.12	84	0.58058095	0.0	0.0	0.59452355	2.1998174e-05	3.8678927e-06	6.982797e-06	0.0042209867
0.05	-0.12	85	0.58029515	0.0	0.0	0.594613	1.9127168e-05	3.1643788e-06	5.7958664e-06	0.0059659746
0.05	-0.12	86	0.5800097	0.0	0.0	0.594697	1.6634915e-05	2.5868248e-06	4.8078746e-06	0.007927197
0.05	-0.12	87	0.57972527	0.0	0.0	0.59477574	1.4470871e-05	2.113098e-06	3.985994e-06	0.010074381
0.05	-0.12	88	0.57944226	0.0	0.0	0.5948496	1.2591334e-05	1.7248673e-06	3.3027193e-06	0.012380733
0.05	-0.12	89	0.57916105	0.0	0.0	0.59491885	1.0958491e-05	1.4069685e-06	2.73502e-06	0.0148226
0.05	-0.12	90	0.5788821	0.0	0.0	0.5949837	9.539617e-06	1.1468712e-06	2.2636302e-06	0.01737913
0.05	-0.12	91	0.57860583	0.0	0.0	0.59504443	8.306335e-06	9.342352e-07	1.8724436e-06	0.020031966
0.05	-0.12	92	0.5783324	0.0	0.0	0.5951013	7.234074e-06	7.6053436e-07	1.5480047e-06	0.022764985
0.05	-0.12	93	0.5780623	0.0	0.0	0.59515446	6.301567e-06	6.187455e-07	1.2790808e-06	0.025564043
0.05	-0.12	94	0.5777957	0.0	0.0	0.59520423	5.4903944e-06	5.030895e-07	1.0563014e-06	0.02841674
0.05	-0.12	95	0.5775329	0.0	0.0	0.5952508	4.7845992e-06	4.0881562e-07	8.7185384e-07	0.031312242
0.05	-0.12	96	0.5772741	0.0	0.0	0.5952943	4.170349e-06	3.3202258e-07	7.1922915e-07	0.034241095
0.05	-0.12	97	0.57701886	0.0	0.0	0.5953349	3.6356487e-06	2.695096e-07	5.930078e-07	0.03719506
