Feedback_Excitation	Feedback_Inhibition	Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0.06	-0.14	44	0.5942093	0.0	0.0	0.5930592	0.0062003196	0.004496661	0.005906223	0.005080538
0.06	-0.14	45	0.5950099	0.0	0.0	0.5941649	0.0053798934	0.0038440605	0.0050757695	0.0044510765
0.06	-0.14	46	0.59575105	0.0	0.0	0.5951841	0.0046639075	0.0032799684	0.0043541626	0.003901688
0.06	-0.14	47	0.5964383	0.0	0.0	0.59612423	0.0040398184	0.0027934308	0.0037285322	0.0034220486
0.06	-0.14	48	0.59707785	0.0	0.0	0.59699225	0.0034964534	0.0023746786	0.0031872895	0.0030031637
0.06	-0.14	49	0.59767586	0.0	0.0	0.5977968	0.0030238838	0.0020150251	0.0027200375	0.0026371998
0.06	-0.14	50	0.59823686	0.0	0.0	0.59854627	0.0026133081	0.0017067702	0.0023174854	0.002317337
0.06	-0.14	51	0.5987643	0.0	0.0	0.5992472	0.0022569408	0.001443108	0.0019713612	0.002037641
0.06	-0.14	52	0.5992608	0.0	0.0	0.5999045	0.0019479094	0.0012180416	0.0016743274	0.0017929474
0.06	-0.14	53	0.5997286	0.0	0.0	0.60052204	0.0016801595	0.0010263025	0.001419897	0.0015787645
0.06	-0.14	54	0.6001695	0.0	0.0	0.6011032	0.0014483882	0.00086324575	0.0012023539	0.0013911842
0.06	-0.14	55	0.6005877	0.0	0.0	0.6016507	0.0012479415	0.0007248262	0.0010166771	0.001226807
0.06	-0.14	56	0.600986	0.0	0.0	0.602167	0.001074735	0.0006075341	0.00085846963	0.0010826758
0.06	-0.14	57	0.6013661	0.0	0.0	0.6026543	0.0009251881	0.0005083279	0.00072389137	0.00095621723
0.06	-0.14	58	0.60172915	0.0	0.0	0.60311437	0.0007961666	0.0004245753	0.00060959446	0.00084518787
0.06	-0.14	59	0.60207397	0.0	0.0	0.6035491	0.00068493065	0.00035400156	0.0005126682	0.00074762997
0.06	-0.14	60	0.60239697	0.0	0.0	0.60396	0.00058908924	0.0002946448	0.0004305947	0.00066184264
0.06	-0.14	61	0.6026958	0.0	0.0	0.60434854	0.00050655886	0.00024481595	0.00036119972	0.00058634736
0.06	-0.14	62	0.60296893	0.0	0.0	0.60471606	0.00043552692	0.00020306397	0.0003026033	0.00051986205
0.06	-0.14	63	0.60321546	0.0	0.0	0.60506386	0.00037441863	0.00016814495	0.00025319	0.00046127135
0.06	-0.14	64	0.603435	0.0	0.0	0.60539293	0.00032186782	0.00013899471	0.00021157629	0.0004096025
0.06	-0.14	65	0.6036275	0.0	0.0	0.6057044	0.0002766909	0.000114705006	0.00017657838	0.0003640063
0.06	-0.14	66	0.60379326	0.0	0.0	0.60599935	0.00023786366	9.4502284e-05	0.00014718443	0.00032374094
0.06	-0.14	67	0.60393286	0.0	0.0	0.6062786	0.00020450083	7.772923e-05	0.00012253062	0.00028815804
0.06	-0.14	68	0.60404694	0.0	0.0	0.60654306	0.00017583638	6.382881e-05	0.00010188052	0.00025669055
0.06	-0.14	69	0.6041362	0.0	0.0	0.60679567	0.00015121039	5.2329644e-05	8.4607185e-05	0.00022884233
0.06	-0.14	70	0.60420156	0.0	0.0	0.60703844	0.00013005476	4.2833704e-05	7.017771e-05	0.00020417896
0.06	-0.14	71	0.604244	0.0	0.0	0.60727245	0.0001118806	3.5005683e-05	5.813979e-05	0.00018231997
0.06	-0.14	72	0.60426444	0.0	0.0	0.6074985	9.6267366e-05	2.8563709e-05	4.8110145e-05	0.00016293192
0.06	-0.14	73	0.60426384	0.0	0.0	0.60771704	8.285348e-05	2.3271356e-05	3.97645e-05	0.00014572246
0.06	-0.14	74	0.6042433	0.0	0.0	0.6079283	7.132791e-05	1.8930768e-05	3.282894e-05	0.0001304351
0.06	-0.14	75	0.6042037	0.0	0.0	0.6081323	6.142294e-05	1.5376743e-05	2.7072438e-05	0.00011684473
0.06	-0.14	76	0.6041461	0.0	0.0	0.6083292	5.290901e-05	1.247154e-05	2.2300455e-05	0.00010475361
0.06	-0.14	77	0.6040715	0.0	0.0	0.60851884	4.5588586e-05	1.0100617e-05	1.8349427e-05	9.398803e-05
0.06	-0.14	78	0.6039808	0.0	0.0	0.60870135	3.9292427e-05	8.168864e-06	1.5082042e-05	8.43952e-05
0.06	-0.14	79	0.60387486	0.0	0.0	0.60887665	3.3875167e-05	6.5974814e-06	1.2383205e-05	7.584072e-05
0.06	-0.14	80	0.6037547	0.0	0.0	0.6090448	2.9212368e-05	5.3212793e-06	1.0156577e-05	6.820626e-05
0.06	-0.14	81	0.60362107	0.0	0.0	0.6092059	2.5197576e-05	4.2864217e-06	8.321644e-06	8.995807e-05
0.06	-0.14	82	0.603475	0.0	0.0	0.60936004	2.1739643e-05	3.4485365e-06	6.811196e-06	0.0007978076
0.06	-0.14	83	0.60331714	0.0	0.0	0.6095073	1.8760453e-05	2.7711262e-06	5.5692312e-06	0.0021158075
0.06	-0.14	84	0.6031484	0.0	0.0	0.60964787	1.619302e-05	2.224232e-06	4.54915e-06	0.0039681997
0.06	-0.14	85	0.6029694	0.0	0.0	0.60978186	1.3979859e-05	1.7833099e-06	3.7122145e-06	0.0062871557
0.06	-0.14	86	0.60278094	0.0	0.0	0.60990965	1.2071614e-05	1.4282923e-06	3.0262697e-06	0.009012012
0.06	-0.14	87	0.60258377	0.0	0.0	0.6100312	1.0425886e-05	1.1428026e-06	2.4646629e-06	0.012088589
0.06	-0.14	88	0.6023785	0.0	0.0	0.61014676	9.006238e-06	9.13501e-07	2.0053305e-06	0.0154685695
0.06	-0.14	89	0.6021657	0.0	0.0	0.61025655	7.781343e-06	7.2954157e-07	1.6300274e-06	0.01910967
0.06	-0.14	90	0.6019461	0.0	0.0	0.6103608	6.7242595e-06	5.8212083e-07	1.323687e-06	0.022975078
0.06	-0.14	91	0.6017203	0.0	0.0	0.61045974	5.8118076e-06	4.6410548e-07	1.0738797e-06	0.027034134
0.06	-0.14	92	0.60148877	0.0	0.0	0.61055356	5.0240396e-06	3.6972475e-07	8.7037165e-07	0.031259708
0.06	-0.14	93	0.6012521	0.0	0.0	0.61064255	4.3437835e-06	2.9431723e-07	7.0474454e-07	0.03562783
0.06	-0.14	94	0.60101074	0.0	0.0	0.61072683	3.7562536e-06	2.3412338e-07	5.7008015e-07	0.040117316
0.06	-0.14	95	0.6007652	0.0	0.0	0.6108066	3.2487144e-06	1.8611509e-07	4.6069866e-07	0.04470944
0.06	-0.14	96	0.600516	0.0	0.0	0.61088204	2.8101947e-06	1.4785678e-07	3.7194152e-07	0.04938768
0.06	-0.14	97	0.60026354	0.0	0.0	0.6109534	2.4312405e-06	1.1739195e-07	2.999929e-07	0.054129366
0.06	-0.14	98	0.6000082	0.0	0.0	0.6110208	2.1037035e-06	9.315081e-08	2.4172928e-07	0.05891173
0.06	-0.14	99	0.5997504	0.0	0.0	0.6110846	1.8205583e-06	7.387533e-08	1.9459577e-07	0.063715994
0.06	-0.13	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.06	-0.13	1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.06	-0.13	2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
0.06	-0.13	3	0.2470504	0.0	0.0	0.2458204	0.0	0.0	0.0	0.0
0.06	-0.13	4	0.30147958	0.0	0.0	0.29990774	0.0	0.0	0.0	0.0
0.06	-0.13	5	0.34625405	0.0	0.0	0.34426326	0.0	0.0	0.0	0.0
0.06	-0.13	6	0.38283873	0.0	0.0	0.38060063	0.0	0.0	0.0	0.0
0.06	-0.13	7	0.41271487	0.0	0.0	0.4103508	0.0	0.0	0.0	0.0
0.06	-0.13	8	0.437078	0.0	0.0	0.4346773	0.0	0.0	0.0	0.0
0.06	-0.13	9	0.45692185	0.0	0.0	0.454545	0.0	0.0	0.0	0.0
0.06	-0.13	10	0.47307435	0.0	0.0	0.47075346	0.1	0.1	0.1	0.1
0.06	-0.13	11	0.4862153	0.0	0.0	0.48396617	0.18	0.18	0.18	0.18
0.06	-0.13	12	0.4969035	0.0	0.0	0.4947292	0.2438852	0.2399902	0.2438852	0.2399902
0.06	-0.13	13	0.5060519	0.0	0.0	0.50389594	0.29351264	0.28693777	0.29351264	0.28693777
0.06	-0.13	14	0.5140727	0.0	0.0	0.51187384	0.2632136	0.25586092	0.2632136	0.25586092
0.06	-0.13	15	0.5210866	0.0	0.0	0.51873803	0.235825	0.22777246	0.235825	0.22777246
0.06	-0.13	16	0.52719617	0.0	0.0	0.5245994	0.21114345	0.20255794	0.21114345	0.20255794
0.06	-0.13	17	0.53253055	0.0	0.0	0.5295858	0.18891147	0.17995796	0.18891147	0.17995796
0.06	-0.13	18	0.53720677	0.0	0.0	0.5338326	0.16890083	0.15972391	0.16890083	0.15972391
0.06	-0.13	19	0.54132926	0.0	0.0	0.53745687	0.1509113	0.14162897	0.1509113	0.14162897
0.06	-0.13	20	0.54497755	0.0	0.0	0.5405644	0.13475741	0.12546863	0.13475741	0.12546863
0.06	-0.13	21	0.5482117	0.0	0.0	0.5432431	0.12026842	0.11105651	0.12026842	0.11105651
0.06	-0.13	22	0.55108	0.0	0.0	0.54556817	0.10728775	0.09822246	0.10728775	0.09822246
0.06	-0.13	23	0.5539973	0.0	0.0	0.5479324	0.095621124	0.08674762	0.095621124	0.08674762
0.06	-0.13	24	0.55704284	0.0	0.0	0.55050504	0.08512305	0.07648743	0.08512305	0.07648743
0.06	-0.13	25	0.56011117	0.0	0.0	0.55323654	0.075684555	0.067328036	0.075684555	0.067328036
0.06	-0.13	26	0.5631194	0.0	0.0	0.5560454	0.06721406	0.059171014	0.06721406	0.059171014
0.06	-0.13	27	0.5660127	0.0	0.0	0.55885696	0.059638694	0.05194878	0.059638694	0.05194878
0.06	-0.13	28	0.56875455	0.0	0.0	0.56163037	0.052872926	0.04557724	0.052872926	0.04557724
0.06	-0.13	29	0.57132643	0.0	0.0	0.5643368	0.04683719	0.039967388	0.04683719	0.039967388
0.06	-0.13	30	0.57372886	0.0	0.0	0.5669553	0.041457687	0.035034936	0.041457687	0.035034936
0.06	-0.13	31	0.57596064	0.0	0.0	0.5694653	0.036665455	0.030701056	0.036665455	0.030701056
0.06	-0.13	32	0.5780288	0.0	0.0	0.5718583	0.032397486	0.026895143	0.032397486	0.026895143
0.06	-0.13	33	0.5799725	0.0	0.0	0.57418525	0.028595814	0.023544759	0.02858741	0.023558646
0.06	-0.13	34	0.5818097	0.0	0.0	0.5764604	0.025210181	0.020591717	0.025183259	0.020637963
0.06	-0.13	35	0.5835486	0.0	0.0	0.5786755	0.022196665	0.017986044	0.022142326	0.018082552
0.06	-0.13	36	0.58519375	0.0	0.0	0.58081174	0.019517517	0.015686631	0.019429276	0.015847264
0.06	-0.13	37	0.5867412	0.0	0.0	0.5828513	0.017139405	0.013658391	0.017013267	0.013892313
0.06	-0.13	38	0.58818597	0.0	0.0	0.5847847	0.015032186	0.011871018	0.014866675	0.012182458
0.06	-0.13	39	0.58952636	0.0	0.0	0.58660513	0.013167923	0.01029824	0.012963826	0.010686911
0.06	-0.13	40	0.5907637	0.0	0.0	0.5883093	0.011521427	0.00891684	0.011281213	0.00937872
0.06	-0.13	41	0.59190583	0.0	0.0	0.5898969	0.010069759	0.0077059995	0.009797147	0.008234288
0.06	-0.13	42	0.5929611	0.0	0.0	0.5913704	0.008791916	0.0066468692	0.00849155	0.0072329547
0.06	-0.13	43	0.5939366	0.0	0.0	0.5927341	0.0076687993	0.0057224203	0.0073458585	0.0063566417
0.06	-0.13	44	0.594839	0.0	0.0	0.5939938	0.00668309	0.004917269	0.0063429573	0.00558954
0.06	-0.13	45	0.5956741	0.0	0.0	0.59515613	0.0058191367	0.0042175357	0.0054670935	0.0049178493
0.06	-0.13	46	0.5964474	0.0	0.0	0.5962281	0.00506284	0.0036107255	0.004703912	0.0043295044
0.06	-0.13	47	0.5971664	0.0	0.0	0.597217	0.004401515	0.0030856289	0.0040403805	0.003813965
0.06	-0.13	48	0.597837	0.0	0.0	0.59813344	0.0038238384	0.0026322033	0.0034647183	0.0033620268
0.06	-0.13	49	0.59846365	0.0	0.0	0.59898543	0.0033197273	0.0022414804	0.002966319	0.0029656568
0.06	-0.13	50	0.59904814	0.0	0.0	0.5997795	0.002880222	0.0019054763	0.0025356724	0.0026178455
0.06	-0.13	51	0.5995882	0.0	0.0	0.60052073	0.0024973785	0.0016171072	0.0021642842	0.0023124786
0.06	-0.13	52	0.6000844	0.0	0.0	0.6012136	0.002164173	0.0013700987	0.0018445957	0.0020442226
0.06	-0.13	53	0.6005384	0.0	0.0	0.60186183	0.001874431	0.001158881	0.0015699039	0.0018084259
0.06	-0.13	54	0.60095143	0.0	0.0	0.60246885	0.0016227022	0.0009785854	0.0013342854	0.0016010314
0.06	-0.13	55	0.6013248	0.0	0.0	0.60303754	0.001404179	0.00082495995	0.0011325214	0.0014184999
0.06	-0.13	56	0.6016593	0.0	0.0	0.6035707	0.0012146273	0.0006942955	0.0009600281	0.0012577437
0.06	-0.13	57	0.6019562	0.0	0.0	0.60407066	0.001050323	0.0005833617	0.00081279053	0.0011160681
0.06	-0.13	58	0.6022165	0.0	0.0	0.6045398	0.0009079961	0.00048934994	0.00068730174	0.0009911213
0.06	-0.13	59	0.60244143	0.0	0.0	0.6049802	0.00078477943	0.00040982274	0.0005804984	0.0008808378
0.06	-0.13	60	0.6026323	0.0	0.0	0.6053936	0.00067816343	0.0003426692	0.00048970914	0.00078342506
0.06	-0.13	61	0.60279036	0.0	0.0	0.6057819	0.0005859546	0.00028606504	0.0004126286	0.0006973186
0.06	-0.13	62	0.6029169	0.0	0.0	0.6061466	0.00050623855	0.00023843707	0.0003472696	0.000621151
0.06	-0.13	63	0.6030134	0.0	0.0	0.60648924	0.00043734701	0.00019843165	0.00029192035	0.0005537262
0.06	-0.13	64	0.6030812	0.0	0.0	0.60681117	0.00037782776	0.00016488657	0.00024510786	0.0004939974
0.06	-0.13	65	0.6031218	0.0	0.0	0.6071156	0.00032641826	0.00013680628	0.00020556604	0.00044104748
0.06	-0.13	66	0.6031366	0.0	0.0	0.60740525	0.00028202214	0.000113339775	0.00017220809	0.00039407253
0.06	-0.13	67	0.6031269	0.0	0.0	0.60768175	0.00024368826	9.3761264e-05	0.00014410233	0.00035236756
0.06	-0.13	68	0.60309416	0.0	0.0	0.60794634	0.0002105922	7.745303e-05	0.00012045127	0.0003153138
0.06	-0.13	69	0.60303974	0.0	0.0	0.6081998	0.00018201995	6.389046e-05	0.00010057327	0.00028236804
0.06	-0.13	70	0.6029649	0.0	0.0	0.60844266	0.00015735364	5.262901e-05	8.388661e-05	0.0002530529
0.06	-0.13	71	0.6028709	0.0	0.0	0.60867524	0.00013605892	4.329268e-05	6.989559e-05	0.00022694866
0.06	-0.13	72	0.6027589	0.0	0.0	0.60889786	0.000117673946	3.556413e-05	5.8178448e-05	0.00020368624
0.06	-0.13	73	0.6026302	0.0	0.0	0.60911083	0.00010179973	2.9176044e-05	4.8376874e-05	0.00018294073
0.06	-0.13	74	0.602486	0.0	0.0	0.60931414	8.8091765e-05	2.390369e-05	4.0186933e-05	0.00016442595
0.06	-0.13	75	0.60232735	0.0	0.0	0.6095081	7.625269e-05	1.9558493e-05	3.3351185e-05	0.00014788969
0.06	-0.13	76	0.60215527	0.0	0.0	0.60969293	6.602585e-05	1.5982514e-05	2.7651891e-05	0.00019289747
0.06	-0.13	77	0.60197085	0.0	0.0	0.60986876	5.7189554e-05	1.3043749e-05	2.2905155e-05	0.0008548044
0.06	-0.13	78	0.601775	0.0	0.0	0.61003596	4.9552513e-05	1.0632042e-05	1.8955874e-05	0.002063018
0.06	-0.13	79	0.6015687	0.0	0.0	0.6101947	4.2949778e-05	8.655623e-06	1.567337e-05	0.003754001
0.06	-0.13	80	0.6013528	0.0	0.0	0.61034524	3.723917e-05	7.0381657e-06	1.2947719e-05	0.005870724
0.06	-0.13	81	0.6011282	0.0	0.0	0.61048794	3.229797e-05	5.7163043e-06	1.0686613e-05	0.008362049
0.06	-0.13	82	0.60089564	0.0	0.0	0.610623	2.8020704e-05	4.63748e-06	8.812628e-06	0.011182204
0.06	-0.13	83	0.6006559	0.0	0.0	0.6107508	2.4316712e-05	3.7581694e-06	7.260918e-06	0.014290301
0.06	-0.13	84	0.60040975	0.0	0.0	0.61087155	2.1107986e-05	3.042394e-06	5.977232e-06	0.017649837
0.06	-0.13	85	0.60015786	0.0	0.0	0.61098564	1.832735e-05	2.4604624e-06	4.916233e-06	0.021228274
0.06	-0.13	86	0.59990084	0.0	0.0	0.6110934	1.5916912e-05	1.987914e-06	4.0400787e-06	0.024996642
0.06	-0.13	87	0.59963936	0.0	0.0	0.61119497	1.38267515e-05	1.6046318e-06	3.3172107e-06	0.028929178
0.06	-0.13	88	0.599374	0.0	0.0	0.61129075	1.2013784e-05	1.294099e-06	2.7213414e-06	0.033003
0.06	-0.13	89	0.59910524	0.0	0.0	0.611381	1.0440814e-05	1.0427752e-06	2.2305933e-06	0.037197776
0.06	-0.13	90	0.5988337	0.0	0.0	0.611466	9.0757085e-06	8.3957934e-07	1.826768e-06	0.04149753
0.06	-0.13	91	0.5985598	0.0	0.0	0.61154604	7.890697e-06	6.754557e-07	1.494755e-06	0.04588848
0.06	-0.13	92	0.598284	0.0	0.0	0.6116213	6.8617683e-06	5.43015e-07	1.2220205e-06	0.050358202
0.06	-0.13	93	0.5980068	0.0	0.0	0.6116921	5.968152e-06	4.362364e-07	9.981809e-07	0.054888308
0.06	-0.13	94	0.5977285	0.0	0.0	0.6117586	5.191876e-06	3.5022077e-07	8.1463514e-07	0.059462942
0.06	-0.13	95	0.59744954	0.0	0.0	0.61182106	4.517383e-06	2.809869e-07	6.6426486e-07	0.06406842
0.06	-0.13	96	0.5971703	0.0	0.0	0.6118797	3.9312017e-06	2.2530362e-07	5.411843e-07	0.06869294
0.06	-0.13	97	0.59689105	0.0	0.0	0.6119348	3.421663e-06	1.805516e-07	4.405311e-07	0.07332632
0.06	-0.13	98	0.59661216	0.0	0.0	0.6119865	2.9786565e-06	1.4460996e-07	3.5829223e-07	0.07795979
0.06	-0.13	99	0.59633386	0.0	0.0	0.612035	2.5934196e-06	1.15763285e-07	2.9115867e-07	0.08258581
0.06	-0.12	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.06	-0.12	1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
0.06	-0.12	2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
0.06	-0.12	3	0.2470504	0.0	0.0	0.2458204	0.0	0.0	0.0	0.0
0.06	-0.12	4	0.30147958	0.0	0.0	0.29990774	0.0	0.0	0.0	0.0
0.06	-0.12	5	0.34625405	0.0	0.0	0.34426326	0.0	0.0	0.0	0.0
0.06	-0.12	6	0.38283873	0.0	0.0	0.38060063	0.0	0.0	0.0	0.0
0.06	-0.12	7	0.41271487	0.0	0.0	0.4103508	0.0	0.0	0.0	0.0
0.06	-0.12	8	0.437078	0.0	0.0	0.4346773	0.0	0.0	0.0	0.0
0.06	-0.12	9	0.45692185	0.0	0.0	0.454545	0.0	0.0	0.0	0.0
0.06	-0.12	10	0.47307435	0.0	0.0	0.47075346	0.1	0.1	0.1	0.1
0.06	-0.12	11	0.4862153	0.0	0.0	0.48396617	0.18	0.18	0.18	0.18
0.06	-0.12	12	0.4969035	0.0	0.0	0.4947292	0.2441476	0.2404576	0.2441476	0.2404576
0.06	-0.12	13	0.50606704	0.0	0.0	0.5039073	0.29423007	0.2880057	0.29423007	0.2880057
0.06	-0.12	14	0.51411843	0.0	0.0	0.5119052	0.26413077	0.2571582	0.26413077	0.2571582
0.06	-0.12	15	0.5211662	0.0	0.0	0.5187932	0.23694924	0.22929898	0.23694924	0.22929898
0.06	-0.12	16	0.5273144	0.0	0.0	0.52468103	0.21244767	0.20427519	0.21244767	0.20427519
0.06	-0.12	17	0.53268874	0.0	0.0	0.5296956	0.19036531	0.18182582	0.19036531	0.18182582
0.06	-0.12	18	0.53740853	0.0	0.0	0.53397155	0.17047325	0.1617037	0.17047325	0.1617037
0.06	-0.12	19	0.54157424	0.0	0.0	0.53762776	0.15257241	0.14368469	0.15257241	0.14368469
0.06	-0.12	20	0.54526365	0.0	0.0	0.54077005	0.13647993	0.12756774	0.13647993	0.12756774
0.06	-0.12	21	0.54853404	0.0	0.0	0.54348546	0.122027256	0.11317012	0.122027256	0.11317012
0.06	-0.12	22	0.5514326	0.0	0.0	0.54584706	0.10906059	0.1003256	0.10906059	0.1003256
0.06	-0.12	23	0.55438864	0.0	0.0	0.5482564	0.097395636	0.08882649	0.097395636	0.08882649
0.06	-0.12	24	0.5574718	0.0	0.0	0.55087733	0.08689004	0.07853098	0.08689004	0.07853098
0.06	-0.12	25	0.56057644	0.0	0.0	0.5536599	0.0774346	0.069325894	0.0774346	0.069325894
0.06	-0.12	26	0.5636183	0.0	0.0	0.55651814	0.06893715	0.061112843	0.06893715	0.061112843
0.06	-0.12	27	0.566538	0.0	0.0	0.5593722	0.061320893	0.053822212	0.061320893	0.053822212
0.06	-0.12	28	0.5692957	0.0	0.0	0.56217754	0.054501932	0.047371503	0.054501932	0.047371503
0.06	-0.12	29	0.57187146	0.0	0.0	0.56490207	0.048402786	0.041674946	0.048402786	0.041674946
0.06	-0.12	30	0.57426673	0.0	0.0	0.5675258	0.04295283	0.03665096	0.04295283	0.03665096
0.06	-0.12	31	0.5764837	0.0	0.0	0.57002866	0.03808593	0.03222293	0.03808593	0.03222293
0.06	-0.12	32	0.5785327	0.0	0.0	0.57240796	0.033741184	0.028322347	0.033741184	0.028322347
0.06	-0.12	33	0.58045983	0.0	0.0	0.5747229	0.02986246	0.024877725	0.029852869	0.024893206
0.06	-0.12	34	0.58228385	0.0	0.0	0.57699466	0.026399946	0.021831349	0.026369192	0.021882946
0.06	-0.12	35	0.58401215	0.0	0.0	0.5792144	0.023310421	0.019133521	0.023248443	0.019241448
0.06	-0.12	36	0.58564794	0.0	0.0	0.5813683	0.020556767	0.016743947	0.020456247	0.016924009
0.06	-0.12	37	0.58719385	0.0	0.0	0.58344245	0.01810606	0.014627912	0.017962657	0.014891095
0.06	-0.12	38	0.5886456	0.0	0.0	0.5854217	0.015928157	0.0127558485	0.015740657	0.013107586
0.06	-0.12	39	0.58999896	0.0	0.0	0.5872949	0.013995773	0.011102244	0.013765316	0.01154276
0.06	-0.12	40	0.5912574	0.0	0.0	0.5890552	0.012284264	0.009644512	0.01201363	0.010169603
0.06	-0.12	41	0.59242636	0.0	0.0	0.5906998	0.010771091	0.008362283	0.010464217	0.008964377
0.06	-0.12	42	0.5935111	0.0	0.0	0.59222925	0.00943551	0.0072369743	0.009097205	0.007906274
0.06	-0.12	43	0.59451663	0.0	0.0	0.5936465	0.008258447	0.0062515773	0.007894137	0.0069770557
0.06	-0.12	44	0.5954475	0.0	0.0	0.59495646	0.007222424	0.0053905346	0.0068378667	0.00616077
0.06	-0.12	45	0.5963018	0.0	0.0	0.5961652	0.0063116346	0.0046397527	0.005912634	0.0054434314
0.06	-0.12	46	0.5970822	0.0	0.0	0.5972804	0.0055118315	0.003986494	0.0051040077	0.0048127864
0.06	-0.12	47	0.59779125	0.0	0.0	0.5983124	0.004810182	0.0034192875	0.00439883	0.004258103
0.06	-0.12	48	0.59843135	0.0	0.0	0.59926915	0.004195209	0.002927816	0.003785155	0.0037699877
0.06	-0.12	49	0.5990052	0.0	0.0	0.6001575	0.0036566753	0.00250283	0.003252187	0.00334022
0.06	-0.12	50	0.59951836	0.0	0.0	0.600983	0.003185466	0.0021360642	0.0027902084	0.0029616093
0.06	-0.12	51	0.59997547	0.0	0.0	0.6017507	0.0027734975	0.0018201364	0.0023905085	0.0026278647
0.06	-0.12	52	0.6003802	0.0	0.0	0.60246485	0.002413632	0.00154846	0.0020453075	0.0023334823
0.06	-0.12	53	0.6007356	0.0	0.0	0.6031295	0.002099539	0.0013152397	0.0017476816	0.0020736451
0.06	-0.12	54	0.6010445	0.0	0.0	0.6037483	0.0018256084	0.001115381	0.001491494	0.0018441406
0.06	-0.12	55	0.6013092	0.0	0.0	0.6043247	0.0015868777	0.0009444118	0.0012713226	0.0016412846
0.06	-0.12	56	0.6015314	0.0	0.0	0.60486174	0.001378962	0.000798412	0.001082391	0.0014618539
0.06	-0.12	57	0.6017124	0.0	0.0	0.6053622	0.0011979929	0.00067395205	0.0009205032	0.0013030275
0.06	-0.12	58	0.60185385	0.0	0.0	0.60582864	0.0010405643	0.00056803727	0.0007819651	0.0011623483
0.06	-0.12	59	0.60195756	0.0	0.0	0.6062635	0.00090368016	0.00047805827	0.000663549	0.001037651
0.06	-0.12	60	0.6020255	0.0	0.0	0.60666907	0.0007847105	0.00040174616	0.00056245096	0.000927035
0.06	-0.12	61	0.6020598	0.0	0.0	0.6070473	0.0006813493	0.00033713243	0.00047624073	0.0008288351
0.06	-0.12	62	0.60206234	0.0	0.0	0.607402	0.00059157744	0.00028251307	0.00040281366	0.00074159127
0.06	-0.12	63	0.6020354	0.0	0.0	0.6077366	0.0005136291	0.00023641612	0.0003403487	0.0006640222
0.06	-0.12	64	0.60198087	0.0	0.0	0.6080533	0.000445962	0.00019757298	0.0002872722	0.00059500267
0.06	-0.12	65	0.6019007	0.0	0.0	0.6083539	0.00038723028	0.00016489267	0.00024222594	0.0005335438
0.06	-0.12	66	0.6017969	0.0	0.0	0.6086395	0.0003362607	0.00013743894	0.0002040392	0.0004787761
0.06	-0.12	67	0.60167134	0.0	0.0	0.608911	0.00029203144	0.00011441001	0.00017170428	0.00042993427
0.06	-0.12	68	0.60152566	0.0	0.0	0.6091691	0.00025365312	9.512069e-05	0.00014435507	0.0003863444
0.06	-0.12	69	0.6013617	0.0	0.0	0.6094144	0.0002203524	7.898661e-05	0.00012124821	0.00034741274
0.06	-0.12	70	0.60118103	0.0	0.0	0.6096473	0.00019145703	6.551037e-05	0.00010174662	0.0003126157
0.06	-0.12	71	0.60098517	0.0	0.0	0.60986817	0.00016638308	5.4269403e-05	8.5305095e-05	0.0007197197
0.06	-0.12	72	0.60077566	0.0	0.0	0.6100776	0.00014462354	4.4905388e-05	7.145771e-05	0.001674537
0.06	-0.12	73	0.6005538	0.0	0.0	0.610276	0.00012573838	3.711505e-05	5.9806756e-05	0.003111524
0.06	-0.12	74	0.60032105	0.0	0.0	0.6104637	0.00010934587	3.064215e-05	5.001324e-05	0.004971795
0.06	-0.12	75	0.6000786	0.0	0.0	0.61064106	9.511488e-05	2.5270581e-05	4.1788713e-05	0.0072025545
0.06	-0.12	76	0.5998275	0.0	0.0	0.61080855	8.275831e-05	2.0818377e-05	3.488809e-05	0.00975649
0.06	-0.12	77	0.599569	0.0	0.0	0.61096656	7.202725e-05	1.7132577e-05	2.9103412e-05	0.012591287
0.06	-0.12	78	0.5993042	0.0	0.0	0.6111156	6.270594e-05	1.4084811e-05	2.4258454e-05	0.015669137
0.06	-0.12	79	0.59903395	0.0	0.0	0.6112559	5.460738e-05	1.1567506e-05	2.0204046e-05	0.018956315
0.06	-0.12	80	0.5987593	0.0	0.0	0.611388	4.756917e-05	9.49067e-06	1.6814074e-05	0.022422742
0.06	-0.12	81	0.59848094	0.0	0.0	0.6115123	4.1450607e-05	7.77913e-06	1.3982023e-05	0.02604166
0.06	-0.12	82	0.59819984	0.0	0.0	0.6116291	3.6129943e-05	6.370165e-06	1.161803e-05	0.029789254
0.06	-0.12	83	0.5979167	0.0	0.0	0.6117389	3.1501706e-05	5.211524e-06	9.646355e-06	0.033644374
0.06	-0.12	84	0.5976323	0.0	0.0	0.61184204	2.7474392e-05	4.2597444e-06	8.003223e-06	0.03758826
