Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
3	0.2501008	0.0006	0.0006	0.2476408	0.0	0.0	0.0	0.0
4	0.30772805	0.0011575093	0.00146429	0.30459976	0.0	0.0	0.0	0.0
5	0.35715398	0.0018708012	0.0024426326	0.35263497	0.0	0.0	0.0	0.0
6	0.3984661	0.0025749987	0.0034491406	0.39319044	0.0	0.0	0.0	0.0
7	0.43348092	0.0033158073	0.0044436464	0.42747918	0.0	0.0	0.0	0.0
8	0.46298772	0.004061279	0.0054067494	0.45652676	0.0	0.0	0.0	0.0
9	0.48794237	0.0048114355	0.0063238987	0.4811954	0.0	0.0	0.0	0.0
10	0.50907815	0.0055573015	0.007187886	0.5022203	0.1	0.1	0.1	0.1
11	0.52704513	0.0062940978	0.007999122	0.5202226	0.18	0.18	0.18	0.18
12	0.54238755	0.00701783	0.008758085	0.5357203	0.2505928	0.2481328	0.2505928	0.2481328
13	0.5572446	0.008410826	0.009985553	0.55044985	0.31037983	0.3062883	0.31037983	0.3062883
14	0.5706835	0.010305319	0.011754684	0.5642508	0.2928972	0.2869581	0.2928972	0.2869581
15	0.5829925	0.012723289	0.013983115	0.57694876	0.28162086	0.2735912	0.28162086	0.2735912
16	0.59412724	0.015564112	0.016555343	0.58850604	0.27439675	0.26414675	0.27439675	0.26414675
17	0.6042509	0.018751012	0.019355468	0.59895897	0.27096692	0.25825277	0.27096692	0.25825277
18	0.61346704	0.022196364	0.022275519	0.6084038	0.27080923	0.25540653	0.27080923	0.25540653
19	0.6218785	0.025831997	0.025219264	0.61696744	0.27346078	0.25513986	0.27346078	0.25513986
20	0.62958467	0.029606113	0.028099671	0.62475145	0.27849787	0.25701421	0.27849787	0.25701421
21	0.6367122	0.033492967	0.030866532	0.63185453	0.28551984	0.26063025	0.28551984	0.26063025
22	0.64334655	0.037466068	0.03348644	0.63835716	0.29416016	0.26563352	0.29416016	0.26563352
23	0.65053654	0.04213709	0.036555424	0.6454072	0.30607826	0.27350736	0.30607826	0.27350736
24	0.65816605	0.047368836	0.039988633	0.6526866	0.3204893	0.28377655	0.3204893	0.28377655
25	0.66588235	0.052925497	0.043571074	0.65983504	0.33652848	0.29583672	0.33652848	0.29583672
26	0.67339385	0.058601063	0.047145486	0.66664165	0.35345912	0.30905294	0.35345912	0.30905294
27	0.6805124	0.06426504	0.050590362	0.6729986	0.37015405	0.32241672	0.37015405	0.32241672
28	0.6871309	0.06983183	0.053778	0.6788311	0.3863	0.3355938	0.3863	0.3355938
29	0.69320774	0.07525682	0.05663214	0.68410957	0.40170032	0.34836492	0.40170032	0.34836492
30	0.69875646	0.08055343	0.05911818	0.68884057	0.41623136	0.36055714	0.41623136	0.36055714
31	0.7037915	0.08572771	0.0612165	0.69305474	0.42983353	0.3720514	0.42983353	0.3720514
32	0.70834017	0.09079927	0.06292595	0.6967931	0.44249365	0.3827895	0.44249365	0.3827895
33	0.7125773	0.095813975	0.06430499	0.7003566	0.45449924	0.39276847	0.4543417	0.39331567
34	0.7165323	0.10078343	0.06549524	0.70381093	0.46595025	0.40193868	0.46527445	0.40371525
35	0.7201788	0.10569734	0.06664236	0.70710814	0.47684324	0.4102314	0.4752189	0.41394657
36	0.72347975	0.110534005	0.067774385	0.7101797	0.4870548	0.417586	0.4841625	0.42392784
37	0.72642696	0.11527866	0.06888769	0.71298677	0.4965122	0.42400002	0.49213645	0.43355954
38	0.72903097	0.11993023	0.06996562	0.7155232	0.5052283	0.42952386	0.49923187	0.44275624
39	0.73131907	0.12450082	0.070989795	0.7177907	0.51323897	0.43423215	0.5055562	0.45144868
40	0.7333251	0.12900977	0.07194659	0.7198019	0.520595	0.43821362	0.51120615	0.45958838
41	0.7350855	0.13348871	0.07282821	0.7215737	0.5273546	0.44157594	0.5162703	0.46714878
42	0.73664224	0.13797033	0.07363356	0.72312427	0.5335822	0.44441417	0.5208481	0.47414827
43	0.7380232	0.14247987	0.074375734	0.7244723	0.5393312	0.4468038	0.5250179	0.4806138
44	0.73925424	0.14703807	0.075065225	0.7256365	0.5446652	0.44882995	0.52883875	0.48657352
45	0.7403585	0.15166181	0.07571088	0.72663677	0.5496309	0.45055544	0.53235835	0.49205336
46	0.74135214	0.15636444	0.07632693	0.7274953	0.55427897	0.4520344	0.53562677	0.49709618
47	0.74225235	0.16115454	0.07693769	0.7282299	0.5586493	0.45330766	0.5386865	0.50175095
48	0.7430709	0.16603883	0.07756407	0.7288567	0.5627738	0.4544057	0.5415661	0.506054
49	0.74381876	0.17102115	0.078221954	0.72939575	0.56668025	0.45535475	0.54428524	0.51003426
50	0.7445021	0.17610258	0.07892296	0.72986144	0.5704038	0.45618355	0.5468594	0.5137165
51	0.7451253	0.18128303	0.079676226	0.73026705	0.5739708	0.45691237	0.54930085	0.51712275
52	0.7456919	0.18656182	0.08048873	0.73062575	0.5774019	0.45756257	0.5516199	0.52027285
53	0.7462051	0.191938	0.08136508	0.7309458	0.58071864	0.45818618	0.55382496	0.5231849
54	0.7466676	0.19741027	0.08230851	0.7312329	0.58393216	0.4588129	0.5559231	0.52587545
55	0.74708176	0.20297688	0.08332156	0.73149097	0.58704644	0.45945925	0.55792016	0.5283598
56	0.7474494	0.20863591	0.08440612	0.731723	0.59006286	0.46013406	0.55982196	0.530652
57	0.74777865	0.21438816	0.085564286	0.73193127	0.59298193	0.46084154	0.5616538	0.532765
58	0.7480771	0.22023275	0.086801544	0.7321177	0.59580404	0.46158272	0.56344604	0.5347079
59	0.7483552	0.22616656	0.08812339	0.7322843	0.5985292	0.46235624	0.5652143	0.53648645
60	0.7486181	0.23218215	0.08953363	0.73243463	0.60115665	0.46315837	0.56696594	0.5381049
61	0.7488756	0.23827009	0.09103456	0.73257077	0.6036844	0.46398348	0.5687036	0.5395676
62	0.749131	0.24441737	0.09263138	0.7326942	0.6061094	0.46482453	0.57042706	0.540879
63	0.749385	0.25061	0.094328016	0.73280567	0.6084287	0.46567422	0.57213426	0.5420436
64	0.7496369	0.25683418	0.096127406	0.7329056	0.6106403	0.4665255	0.573822	0.5430659
65	0.74988604	0.26307687	0.09803214	0.7329959	0.6127506	0.46737158	0.5755092	0.54397476
66	0.75013137	0.26932582	0.10004441	0.7330816	0.6147684	0.46820456	0.57720363	0.54479086
67	0.75037146	0.2755689	0.10216527	0.7331701	0.6166971	0.46901563	0.5789048	0.5455276
68	0.75060487	0.28179452	0.10439573	0.7332661	0.6185378	0.46979752	0.5806086	0.54619384
69	0.75083286	0.2879919	0.10673968	0.73337185	0.6202903	0.47054523	0.58230925	0.54679626
70	0.7510594	0.29415068	0.10919984	0.7334878	0.6219538	0.47125474	0.58400065	0.54733974
71	0.7512856	0.3002602	0.111774825	0.73361325	0.62352747	0.47192127	0.5856766	0.5478282
72	0.75151086	0.30630967	0.114461824	0.7337471	0.6250108	0.47254008	0.5873314	0.5482649
73	0.7517337	0.31228888	0.11725799	0.73388785	0.6264268	0.4731391	0.58895993	0.5486525
74	0.7519528	0.31818852	0.120160565	0.7340341	0.6277853	0.47373244	0.5905572	0.548993
75	0.75216687	0.3240003	0.12316515	0.73418456	0.6290896	0.4743263	0.5921186	0.5492878
76	0.75237465	0.32971692	0.1262664	0.7343378	0.63033986	0.47492233	0.5936403	0.54953814
77	0.75257504	0.33533126	0.12945911	0.73449284	0.63153523	0.47551927	0.5951191	0.5497452
78	0.75276697	0.34083632	0.13274296	0.7346487	0.63267434	0.4761143	0.59655213	0.54990995
79	0.7529496	0.34622556	0.13612026	0.7348046	0.6337559	0.47670355	0.59793735	0.5500334
80	0.75312275	0.35149318	0.13959181	0.73495966	0.634779	0.4772826	0.59927297	0.55011636
81	0.7532928	0.35663396	0.14315742	0.7351134	0.6357425	0.4778467	0.60055774	0.55015975
82	0.7534621	0.3616423	0.14681551	0.73526514	0.63664615	0.4783911	0.6017916	0.5501653
83	0.75363064	0.36651298	0.150564	0.7354145	0.637504	0.4789313	0.60298455	0.55014575
84	0.7537977	0.3712415	0.15440062	0.735561	0.63832295	0.47947544	0.6041415	0.55010915
85	0.75396216	0.37582436	0.15832306	0.7357044	0.6391061	0.480027	0.60526454	0.55006087
86	0.75412285	0.38025895	0.16233471	0.7358444	0.63985467	0.48058662	0.60635465	0.55000424
87	0.75427854	0.38454357	0.16643731	0.7359806	0.64056903	0.48115334	0.6074122	0.54994154
88	0.7544284	0.3886773	0.17063144	0.73611283	0.64124924	0.48172504	0.60843736	0.54987407
89	0.75457144	0.3926599	0.17491686	0.736241	0.6418952	0.48229915	0.6094303	0.54980266
90	0.75470704	0.3964919	0.17929271	0.73636496	0.6425067	0.48287272	0.6103914	0.54972786
91	0.75483453	0.4001742	0.18375756	0.73648447	0.64308405	0.48344284	0.611321	0.5496499
92	0.7549535	0.40370828	0.18830949	0.7365993	0.6436274	0.48400658	0.61221963	0.5495688
93	0.75506365	0.40709606	0.1929463	0.7367091	0.64413714	0.48456112	0.61308813	0.5494843
94	0.7551646	0.4103397	0.19766511	0.73681366	0.6446136	0.48510385	0.6139272	0.54939634
95	0.7552563	0.41344172	0.20246258	0.7369126	0.64505744	0.48563874	0.61473775	0.5493045
96	0.75533843	0.41640478	0.20733507	0.7370059	0.6454689	0.48617318	0.6155208	0.54920846
97	0.7554109	0.41923183	0.21227878	0.7370932	0.6458481	0.4867122	0.6162773	0.5491078
98	0.75547373	0.4219258	0.21729068	0.7371745	0.64619505	0.48725897	0.6170084	0.54900193
99	0.75552696	0.4244899	0.22236836	0.7372496	0.6465111	0.48781556	0.6177151	0.5488903
