Cycle	/p/|pl^g	/b/|pl^g	/p/|bl^S	/b/|bl^S	/p/|#l^g	/b/|#l^g	/p/|#l^S	/b/|#l^S
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	0.1	0.0	0.0	0.1	0.0	0.0	0.0	0.0
2	0.18	0.0	0.0	0.18	0.0	0.0	0.0	0.0
3	0.2495924	0.00055	0.00055	0.2473374	0.0	0.0	0.0	0.0
4	0.3066888	0.0010610784	0.0013423081	0.30381885	0.0	0.0	0.0	0.0
5	0.35533732	0.0017011913	0.0022301718	0.3512424	0.0	0.0	0.0	0.0
6	0.39586937	0.0023312697	0.0031332276	0.39109814	0.0	0.0	0.0	0.0
7	0.43001938	0.0029852656	0.004014966	0.42463338	0.0	0.0	0.0	0.0
8	0.45867428	0.0036369094	0.004854733	0.45289963	0.0	0.0	0.0	0.0
9	0.4827768	0.004282252	0.005640136	0.4767785	0.0	0.0	0.0	0.0
10	0.5030861	0.0049142432	0.006368617	0.49701846	0.1	0.1	0.1	0.1
11	0.52025616	0.0055312677	0.0070402883	0.51424336	0.18	0.18	0.18	0.18
12	0.5348315	0.00613243	0.0076607172	0.5289776	0.2500434	0.2477884	0.2500434	0.2477884
13	0.548804	0.007309458	0.008657247	0.5428385	0.3091215	0.30536756	0.3091215	0.30536756
14	0.5614544	0.008935437	0.010123253	0.55576915	0.29058588	0.28514555	0.29058588	0.28514555
15	0.57299936	0.011013849	0.0119977	0.5676229	0.27794522	0.27060091	0.27794522	0.27060091
16	0.5834434	0.01345106	0.014185293	0.57837415	0.26918116	0.25983247	0.26918116	0.25983247
17	0.5929183	0.016161826	0.016572522	0.5880608	0.26401192	0.2524582	0.26401192	0.2524582
18	0.60152197	0.019059872	0.019055782	0.5967741	0.26193908	0.24799898	0.26193908	0.24799898
19	0.60935724	0.022078497	0.021544734	0.6046423	0.26252276	0.24600889	0.26252276	0.24600889
20	0.6165386	0.025165917	0.023966398	0.61177516	0.2653636	0.24607465	0.2653636	0.24607465
21	0.62316626	0.02828724	0.026271585	0.6182666	0.2700888	0.2478246	0.2700888	0.2478246
22	0.62931573	0.03141663	0.028425643	0.6241915	0.27636003	0.25094047	0.27636003	0.25094047
23	0.63597023	0.03513273	0.030913888	0.6306355	0.28576738	0.25681534	0.28576738	0.25681534
24	0.64304256	0.039342485	0.03368231	0.6373686	0.29761392	0.2650168	0.29761392	0.2650168
25	0.65023196	0.04385563	0.036543746	0.6440608	0.31111822	0.2750121	0.31111822	0.2750121
26	0.657262	0.048451122	0.03940092	0.65051794	0.32559997	0.28622484	0.32559997	0.28622484
27	0.6639544	0.052982785	0.04213374	0.65660006	0.33998168	0.2977137	0.33998168	0.2977137
28	0.6702046	0.05737438	0.04464695	0.6622215	0.35396487	0.30916312	0.35396487	0.30916312
29	0.67596513	0.0615923	0.04685625	0.6673434	0.3673684	0.32036707	0.3673684	0.32036707
30	0.68123746	0.06564686	0.048705496	0.6719609	0.3800671	0.3311555	0.3800671	0.3311555
31	0.68603194	0.06954467	0.050191794	0.6761021	0.39199293	0.34140712	0.39199293	0.34140712
32	0.6903753	0.073305935	0.051335756	0.6798092	0.4031211	0.35104358	0.4031211	0.35104358
33	0.6944355	0.0769721	0.05217415	0.6833636	0.41373414	0.36004364	0.41357365	0.36057395
34	0.6982453	0.08055297	0.052812852	0.6868223	0.42393398	0.36834052	0.4232461	0.37007278
35	0.70177966	0.08403522	0.05338455	0.6901455	0.4336999	0.3758368	0.43206593	0.3794775
36	0.7049748	0.08739195	0.053947613	0.6932676	0.44288447	0.38243026	0.43999267	0.38870978
37	0.7078171	0.09061029	0.054509986	0.6961547	0.45140126	0.38811573	0.44703627	0.3976746
38	0.7103183	0.093690485	0.05506482	0.6987872	0.4592362	0.39293972	0.45324454	0.4062866
39	0.7125042	0.09664429	0.055595916	0.70115876	0.46642274	0.39697674	0.45870468	0.41447908
40	0.7144065	0.09949014	0.05608502	0.7032746	0.47300357	0.4003107	0.46351218	0.42220894
41	0.71605885	0.10225048	0.05651484	0.70514756	0.47902814	0.40302876	0.4677633	0.42944804
42	0.71749353	0.10494941	0.056882787	0.70679414	0.48454726	0.4052148	0.47155005	0.43619266
43	0.71874547	0.10761124	0.057187695	0.70823264	0.48960713	0.40694368	0.4749446	0.44244224
44	0.7198497	0.11025849	0.05742968	0.70948243	0.49426386	0.40829992	0.4780057	0.4482007
45	0.72082835	0.11291745	0.057614487	0.7105628	0.49856582	0.40935636	0.48078382	0.45347804
46	0.72170234	0.11560951	0.057747178	0.7114923	0.50255275	0.4101726	0.48332688	0.45829794
47	0.72249556	0.11835086	0.05784095	0.7122905	0.50626314	0.41079676	0.48567396	0.46268517
48	0.72322196	0.12115315	0.057913337	0.7129761	0.5097307	0.41126686	0.48785728	0.46666402
49	0.723889	0.12402424	0.05797804	0.71356404	0.5129931	0.41161382	0.4899034	0.47026452
50	0.72450507	0.12697089	0.058046117	0.7140694	0.5160799	0.41186157	0.49183297	0.47353548
51	0.7250802	0.12999707	0.058128234	0.71450734	0.51901656	0.41202867	0.49366838	0.4765143
52	0.7256191	0.13310291	0.05823318	0.71489406	0.52182925	0.41212872	0.4954248	0.4792304
53	0.72612405	0.13628694	0.058367513	0.7152399	0.52454674	0.41217116	0.4971132	0.48170775
54	0.72659683	0.13954724	0.05853641	0.7155515	0.52719176	0.41216218	0.49874774	0.4839665
55	0.72703826	0.14288148	0.058745805	0.7158338	0.5297804	0.4121055	0.5003423	0.48602325
56	0.72744906	0.14628841	0.059001267	0.71608996	0.53232497	0.41200534	0.5019052	0.48789155
57	0.7278302	0.14976855	0.059306238	0.71632254	0.53483504	0.41186464	0.5034412	0.48958316
58	0.7281822	0.15332195	0.05966267	0.71653736	0.53731817	0.41168565	0.5049531	0.49110833
59	0.7285061	0.15694849	0.060071025	0.7167393	0.5397804	0.41147017	0.506442	0.49247628
60	0.72880256	0.16064788	0.060530886	0.7169313	0.5422265	0.41121957	0.5079082	0.49369526
61	0.7290791	0.16441986	0.061041474	0.7171152	0.5446602	0.41094875	0.5093512	0.49477276
62	0.72934127	0.16826138	0.06160294	0.7172923	0.5470826	0.41068488	0.51076984	0.49571556
63	0.72959137	0.17216735	0.062217187	0.71746385	0.5494914	0.41044486	0.5121626	0.4965298
64	0.72983	0.17613201	0.06288316	0.7176322	0.55188286	0.4102388	0.5135305	0.49722105
65	0.7300614	0.18014959	0.063597746	0.71779907	0.5542525	0.4100789	0.5148832	0.4977943
66	0.73028886	0.18421401	0.06435705	0.71796966	0.55659544	0.40997207	0.516236	0.498253
67	0.7305137	0.1883193	0.06515698	0.7181461	0.55890715	0.4099238	0.51759636	0.49859887
68	0.73073596	0.19245924	0.06599363	0.71832913	0.56118363	0.4099369	0.5189669	0.49883258
69	0.7309549	0.19662762	0.06686345	0.7185185	0.56342846	0.4100121	0.5203473	0.49895424
70	0.7311696	0.2008184	0.06776315	0.7187135	0.5656468	0.41014647	0.52173537	0.4989638
71	0.7313789	0.20502593	0.06868982	0.7189132	0.5678387	0.41033432	0.5231379	0.49887174
72	0.731582	0.2092448	0.06964142	0.7191167	0.57000166	0.41056874	0.52455646	0.49868563
73	0.7317779	0.21346991	0.07061649	0.7193228	0.5721321	0.41084236	0.52598864	0.49841022
74	0.7319665	0.21769634	0.07161353	0.7195307	0.57422614	0.41114783	0.52743024	0.49804857
75	0.73215187	0.22191925	0.072631106	0.7197397	0.5762799	0.4114781	0.52887607	0.4976026
76	0.7323351	0.22613227	0.07366791	0.7199489	0.5782898	0.41182634	0.53032064	0.49707347
77	0.7325157	0.23032807	0.07472282	0.7201576	0.58025265	0.41218612	0.53175867	0.4964618
78	0.7326927	0.23449898	0.07579483	0.7203654	0.58216554	0.41255122	0.5331849	0.49576777
79	0.7328646	0.23863709	0.07688314	0.7205716	0.58402604	0.41291586	0.53459436	0.49499127
80	0.7330301	0.24273452	0.07799241	0.7207757	0.58583206	0.41327456	0.53598267	0.49413186
81	0.73318756	0.24678361	0.07912626	0.7209773	0.58758175	0.41362205	0.5373456	0.49318874
82	0.7333359	0.25077695	0.08028732	0.72117573	0.5892737	0.41395342	0.53868574	0.4921679
83	0.7334739	0.25470728	0.08147752	0.72137046	0.59090674	0.41426396	0.5400172	0.49108848
84	0.7336005	0.2585677	0.08269824	0.7215612	0.59248	0.41454917	0.5413471	0.4899642
85	0.73372424	0.2623782	0.083950415	0.72174746	0.59399265	0.41480467	0.5426782	0.48880488
86	0.73384976	0.26615337	0.08523457	0.721929	0.5954443	0.4150263	0.5440107	0.48761755
87	0.7339784	0.26990125	0.086550966	0.7221057	0.59683466	0.41520998	0.5453436	0.4864074
88	0.73411	0.27362514	0.087899685	0.72227716	0.5981684	0.41535902	0.54667485	0.48517802
89	0.7342435	0.2773252	0.08928065	0.7224436	0.5994661	0.41550058	0.54800224	0.48393208
90	0.73438126	0.28099957	0.0906937	0.72260463	0.60073876	0.41565135	0.54932344	0.48267138
91	0.7345263	0.28464472	0.09213856	0.72276026	0.601994	0.41582128	0.5506362	0.4813971
92	0.7346792	0.28825617	0.09361532	0.7229105	0.6032352	0.41601557	0.55193835	0.48011
93	0.73483956	0.29182887	0.09512487	0.7230555	0.60446364	0.41623637	0.553228	0.4788104
94	0.735006	0.29535776	0.096667826	0.7231951	0.60567915	0.4164837	0.5545035	0.4774984
95	0.735177	0.29883787	0.09824464	0.7233294	0.60688096	0.41675618	0.55576336	0.47617382
96	0.73535126	0.30226454	0.09985559	0.72345847	0.60806787	0.41705143	0.5570063	0.47483623
97	0.7355275	0.3056335	0.10150085	0.7235824	0.60923874	0.41736647	0.55823135	0.4734851
98	0.7357044	0.30894077	0.10318044	0.7237011	0.61039245	0.41769788	0.55943775	0.4721197
99	0.735881	0.31218293	0.104894295	0.7238149	0.6115278	0.418042	0.56062484	0.4707468
