4,Sild,tild,Suld,Sibd,Sils
4,^gli,ugli,^tli,^gdi,^gla
4,^pil,apil,^ril,^pul,^piS
4,baks,taks,buks,baSs,bakg
4,bust,Sust,b^st,bupt,busS
4,duti,buti,d^ti,duri,dut^
4,grit,drit,gbit,gr^t,gril
4,list,gist,lust,lirt,lisr
4,skru,pkru,spru,skgu,skr^
4,skul,gkul,srul,skal,skub
