TARGET	LEX	AWP	AGSD	LUCEK	ACT	AccType	Acc	RT	RTlength	Length	UP	RTup	TARGET	COH	NB	RHY1	RHY2	EMBED	xEMBED	COHshort	COHlong	COHeq	DEL	ADD	SUB
bust	slex	0.3	0	20	Activation	Diff	1	37	29	4	3	6	bust	2	3	1	8	1	1	1	0	1	1	0	2
bust	slex	0.3	0	20	Activation	CDiff	1	55	29	4	3	6	bust	2	3	1	8	1	1	1	0	1	1	0	2
bust	slex	0.3	0	20	Probability	Peak	1	95	29	4	3	6	bust	2	3	1	8	1	1	1	0	1	1	0	2
bust	slex	0.3	0	20	Probability	Max	1	30	29	4	3	6	bust	2	3	1	8	1	1	1	0	1	1	0	2
bust	slex	0.3	0	20	Probability	Abz	1	41	29	4	3	6	bust	2	3	1	8	1	1	1	0	1	1	0	2
bust	slex	0.3	0	20	Probability	Diff	1	35	29	4	3	6	bust	2	3	1	8	1	1	1	0	1	1	0	2
bust	slex	0.3	0	20	Probability	CDiff	1	41	29	4	3	6	bust	2	3	1	8	1	1	1	0	1	1	0	2
but	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Activation	Max	1	27	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Activation	Abz	1	45	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Activation	Diff	1	42	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Probability	Max	1	27	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Probability	Abz	1	46	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Probability	Diff	1	35	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
but	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	but	2	7	4	48	1	1	0	1	1	0	1	6
bxbxl	slex	0.3	0	20	Activation	Peak	1	87	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Activation	Max	1	33	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Activation	Abz	1	42	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Activation	Diff	1	44	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Activation	CDiff	1	52	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Probability	Peak	1	87	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Probability	Max	1	33	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Probability	Abz	1	43	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Probability	Diff	1	38	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxbxl	slex	0.3	0	20	Probability	CDiff	1	44	35	5	3	12	bxbxl	4	2	3	6	2	2	3	0	1	0	0	2
bxk	slex	0.3	0	20	Activation	Peak	1	66	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Activation	Abz	1	45	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Activation	Diff	1	42	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Activation	CDiff	1	57	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Probability	Abz	1	46	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Probability	Diff	1	35	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxk	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	bxk	4	6	5	22	2	1	0	1	3	0	0	6
bxs	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Activation	Abz	1	44	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Activation	Diff	1	42	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Activation	CDiff	1	56	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Probability	Abz	1	45	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Probability	Diff	1	35	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxs	slex	0.3	0	20	Probability	CDiff	1	46	23	3	3	0	bxs	4	4	3	10	3	1	0	1	3	1	0	3
bxt	slex	0.3	0	20	Activation	Peak	1	66	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Activation	Abz	1	44	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Activation	Diff	1	43	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Activation	CDiff	1	57	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Probability	Abz	1	46	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Probability	Diff	1	35	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
bxt	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	bxt	4	8	4	48	2	1	0	1	3	0	0	8
dal	slex	0.3	0	20	Activation	Peak	1	66	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Activation	Max	1	25	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Activation	Abz	1	45	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Activation	Diff	1	39	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Activation	CDiff	1	59	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Probability	Max	1	25	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Probability	Abz	1	46	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Probability	Diff	1	36	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dal	slex	0.3	0	20	Probability	CDiff	1	50	23	3	3	0	dal	4	4	1	29	1	1	0	2	2	0	0	4
dark	slex	0.3	0	20	Activation	Peak	1	100	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Activation	Max	1	33	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Activation	Abz	1	47	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Activation	Diff	1	42	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Activation	CDiff	1	61	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Probability	Peak	1	100	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Probability	Max	1	33	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Probability	Abz	1	47	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Probability	Diff	1	38	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dark	slex	0.3	0	20	Probability	CDiff	1	48	29	4	4	0	dark	4	5	5	5	3	1	2	0	2	1	0	4
dart	slex	0.3	0	20	Activation	Peak	1	100	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Activation	Max	1	32	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Activation	Abz	1	46	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Activation	Diff	1	42	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Activation	CDiff	1	60	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Probability	Peak	1	100	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Probability	Max	1	32	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Probability	Abz	1	46	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Probability	Diff	1	38	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dart	slex	0.3	0	20	Probability	CDiff	1	47	29	4	4	0	dart	4	5	5	5	3	1	2	0	2	2	0	3
dat	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Activation	Abz	1	45	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Activation	Diff	1	43	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Activation	CDiff	1	57	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Probability	Abz	1	46	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Probability	Diff	1	36	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
dat	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	dat	4	7	9	48	1	1	0	2	2	0	1	6
did	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Activation	Abz	1	46	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Activation	Diff	1	44	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Probability	Abz	1	47	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Probability	Diff	1	36	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
did	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	did	3	6	6	19	1	2	0	0	3	0	0	6
dil	slex	0.3	0	20	Activation	Peak	1	64	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Activation	Max	1	25	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Activation	Abz	1	43	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Activation	Diff	1	40	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Activation	CDiff	1	59	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Probability	Max	1	25	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Probability	Abz	1	44	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Probability	Diff	1	35	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dil	slex	0.3	0	20	Probability	CDiff	1	46	23	3	3	0	dil	3	7	5	29	1	1	0	0	3	0	0	7
dip	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Activation	Abz	1	45	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Activation	Diff	1	44	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Activation	CDiff	1	57	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Probability	Abz	1	47	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Probability	Diff	1	36	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
dip	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	dip	3	6	7	21	1	1	0	0	3	0	0	6
drap	slex	0.3	0	20	Activation	Peak	1	98	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Activation	Max	1	31	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Activation	Abz	1	42	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Activation	Diff	1	36	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Activation	CDiff	1	56	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Probability	Peak	1	98	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Probability	Max	1	31	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Probability	Abz	1	42	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Probability	Diff	1	35	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
drap	slex	0.3	0	20	Probability	CDiff	1	44	29	4	3	6	drap	3	2	2	7	1	1	1	0	2	0	0	2
dru	slex	0.3	0	20	Activation	Peak	1	65	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Activation	Max	1	22	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Activation	Abz	1	41	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Activation	Diff	1	33	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Probability	Peak	1	97	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Probability	Max	1	22	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Probability	Abz	1	41	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Probability	Diff	1	33	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
dru	slex	0.3	0	20	Probability	CDiff	1	43	23	3	3	0	dru	3	5	5	11	1	1	0	2	1	1	0	4
drxg	slex	0.3	0	20	Activation	Peak	1	93	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Activation	Max	1	27	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Activation	Abz	1	40	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Activation	Diff	1	34	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Activation	CDiff	1	53	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Probability	Peak	1	93	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Probability	Max	1	27	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Probability	Abz	1	40	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Probability	Diff	1	34	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
drxg	slex	0.3	0	20	Probability	CDiff	1	41	29	4	3	6	drxg	3	2	2	4	2	1	1	0	2	0	0	2
du	slex	0.3	0	20	Activation	Peak	1	73	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Activation	Max	1	17	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Activation	Abz	1	62	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Activation	Diff	1	43	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Activation	CDiff	1	56	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Probability	Peak	1	77	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Probability	Max	1	17	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Probability	Abz	1	61	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Probability	Diff	1	35	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
du	slex	0.3	0	20	Probability	CDiff	1	49	17	2	2	0	du	2	4	4	1	1	3	0	1	1	0	1	3
duti	slex	0.3	0	20	Activation	Peak	1	98	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Activation	Max	1	35	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Activation	Abz	1	43	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Activation	Diff	1	48	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Activation	CDiff	1	55	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Probability	Peak	1	98	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Probability	Max	1	35	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Probability	Abz	1	47	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Probability	Diff	1	38	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
duti	slex	0.3	0	20	Probability	CDiff	1	45	29	4	3	6	duti	2	1	1	5	3	1	1	0	1	0	0	1
dxbxl	slex	0.3	0	20	Activation	Peak	1	86	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Activation	Max	1	32	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Activation	Abz	1	42	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Activation	Diff	1	44	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Activation	CDiff	1	52	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Probability	Peak	1	86	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Probability	Max	1	32	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Probability	Abz	1	43	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Probability	Diff	1	38	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxbxl	slex	0.3	0	20	Probability	CDiff	1	43	35	5	3	12	dxbxl	4	2	3	6	2	1	3	0	1	0	0	2
dxk	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Activation	Abz	1	44	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Activation	Diff	1	42	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Activation	CDiff	1	56	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Probability	Abz	1	45	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Probability	Diff	1	35	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxk	slex	0.3	0	20	Probability	CDiff	1	46	23	3	3	0	dxk	4	5	5	22	2	2	0	2	2	0	0	5
dxl	slex	0.3	0	20	Activation	Peak	1	64	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Activation	Max	1	23	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Activation	Abz	1	41	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Activation	Diff	1	34	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Activation	CDiff	1	57	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Probability	Peak	1	96	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Probability	Max	1	23	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Probability	Abz	1	41	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Probability	Diff	1	33	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxl	slex	0.3	0	20	Probability	CDiff	1	42	23	3	3	0	dxl	4	4	1	29	2	2	0	2	2	0	0	4
dxst	slex	0.3	0	20	Activation	Peak	1	99	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Activation	Max	1	30	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Activation	Abz	1	40	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Activation	Diff	1	38	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Activation	CDiff	1	54	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Probability	Peak	1	99	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Probability	Max	1	30	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Probability	Abz	1	41	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Probability	Diff	1	35	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
dxst	slex	0.3	0	20	Probability	CDiff	1	41	29	4	3	6	dxst	4	1	2	8	3	1	2	1	1	0	0	1
gad	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Activation	Abz	1	47	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Activation	Diff	1	38	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
