TARGET	LEX	AWP	AGSD	LUCEK	ACT	AccType	Acc	RT	RTlength	Length	UP	RTup	TARGET	COH	NB	RHY1	RHY2	EMBED	xEMBED	COHshort	COHlong	COHeq	DEL	ADD	SUB
gad	slex	0.3	0	20	Probability	Abz	1	47	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Probability	Diff	1	34	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gad	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	gad	3	5	3	19	2	1	0	1	2	1	1	3
gard	slex	0.3	0	20	Activation	Peak	1	97	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Activation	Max	1	28	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Activation	Abz	1	41	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Activation	Diff	1	36	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Activation	CDiff	1	55	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Probability	Peak	1	97	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Probability	Max	1	28	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Probability	Abz	1	41	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Probability	Diff	1	34	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gard	slex	0.3	0	20	Probability	CDiff	1	42	29	4	3	6	gard	3	3	2	2	2	1	2	0	1	1	0	2
gat	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Activation	Abz	1	45	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Activation	Diff	1	38	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Probability	Abz	1	46	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Probability	Diff	1	34	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
gat	slex	0.3	0	20	Probability	CDiff	1	47	23	3	3	0	gat	3	6	9	48	1	1	0	1	2	0	0	6
glu	slex	0.3	0	20	Activation	Peak	1	65	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Activation	Max	1	20	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Activation	Abz	1	41	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Activation	Diff	1	29	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Activation	CDiff	1	61	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Probability	Peak	1	97	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Probability	Max	1	20	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Probability	Abz	1	41	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Probability	Diff	1	31	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
glu	slex	0.3	0	20	Probability	CDiff	1	44	23	3	2	6	glu	1	4	3	11	1	1	0	0	1	0	0	4
grik	slex	0.3	0	20	Activation	Peak	1	100	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Activation	Max	1	33	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Activation	Abz	1	46	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Activation	Diff	1	38	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Activation	CDiff	1	61	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Probability	Peak	1	100	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Probability	Max	1	33	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Probability	Abz	1	46	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Probability	Diff	1	38	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grik	slex	0.3	0	20	Probability	CDiff	1	47	29	4	4	0	grik	4	2	2	5	1	1	1	0	3	0	0	2
grit	slex	0.3	0	20	Activation	Peak	1	100	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Activation	Max	1	33	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Activation	Abz	1	46	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Activation	Diff	1	38	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Activation	CDiff	1	61	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Probability	Peak	1	100	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Probability	Max	1	33	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Probability	Abz	1	46	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Probability	Diff	1	37	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grit	slex	0.3	0	20	Probability	CDiff	1	48	29	4	4	0	grit	4	3	3	8	2	1	1	0	3	0	0	3
grup	slex	0.3	0	20	Activation	Peak	1	100	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Activation	Max	1	43	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Activation	Abz	1	47	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Activation	Diff	1	48	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Activation	CDiff	1	48	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Probability	Peak	1	100	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Probability	Max	1	43	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Probability	Abz	1	49	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Probability	Diff	1	43	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
grup	slex	0.3	0	20	Probability	CDiff	1	43	29	4	4	0	grup	4	3	2	3	2	1	1	0	3	1	0	2
gru	slex	0.3	0	20	Activation	Peak	1	97	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Activation	Max	1	20	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Activation	Abz	1	45	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Activation	Diff	1	32	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Activation	CDiff	1	60	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Probability	Max	1	20	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Probability	Abz	1	45	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Probability	Diff	1	33	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gru	slex	0.3	0	20	Probability	CDiff	1	44	23	3	3	0	gru	4	6	5	11	1	2	0	3	1	0	1	5
gxtar	slex	0.3	0	20	Activation	Peak	1	87	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Activation	Max	1	22	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Activation	Abz	1	41	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Activation	Diff	1	41	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Activation	CDiff	1	52	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Probability	Peak	1	87	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Probability	Max	1	22	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Probability	Abz	1	42	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Probability	Diff	1	36	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
gxtar	slex	0.3	0	20	Probability	CDiff	1	42	35	5	2	18	gxtar	1	1	1	3	4	1	0	0	1	0	0	1
hak	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Activation	Max	1	27	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Activation	Abz	1	46	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Activation	Diff	1	41	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Probability	Max	1	27	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Probability	Abz	1	47	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Probability	Diff	1	36	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hak	slex	0.3	0	20	Probability	CDiff	1	48	23	3	3	0	hak	4	5	6	22	1	1	0	1	3	0	0	5
hap	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Activation	Max	1	27	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Activation	Abz	1	48	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Activation	Diff	1	41	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Activation	CDiff	1	60	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Probability	Max	1	27	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Probability	Abz	1	49	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Probability	Diff	1	37	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
hap	slex	0.3	0	20	Probability	CDiff	1	50	23	3	3	0	hap	4	8	7	21	1	1	0	1	3	0	1	7
harp	slex	0.3	0	20	Activation	Peak	1	100	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Activation	Max	1	29	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Activation	Abz	1	41	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Activation	Diff	1	39	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Activation	CDiff	1	57	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Probability	Peak	1	100	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Probability	Max	1	29	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Probability	Abz	1	42	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Probability	Diff	1	36	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
harp	slex	0.3	0	20	Probability	CDiff	1	43	29	4	3	6	harp	4	2	1	1	2	1	3	0	1	1	0	1
hat	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Activation	Max	1	26	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Activation	Abz	1	46	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Activation	Diff	1	41	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Probability	Max	1	26	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Probability	Abz	1	47	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Probability	Diff	1	37	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hat	slex	0.3	0	20	Probability	CDiff	1	48	23	3	3	0	hat	4	10	9	48	1	1	0	1	3	0	0	10
hild	slex	0.3	0	20	Activation	Peak	1	100	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Activation	Max	1	35	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Activation	Abz	1	43	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Activation	Diff	1	47	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Activation	CDiff	1	57	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Probability	Peak	1	100	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Probability	Max	1	35	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Probability	Abz	1	45	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Probability	Diff	1	37	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hild	slex	0.3	0	20	Probability	CDiff	1	46	29	4	3	6	hild	4	1	1	1	2	1	3	0	1	0	0	1
hip	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Activation	Max	1	35	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Activation	Abz	1	51	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Activation	Diff	1	45	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Activation	CDiff	1	61	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Probability	Max	1	35	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Probability	Abz	1	52	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Probability	Diff	1	39	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hip	slex	0.3	0	20	Probability	CDiff	1	51	23	3	3	0	hip	4	7	7	21	2	1	1	1	2	1	0	6
hi	slex	0.3	0	20	Activation	Peak	1	76	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Activation	Max	1	17	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Activation	Abz	0	NA	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Activation	Diff	1	35	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Activation	CDiff	1	63	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Probability	Peak	1	79	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Probability	Max	1	17	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Probability	Abz	1	67	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Probability	Diff	1	35	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hi	slex	0.3	0	20	Probability	CDiff	1	54	17	2	2	0	hi	4	8	7	1	1	4	0	3	1	0	2	6
hit	slex	0.3	0	20	Activation	Peak	1	100	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Activation	Max	1	34	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Activation	Abz	1	50	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Activation	Diff	1	44	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Activation	CDiff	1	58	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Probability	Peak	1	100	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Probability	Max	1	34	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Probability	Abz	1	51	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Probability	Diff	1	37	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hit	slex	0.3	0	20	Probability	CDiff	1	49	23	3	3	0	hit	4	9	7	48	3	1	1	1	2	2	0	7
hrxg	slex	0.3	0	20	Activation	Peak	1	91	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Activation	Max	1	23	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Activation	Abz	1	37	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Activation	Diff	1	33	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Activation	CDiff	1	50	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Probability	Peak	1	92	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Probability	Max	1	23	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Probability	Abz	1	37	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Probability	Diff	1	32	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hrxg	slex	0.3	0	20	Probability	CDiff	1	38	29	4	2	12	hrxg	1	2	2	4	2	1	0	0	1	0	0	2
hut	slex	0.3	0	20	Activation	Peak	1	100	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Activation	Max	1	27	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Activation	Abz	1	47	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Activation	Diff	1	41	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Activation	CDiff	1	59	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Probability	Peak	1	100	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Probability	Max	1	27	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Probability	Abz	1	47	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Probability	Diff	1	36	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hut	slex	0.3	0	20	Probability	CDiff	1	46	23	3	2	6	hut	1	7	4	48	1	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Activation	Peak	1	100	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Activation	Max	1	23	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Activation	Abz	1	44	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Activation	Diff	1	41	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Activation	CDiff	1	57	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Probability	Peak	1	100	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Probability	Max	1	23	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Probability	Abz	1	46	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Probability	Diff	1	35	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
hxt	slex	0.3	0	20	Probability	CDiff	1	45	23	3	2	6	hxt	1	7	4	48	2	1	0	0	1	0	0	7
ist	slex	0.3	0	20	Activation	Peak	1	70	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Activation	Max	1	21	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Activation	Abz	1	40	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Activation	Diff	1	37	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Activation	CDiff	1	62	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Probability	Peak	1	100	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Probability	Max	1	21	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Probability	Abz	1	41	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Probability	Diff	1	32	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
ist	slex	0.3	0	20	Probability	CDiff	1	41	23	3	2	6	ist	1	4	5	48	1	4	0	0	1	1	2	1
it	slex	0.3	0	20	Activation	Peak	1	68	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Activation	Max	1	17	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Activation	Abz	1	56	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Activation	Diff	1	58	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Activation	CDiff	1	59	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Probability	Peak	1	78	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Probability	Max	1	17	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Probability	Abz	1	65	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Probability	Diff	1	37	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
it	slex	0.3	0	20	Probability	CDiff	1	52	17	2	2	0	it	1	5	5	8	1	9	0	0	1	0	4	1
kalig	slex	0.3	0	20	Activation	Peak	1	94	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Activation	Max	1	36	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Activation	Abz	1	43	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Activation	Diff	1	40	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Activation	CDiff	1	57	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Probability	Peak	1	94	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Probability	Max	1	36	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Probability	Abz	1	44	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Probability	Diff	1	38	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kalig	slex	0.3	0	20	Probability	CDiff	1	45	35	5	3	12	kalig	6	1	1	2	2	1	4	1	1	0	0	1
kapi	slex	0.3	0	20	Activation	Peak	1	100	29	4	4	0	kapi	6	2	1	3	3	1	2	2	2	1	0	1
kapi	slex	0.3	0	20	Activation	Max	1	40	29	4	4	0	kapi	6	2	1	3	3	1	2	2	2	1	0	1
